,English,English_cleaned,Spanish,French,German
21,go and see who it is,go and see who it is,ve a ver quien es,allez voir qui c'est,"geh und sieh nach, wer es ist"
22,go back to your room,go back to your room,vuelve a tu habitación,retourne dans ta chambre,geh zurück in dein Zimmer
23,go back to your seat,go back to your seat,vuelve a tu asiento,retourne à ta place,Geh zurück auf deinen Platz
24,go get your passport,go get your passport,ve a buscar tu pasaporte,va chercher ton passeport,geh deinen Pass holen
25,go kiss someone else,go kiss someone else,ve a besar a alguien mas,va embrasser quelqu'un d'autre,Geh und küss jemand anderen
26,god bless all of you,god bless all of you,Dios los bendiga a todos,Dieu vous bénisse tous,Gott segne euch alle
27,"good night, everyone",good night  everyone,buenas noches a todos,Bonne nuit tout le monde,Gute Nacht alle zusammen
28,has tom become crazy,has tom become crazy,Tom se ha vuelto loco,est-ce que je suis devenu fou,ist tom verrückt geworden
29,has tom ever hit you,has tom ever hit you,¿Tom te ha golpeado alguna vez?,est-ce que Tom t'a déjà frappé,hat tom dich jemals geschlagen
30,has anything changed,has anything changed,ha cambiado algo,quelque chose a-t-il changé,hat sich was geändert
31,have i convinced you,have i convinced you,te he convencido,t'ai-je convaincu,habe ich dich überzeugt
32,have a drink with me,have a drink with me,tomar una copa conmigo,prends un verre avec moi,trink was mit mir
33,have a great weekend,have a great weekend,Ten un excelente fin de semana,Passe un bon weekend,habe ein schönes Wochenende
34,"have a nice day, tom",have a nice day  tom,que tengas un buen dia tom,passe une bonne journée tom,schönen tag tom
35,have a nice vacation,have a nice vacation,tener unas buenas vacaciones,passez de bonnes vacances,habe einen schönen Urlaub
36,have it your own way,have it your own way,hazlo a tu manera,faites-le à votre façon,haben Sie es auf Ihre Weise
37,have some pity on me,have some pity on me,ten piedad de mi,aie pitié de moi,hab etwas Mitleid mit mir
38,have you been abroad,have you been abroad,Has estado en el extranjero,avez-vous été à l'étranger,Warst du im Ausland
39,have you betrayed me,have you betrayed me,me has traicionado,m'as-tu trahi,hast du mich verraten
40,have you ever smoked,have you ever smoked,Alguna vez has fumado,avez-vous déjà fumé,hast du jemals geraucht
41,have you fed the dog,have you fed the dog,¿le has dado de comer al perro?,as-tu nourri le chien,Hast du den Hund gefüttert?
42,have you finished it,have you finished it,¿lo has terminado?,tu l'as fini,hast du es fertig
43,have you got a match,have you got a match,¿Tienes un partido?,avez-vous un match,Hast du ein Streichholz?
44,have you heard of me,have you heard of me,¿Has oído hablar de mí?,avez-vous entendu parler de moi,hast du von mir gehört
45,have you lost weight,have you lost weight,has perdido peso,as-tu perdu du poids,hast Du abgenommen
46,have you measured it,have you measured it,¿Lo has medido?,tu l'as mesuré,hast du es gemessen
47,have you seen enough,have you seen enough,¿has visto suficiente?,en avez-vous assez vu,hast du genug gesehen
48,have you seen my pen,have you seen my pen,¿has visto mi bolígrafo?,As-tu vu mon stylo,Hast du meinen Stift gesehen?
49,have you seen my son,have you seen my son,has visto a mi hijo,as-tu vu mon fils,Hast du meinen Sohn gesehen?
50,have you sold it yet,have you sold it yet,¿Ya lo vendiste?,tu l'as déjà vendu,hast du es schon verkauft
51,he accepted her gift,he accepted her gift,él aceptó su regalo,il a accepté son cadeau,Er nahm ihr Geschenk an
52,he achieved his goal,he achieved his goal,logró su objetivo,il a atteint son objectif,er hat sein Ziel erreicht
53,he acted as my guide,he acted as my guide,actuó como mi guía,il a été mon guide,er fungierte als mein Führer
54,he aimed at the bird,he aimed at the bird,él apuntó al pájaro,il a visé l'oiseau,er zielte auf den Vogel
55,he always plays well,he always plays well,siempre juega bien,il joue toujours bien,er spielt immer gut
56,he always works hard,he always works hard,él siempre trabaja duro,il travaille toujours dur,er arbeitet immer hart
57,he and i are cousins,he and i are cousins,el y yo somos primos,lui et moi sommes cousins,er und ich sind cousins
58,he and i are friends,he and i are friends,el y yo somos amigos,lui et moi sommes amis,er und ich sind freunde
59,he arrived too early,he arrived too early,llegó demasiado temprano,il est arrivé trop tôt,er kam zu früh
60,he asked me for help,he asked me for help,me pidió ayuda,il m'a demandé de l'aide,er bat mich um hilfe
61,he asked me to do it,he asked me to do it,me pidió que lo hiciera,il m'a demandé de le faire,"er hat mich gebeten, es zu tun"
62,he ate it in no time,he ate it in no time,se lo comió en poco tiempo,il l'a mangé en un rien de temps,er hat es im Handumdrehen gegessen
63,he attained his goal,he attained his goal,logró su objetivo,il a atteint son but,er hat sein Ziel erreicht
64,he became a catholic,he became a catholic,se hizo católico,il est devenu catholique,er wurde katholisch
65,he began to feel ill,he began to feel ill,Comenzó a sentirse enfermo,il a commencé à se sentir mal,er begann sich krank zu fühlen
66,he began with a joke,he began with a joke,Comenzó con una broma,il a commencé par une blague,Er begann mit einem Witz
67,he begged me to stay,he begged me to stay,Me rogó que me quedara,il m'a supplié de rester,er bat mich zu bleiben
68,he bent his head low,he bent his head low,se dobló la cabeza baja,il baissa la tête,er beugte seinen Kopf tief
69,he breathed his last,he breathed his last,Respiró su último,il a rendu son dernier souffle,er hat seinen letzten Atemzug getan
70,he built a new house,he built a new house,Construyó una casa nueva,il a construit une nouvelle maison,er baute ein neues haus
71,he came into my room,he came into my room,Entró en mi habitación,il est entré dans ma chambre,Er kam in mein Zimmer
72,he came to my rescue,he came to my rescue,Él vino a mi rescate,il est venu à mon secours,er kam zu meiner Rettung
73,he can be counted on,he can be counted on,se puede contar con el,on peut compter sur lui,auf ihn ist Verlass
74,he cannot be trusted,he cannot be trusted,no se puede confiar en el,on ne peut pas lui faire confiance,ihm ist nicht zu trauen
75,he caught a big fish,he caught a big fish,atrapó un pez grande,il a attrapé un gros poisson,Er hat einen großen Fisch gefangen
76,he caught three fish,he caught three fish,Atrapó tres peces,il a attrapé trois poissons,Er hat drei Fische gefangen
77,he chose a good wife,he chose a good wife,eligió una buena esposa,il a choisi une bonne femme,Er hat sich eine gute Frau ausgesucht
78,he clipped the sheep,he clipped the sheep,él cortó las ovejas,il a tondu les moutons,er hat die Schafe geschoren
79,he comes from geneva,he comes from geneva,el viene de ginebra,il vient de geneve,er kommt aus genf
80,he committed suicide,he committed suicide,se suicidó,il s'est suicidé,er beging Selbstmord
81,he continued singing,he continued singing,siguió cantando,il a continué à chanter,er sang weiter
82,he crossed the river,he crossed the river,cruzó el río,il a traversé la rivière,er überquerte den Fluss
83,he deals in hardware,he deals in hardware,él trata con hardware,il vend du matériel,Er handelt mit Hardware
84,he decided not to go,he decided not to go,decidió no ir,il a décidé de ne pas y aller,"er beschloss, nicht zu gehen"
85,he denied everything,he denied everything,él negó todo,il a tout nié,er leugnete alles
86,he devoured his meal,he devoured his meal,devoró su comida,il a dévoré son repas,er verschlang sein Essen
87,he did as i told him,he did as i told him,hizo lo que le dije,il a fait ce que je lui ai dit,"er tat, was ich ihm sagte"
88,he did it right away,he did it right away,lo hizo de inmediato,il l'a fait tout de suite,er hat es sofort gemacht
89,he did nothing wrong,he did nothing wrong,no hizo nada malo,il n'a rien fait de mal,er hat nichts falsch gemacht
90,he didn't fear death,he did not fear death,no temía a la muerte,il ne craignait pas la mort,er fürchtete den Tod nicht
91,he didn't get caught,he did not get caught,no lo atraparon,il ne s'est pas fait prendre,er wurde nicht erwischt
92,he didn't look happy,he did not look happy,no se veia feliz,il n'avait pas l'air content,er sah nicht glücklich aus
93,he didn't say a word,he did not say a word,no dijo una palabra,il n'a pas dit un mot,er sagte kein Wort
94,he died one year ago,he died one year ago,murió hace un año,il est mort il y a un an,er starb vor einem Jahr
95,he died the next day,he died the next day,El murió el día siguiente,Il est mort le jour suivant,er starb am nächsten Tag
96,he doesn't get jokes,he does not get jokes,el no entiende las bromas,il ne fait pas de blagues,er versteht keine Witze
97,he doesn't like fish,he does not like fish,no le gusta el pescado,il n'aime pas le poisson,er mag keinen Fisch
98,he doesn't tell lies,he does not tell lies,el no dice mentiras,il ne ment pas,er lügt nicht
99,he dropped his voice,he dropped his voice,bajó la voz,il a baissé la voix,er senkte seine Stimme
100,he easily gets angry,he easily gets angry,se enfada facilmente,il se met facilement en colère,er wird leicht wütend
101,he emptied his glass,he emptied his glass,vació su vaso,il a vidé son verre,er leerte sein Glas
102,he fell to the floor,he fell to the floor,se cayó al suelo,il est tombé au sol,er fiel zu Boden
103,he felt a sharp pain,he felt a sharp pain,sintió un dolor agudo,il a ressenti une vive douleur,er fühlte einen stechenden Schmerz
104,he filed a complaint,he filed a complaint,presentó una denuncia,il a porté plainte,er erstattete Anzeige
105,he fired three shots,he fired three shots,disparó tres tiros,il a tiré trois coups,er feuerte drei Schüsse ab
106,he gave a short talk,he gave a short talk,dio una breve charla,il a fait un bref discours,er hielt einen kurzen Vortrag
107,he gave me a big hug,he gave me a big hug,él me dio un gran abrazo,il m'a donné un gros câlin,er gab mir eine große Umarmung
108,he gave me this book,he gave me this book,me dio este libro,il m'a donné ce livre,Er hat mir dieses Buch gegeben
109,he gets on my nerves,he gets on my nerves,me pone de los nervios,Il me tape sur les nerfs,Er geht mir auf die Nerven
110,he got angry with me,he got angry with me,se enojó conmigo,il s'est fâché contre moi,er wurde wütend auf mich
111,he got bored quickly,he got bored quickly,se aburrio rapido,il s'est vite ennuyé,er langweilte sich schnell
112,he got his dander up,he got his dander up,se le subió la caspa,il a récupéré ses squames,er hat seine Hautschuppen aufstehen lassen
113,he got his doctorate,he got his doctorate,obtuvo su doctorado,il a obtenu son doctorat,er promovierte
114,he got off the train,he got off the train,se bajó del tren,il est descendu du train,er stieg aus dem Zug
115,he had fifty dollars,he had fifty dollars,tenia cincuenta dolares,il avait cinquante dollars,er hatte fünfzig Dollar
116,he had lost all hope,he had lost all hope,había perdido toda esperanza,il avait perdu tout espoir,er hatte alle Hoffnung verloren
117,he has a common name,he has a common name,tiene un nombre comun,il a un nom commun,Er hat einen gemeinsamen Namen
118,he has a dark secret,he has a dark secret,el tiene un oscuro secreto,il a un sombre secret,er hat ein dunkles Geheimnis
119,he has a fair income,he has a fair income,tiene un ingreso justo,il a un revenu correct,er hat ein faires Einkommen
120,he has a few friends,he has a few friends,tiene algunos amigos,il a quelques amis,er hat ein paar freunde
121,he has a foreign car,he has a foreign car,tiene un coche extranjero,il a une voiture étrangère,Er hat ein ausländisches Auto
122,he has a good accent,he has a good accent,tiene un buen acento,il a un bon accent,Er hat einen guten Akzent
123,he has a good memory,he has a good memory,tiene buena memoria,il a une bonne mémoire,er hat ein gutes Gedächtnis
124,he has a hairy chest,he has a hairy chest,tiene el pecho peludo,il a un torse poilu,Er hat eine behaarte Brust
125,he has a large truck,he has a large truck,tiene un camión grande,il a un gros camion,Er hat einen großen LKW
126,he has a lot of land,he has a lot of land,tiene mucha tierra,il a beaucoup de terre,Er hat viel Land
127,he has a nimble mind,he has a nimble mind,tiene una mente ágil,il a un esprit vif,er hat einen schnellen Verstand
128,he has a strong body,he has a strong body,tiene un cuerpo fuerte,il a un corps fort,Er hat einen starken Körper
129,he has a strong will,he has a strong will,tiene una voluntad fuerte,il a une forte volonté,er hat einen starken Willen
130,he has a sweet voice,he has a sweet voice,tiene una voz dulce,il a une douce voix,er hat eine süße stimme
131,he has already begun,he has already begun,el ya ha comenzado,il a déjà commencé,er hat schon angefangen
132,he has good eyesight,he has good eyesight,tiene buena vista,il a une bonne vue,er hat ein gutes sehvermögen
133,he has no conscience,he has no conscience,El no tiene conciencia,il n'a pas de conscience,er hat kein Gewissen
134,he has no girlfriend,he has no girlfriend,El no tiene novia,il n'a pas de petite amie,er hat keine freundin
135,he has nothing to do,he has nothing to do,El no tiene nada que hacer,il n'a rien à faire,er hat nichts zu tun
136,he has poor eyesight,he has poor eyesight,Tiene mala vista,il a une mauvaise vue,er hat ein schlechtes Sehvermögen
137,he has powerful arms,he has powerful arms,Tiene brazos poderosos,il a des bras puissants,er hat starke arme
138,he has rough manners,he has rough manners,Tiene modales difíciles,il a des manières rudes,er hat grobe manieren
139,he has to study hard,he has to study hard,Tiene que estudiar mucho,il doit étudier dur,er muss fleißig lernen
140,he has two daughters,he has two daughters,Él tiene dos hijas,il a deux filles,er hat zwei Töchter
141,he has very bad luck,he has very bad luck,Tiene muy mala suerte,il a beaucoup de malchance,er hat großes pech
142,he held out his hand,he held out his hand,le tendió la mano,Il tendit la main,er streckte seine Hand aus
143,he held up his hands,he held up his hands,Levantó las manos,il a levé les mains,er hielt seine Hände hoch
144,he hit me by mistake,he hit me by mistake,me golpeó por error,il m'a frappé par erreur,er hat mich versehentlich geschlagen
145,he insulted our team,he insulted our team,insultó a nuestro equipo,il a insulté notre équipe,Er hat unser Team beleidigt
146,he is a cruel person,he is a cruel person,el es una persona cruel,c'est une personne cruelle,Er ist ein grausamer Mensch
147,he is a fast speaker,he is a fast speaker,él es un orador rápido,c'est un orateur rapide,er ist ein schneller Sprecher
148,he is a good speaker,he is a good speaker,es un buen orador,c'est un bon orateur,er ist ein guter Redner
149,he is a good student,he is a good student,él es un buen estudiante,C'est un bon élève,Er ist ein guter Schüler
150,he is a good swimmer,he is a good swimmer,es un buen nadador,c'est un bon nageur,er ist ein guter Schwimmer
151,he is a handsome man,he is a handsome man,él es un hombre guapo,c'est un bel homme,er ist ein hübscher Mann
152,he is a harsh critic,he is a harsh critic,es un duro critico,c'est un critique sévère,er ist ein scharfer Kritiker
153,he is a lazy student,he is a lazy student,es un estudiante perezoso,c'est un étudiant paresseux,er ist ein fauler Schüler
154,he is a man of faith,he is a man of faith,es un hombre de fe,c'est un homme de foi,er ist ein Mann des Glaubens
155,he is a tough cookie,he is a tough cookie,el es una galleta dura,c'est un dur à cuire,er ist ein harter Keks
156,he is about to leave,he is about to leave,él está a punto de irse,il est sur le point de partir,er ist dabei zu gehen
157,he is about your age,he is about your age,el es como de tu edad,Il a à peu près ton âge,er ist ungefähr so ​​alt wie Du
158,he is afraid of dogs,he is afraid of dogs,le tiene miedo a los perros,il a peur des chiens,er hat angst vor hunden
159,he is afraid to swim,he is afraid to swim,tiene miedo de nadar,il a peur de nager,Er hat Angst zu schwimmen
160,he is always reading,he is always reading,el siempre esta leyendo,il lit toujours,er liest immer
161,he is always with me,he is always with me,el siempre esta conmigo,il est toujours avec moi,er ist immer bei mir
162,he is an angry drunk,he is an angry drunk,es un borracho enojado,c'est un ivrogne enragé,er ist ein wütender Säufer
163,he is an unsung hero,he is an unsung hero,él es un héroe anónimo,c'est un héros méconnu,Er ist ein unbesungener Held
164,he is angry with you,he is angry with you,el esta enojado contigo,il est en colère contre toi,er ist wütend auf dich
165,he is as tall as her,he is as tall as her,el es tan alto como ella,il est aussi grand qu'elle,er ist so groß wie sie
166,he is away from home,he is away from home,el esta lejos de casa,il est loin de chez lui,er ist von zu Hause weg
167,he is bad at driving,he is bad at driving,es malo conduciendo,il conduit mal,er kann schlecht fahren
168,he is breathing hard,he is breathing hard,él está respirando con dificultad,il respire fort,er atmet schwer
169,he is close to sixty,he is close to sixty,esta cerca de los sesenta,il a près de soixante ans,er ist fast sechzig
170,"he is cool, isn't he",he is cool  is not he,el es genial no es asi,il est cool n'est-ce pas,"er ist cool, nicht wahr?"
171,he is far from happy,he is far from happy,está lejos de ser feliz,il est loin d'être content,er ist alles andere als glücklich
172,he is five feet tall,he is five feet tall,él mide cinco pies de alto,il mesure cinq pieds,er ist fünf Fuß groß
173,he is full of energy,he is full of energy,el esta lleno de energia,il est plein d'énergie,er ist voller energie
174,he is getting better,he is getting better,él está mejorando,il va mieux,es geht ihm immer besser
175,he is good at diving,he is good at diving,es bueno buceando,il est bon en plongée,Er kann gut tauchen
176,he is good at soccer,he is good at soccer,él es bueno en el fútbol,il est bon au foot,Er ist gut im Fußball
177,he is hard to please,he is hard to please,el es dificil de complacer,il est difficile à satisfaire,er ist schwer zufrieden zu stellen
178,he is his own master,he is his own master,el es su propio amo,il est son propre maître,er ist sein eigener Meister
179,he is his usual self,he is his usual self,él es el mismo de siempre,il est son moi habituel,er ist sein übliches Ich
180,he is in his library,he is in his library,el esta en su biblioteca,il est dans sa bibliothèque,Er ist in seiner Bibliothek
181,he is in poor health,he is in poor health,el esta mal de salud,il est en mauvaise santé,er ist bei schlechter Gesundheit
182,he is in the kitchen,he is in the kitchen,Él está en la cocina,Il est dans la cuisine,er ist in der Küche
183,he is in trouble now,he is in trouble now,el esta en problemas ahora,il est en difficulté maintenant,er ist jetzt in Schwierigkeiten
184,he is likely to come,he is likely to come,es probable que venga,il est susceptible de venir,er wird wahrscheinlich kommen
185,he is making cookies,he is making cookies,el esta haciendo galletas,il fait des cookies,er macht Kekse
186,he is my best friend,he is my best friend,él es mi mejor amigo,il est mon meilleur ami,er ist mein bester Freund
187,he is now on his own,he is now on his own,ahora esta solo,il est maintenant tout seul,er ist jetzt auf sich allein gestellt
188,he is off duty today,he is off duty today,él está fuera de servicio hoy,il n'est pas de service aujourd'hui,er hat heute dienstfrei
189,he is precious to us,he is precious to us,él es precioso para nosotros,il nous est précieux,er ist uns kostbar
190,he is quite a savage,he is quite a savage,el es bastante salvaje,c'est un sacré sauvage,Er ist ein ziemlicher Wilder
191,he is reading a book,he is reading a book,él está leyendo un libro,il est en train de lire un livre,Er liest ein Buch
192,he is sadly mistaken,he is sadly mistaken,está tristemente equivocado,il se trompe malheureusement,er irrt sich leider
193,he is still standing,he is still standing,él todavía está de pie,il est toujours debout,er steht noch
194,he is the chosen one,he is the chosen one,El es el elegido,il est l'élu,er ist der Auserwählte
195,he is very depressed,he is very depressed,esta muy deprimido,il est très déprimé,er ist sehr deprimiert
196,he is wearing gloves,he is wearing gloves,el esta usando guantes,il porte des gants,er trägt handschuhe
197,he is willing enough,he is willing enough,él está lo suficientemente dispuesto,il est assez volontaire,er ist bereit genug
198,he isn't an american,he is not an american,el no es americano,il n'est pas américain,er ist kein amerikaner
199,"he isn't here, is he",he is not here  is he,el no esta aqui es el,il n'est pas là n'est-ce pas,"er ist nicht hier, oder?"
200,he jumped out of bed,he jumped out of bed,saltó de la cama,il a sauté du lit,er sprang aus dem Bett
201,he knew it all along,he knew it all along,él lo supo todo el tiempo,il le savait depuis le début,er wusste es die ganze Zeit
202,he knows how to swim,he knows how to swim,el sabe nadar,il sait nager,er kann schwimmen
203,he knows many people,he knows many people,él conoce a mucha gente,il connaît beaucoup de monde,er kennt viele Leute
204,he laid down the gun,he laid down the gun,dejó el arma,il a déposé son arme,er legte die Waffe nieder
205,he laughed nervously,he laughed nervously,se rio nerviosamente,il rit nerveusement,er lachte nervös
206,he leaned towards me,he leaned towards me,se inclinó hacia mí,il s'est penché vers moi,er beugte sich zu mir
207,he left a minute ago,he left a minute ago,Se fue hace un minuto,il est parti il ​​y a une minute,Er ist vor einer Minute gegangen
208,he likes music a lot,he likes music a lot,Le gusta mucho la música,il aime beaucoup la musique,er mag Musik sehr
209,he likes this guitar,he likes this guitar,Le gusta esta guitarra,il aime cette guitare,er mag diese gitarre
210,he likes to watch tv,he likes to watch tv,le gusta ver la tele,il aime regarder la télé,er sieht gern fern
211,he likes watching tv,he likes watching tv,le gusta ver la televisión,il aime regarder la télé,er sieht gern fern
212,he lived a hard life,he lived a hard life,él vivió una vida dura,il a vécu une vie difficile,Er lebte ein hartes Leben
213,he lived a long life,he lived a long life,vivió una larga vida,il a vécu longtemps,er lebte ein langes Leben
214,he lives in nagasaki,he lives in nagasaki,vive en nagasaki,il vit à nagasaki,Er lebt in Nagasaki
215,he lives like a king,he lives like a king,vive como un rey,il vit comme un roi,er lebt wie ein König
216,he looked at the sky,he looked at the sky,miró al cielo,il a regardé le ciel,er sah zum Himmel
217,he looked bewildered,he looked bewildered,parecía desconcertado,il avait l'air déconcerté,er sah verwirrt aus
218,he looked very happy,he looked very happy,se veía muy feliz,il avait l'air très heureux,er sah sehr glücklich aus
219,he looked very tired,he looked very tired,se veía muy cansado,il avait l'air très fatigué,er sah sehr müde aus
220,he looks like a girl,he looks like a girl,parece una niña,il ressemble à une fille,er sieht aus wie ein Mädchen
221,he looks very sleepy,he looks very sleepy,se ve muy dormido,il a l'air très endormi,er sieht sehr müde aus
222,he lost his eyesight,he lost his eyesight,perdió la vista,il a perdu la vue,er verlor sein Augenlicht
223,he made for the door,he made for the door,se dirigió a la puerta,il s'est dirigé vers la porte,Er ging zur Tür
224,he made her his wife,he made her his wife,la hizo su esposa,il en a fait sa femme,er machte sie zu seiner Frau
225,he made up an excuse,he made up an excuse,inventó una excusa,il a inventé une excuse,er hat sich eine entschuldigung ausgedacht
226,he made up the story,he made up the story,él inventó la historia,il a inventé l'histoire,Er hat die Geschichte erfunden
227,he managed to escape,he managed to escape,logró escapar,il a réussi à s'échapper,ihm gelang die Flucht
228,he married my cousin,he married my cousin,se casó con mi prima,il a épousé ma cousine,Er hat meine Cousine geheiratet
229,he married my sister,he married my sister,se casó con mi hermana,il a épousé ma soeur,Er hat meine Schwester geheiratet
230,he may have been ill,he may have been ill,él puede haber estado enfermo,il a peut être été malade,er war vielleicht krank
231,he missed his flight,he missed his flight,perdió su vuelo,il a raté son vol,er hat seinen Flug verpasst
232,he must have seen it,he must have seen it,debe haberlo visto,il a dû le voir,er muss es gesehen haben
233,he needs to be alone,he needs to be alone,el necesita estar solo,il a besoin d'être seul,er muss allein sein
234,he never looked back,he never looked back,él nunca miró hacia atrás,il n'a jamais regardé en arrière,er hat nie zurückgeschaut
235,he never tells a lie,he never tells a lie,el nunca dice una mentira,il ne dit jamais de mensonge,er lügt nie
236,he never told anyone,he never told anyone,nunca le dijo a nadie,il n'a jamais dit à personne,er hat es nie jemandem erzählt
237,he never wears a tie,he never wears a tie,el nunca usa corbata,il ne porte jamais de cravate,er trägt nie eine Krawatte
238,he often plays piano,he often plays piano,a menudo toca el piano,il joue souvent du piano,er spielt oft Klavier
239,he ordered us steaks,he ordered us steaks,nos pidió bistecs,il nous a commandé des steaks,Er bestellte uns Steaks
240,he owns a dishwasher,he owns a dishwasher,tiene un lavaplatos,il possède un lave-vaisselle,Er besitzt eine Spülmaschine
241,he picked up a stone,he picked up a stone,recogió una piedra,il a ramassé une pierre,er hob einen Stein auf
242,he raised a question,he raised a question,planteó una pregunta,il a posé une question,er hat eine frage aufgeworfen
243,he ran at full speed,he ran at full speed,corrió a toda velocidad,il a couru à toute allure,er lief auf Hochtouren
244,he ran away from her,he ran away from her,se escapó de ella,il s'est enfui d'elle,er lief vor ihr weg
245,he ran into the room,he ran into the room,corrió hacia la habitación,il a couru dans la chambre,Er rannte ins Zimmer
246,he ran outside naked,he ran outside naked,salió corriendo desnudo,il a couru dehors nu,Er rannte nackt nach draußen
247,he ran up the stairs,he ran up the stairs,subió corriendo las escaleras,il a couru dans les escaliers,Er rannte die Treppe hinauf
248,he rang the doorbell,he rang the doorbell,tocó el timbre,il a sonné à la porte,er klingelte an der Tür
249,he rarely went there,he rarely went there,rara vez iba allí,il y allait rarement,Er ging selten dorthin
250,he removed his shirt,he removed his shirt,se quitó la camisa,il a enlevé sa chemise,er zog sein Hemd aus
251,he returned to japan,he returned to japan,volvió a Japón,il est retourné au japon,Er kehrte nach Japan zurück
252,he said it as a joke,he said it as a joke,lo dijo en broma,il a dit ça comme une blague,Er sagte es als Witz
253,he saw a pretty girl,he saw a pretty girl,vio a una chica bonita,il a vu une jolie fille,Er sah ein hübsches Mädchen
254,he screamed for help,he screamed for help,gritó pidiendo ayuda,il a crié à l'aide,er schrie um Hilfe
255,he seems quite happy,he seems quite happy,parece bastante feliz,il a l'air bien content,er scheint ziemlich glücklich zu sein
256,he seems to be happy,he seems to be happy,parece estar feliz,il a l'air heureux,er scheint glücklich zu sein
257,he seems to think so,he seems to think so,parece pensarlo,il semble le penser,er scheint so zu denken
258,he seems very sleepy,he seems very sleepy,parece tener mucho sueño,il a l'air très endormi,er scheint sehr schläfrig zu sein
259,he seldom gets angry,he seldom gets angry,rara vez se enoja,il se met rarement en colère,er wird selten wütend
260,he seldom went there,he seldom went there,rara vez iba allí,il y allait rarement,Er ging selten dorthin
261,he sent me a present,he sent me a present,me envió un regalo,il m'a envoyé un cadeau,Er hat mir ein Geschenk geschickt
262,he sold all his land,he sold all his land,vendió toda su tierra,il a vendu toutes ses terres,Er hat sein ganzes Land verkauft
263,he speaks portuguese,he speaks portuguese,el habla portugues,il parle portugais,er spricht portugiesisch
264,he spoke about peace,he spoke about peace,habló de la paz,il a parlé de la paix,Er sprach von Frieden
265,he studied very hard,he studied very hard,estudió muy duro,il a étudié très dur,er lernte sehr fleißig
266,he studies very hard,he studies very hard,el estudia muy duro,il étudie très dur,er lernt sehr fleißig
267,he suddenly fell ill,he suddenly fell ill,de repente se enfermó,il est soudainement tombé malade,er wurde plötzlich krank
268,he survived his wife,he survived his wife,sobrevivió a su esposa,il a survécu à sa femme,er überlebte seine Frau
269,he swims like a fish,he swims like a fish,El nada como un pez,il nage comme un poisson,er schwimmt wie ein Fisch
270,he talked to himself,he talked to himself,habló solo,il s'est parlé,er sprach mit sich selbst
271,he thinks i love her,he thinks i love her,él piensa que la amo,il pense que je l'aime,er denkt ich liebe sie
272,he took off his coat,he took off his coat,se quitó el abrigo,il a enlevé son manteau,er zog seinen Mantel aus
273,he tore his ligament,he tore his ligament,se rompió el ligamento,il s'est déchiré le ligament,er hat sich das Band gerissen
274,he trained very hard,he trained very hard,entrenó muy duro,il s'est entraîné très dur,er hat sehr hart trainiert
275,he tried to stand up,he tried to stand up,trató de ponerse de pie,il a essayé de se lever,er versuchte aufzustehen
276,he turned the corner,he turned the corner,dobló la esquina,il a tourné le coin,Er bog um die Ecke
277,he used to live here,he used to live here,él solía vivir aquí,il habitait ici,er hat hier gewohnt
278,he used to love that,he used to love that,le encantaba eso,il adorait ça,er liebte das früher
279,he wanted to be rich,he wanted to be rich,el queria ser rico,il voulait être riche,er wollte reich werden
