,English,English_cleaned,Spanish,French,German
52,tom is downstairs,tom is downstairs,tom está abajo,tom est en bas,Tom ist unten
53,tom is frustrated,tom is frustrated,Tom está frustrado,Tom est frustré,Tom ist frustriert
54,tom is going nuts,tom is going nuts,Tom se está volviendo loco,Tom devient fou,Tom wird verrückt
55,tom is growing up,tom is growing up,Tom está creciendo,Tom grandit,Tom wird erwachsen
56,tom is handcuffed,tom is handcuffed,Tom está esposado,tom est menotté,Tom ist mit Handschellen gefesselt
57,tom is home alone,tom is home alone,Tom está solo en casa,Tom est seul à la maison,Tom ist allein zu Hause
58,tom is in custody,tom is in custody,tom está bajo custodia,tom est en garde à vue,tom ist in haft
59,tom is intolerant,tom is intolerant,tom es intolerante,Tom est intolérant,Tom ist intolerant
60,tom is making tea,tom is making tea,tom está haciendo té,Tom fait du thé,Tom macht Tee
61,tom is my brother,tom is my brother,tom es mi hermano,Tom est mon frère,Tom ist mein Bruder
62,tom is my husband,tom is my husband,tom es mi marido,tom est mon mari,Tom ist mein Mann
63,tom is not a hero,tom is not a hero,tom no es un heroe,Tom n'est pas un héros,Tom ist kein Held
64,tom is not my son,tom is not my son,tom no es mi hijo,tom n'est pas mon fils,Tom ist nicht mein Sohn
65,tom is often home,tom is often home,tom suele estar en casa,tom est souvent à la maison,Tom ist oft zu Hause
66,tom is old school,tom is old school,Tom es de la vieja escuela,Tom est de la vieille école,Tom ist von der alten Schule
67,tom is on the bus,tom is on the bus,tom está en el autobús,Tom est dans le bus,Tom ist im Bus
68,tom is optimistic,tom is optimistic,tom es optimista,tom est optimiste,Tom ist optimistisch
69,tom is our friend,tom is our friend,tom es nuestro amigo,tom est notre ami,Tom ist unser Freund
70,tom is stuttering,tom is stuttering,Tom está tartamudeando,tom bégaie,Tom stottert
71,tom is unfaithful,tom is unfaithful,tom es infiel,Tom est infidèle,Tom ist untreu
72,tom is very angry,tom is very angry,tom esta muy enojado,Tom est très en colère,Tom ist sehr wütend
73,tom is very smart,tom is very smart,tom es muy inteligente,Tom est très intelligent,Tom ist sehr schlau
74,tom is your uncle,tom is your uncle,tom es tu tio,tom est ton oncle,Tom ist dein Onkel
75,tom isn't a child,tom is not a child,tom no es un niño,Tom n'est pas un enfant,Tom ist kein Kind
76,tom isn't a minor,tom is not a minor,tom no es menor de edad,Tom n'est pas mineur,Tom ist nicht minderjährig
77,tom isn't at home,tom is not at home,tom no está en casa,Tom n'est pas à la maison,Tom ist nicht zu Hause
78,tom isn't invited,tom is not invited,tom no está invitado,Tom n'est pas invité,Tom ist nicht eingeladen
79,tom isn't like me,tom is not like me,tom no es como yo,tom n'est pas comme moi,Tom ist nicht wie ich
80,tom isn't like us,tom is not like us,tom no es como nosotros,tom n'est pas comme nous,Tom ist nicht wie wir
81,tom isn't trained,tom is not trained,tom no está entrenado,Tom n'est pas formé,Tom ist nicht ausgebildet
82,tom isn't working,tom is not working,tom no esta trabajando,tom ne fonctionne pas,Tom funktioniert nicht
83,tom isn't worried,tom is not worried,tom no está preocupado,Tom n'est pas inquiet,Tom macht sich keine Sorgen
84,tom knew all that,tom knew all that,tom sabía todo eso,tom savait tout ça,Tom wusste das alles
85,tom knew too much,tom knew too much,Tom sabía demasiado,tom en savait trop,Tom wusste zu viel
86,tom knows nothing,tom knows nothing,tom no sabe nada,Tom ne sait rien,Tom weiß nichts
87,tom likes animals,tom likes animals,a tom le gustan los animales,tom aime les animaux,Tom mag Tiere
88,tom likes country,tom likes country,a tom le gusta el país,tom aime la country,Tom mag das Land
89,tom likes fishing,tom likes fishing,a tom le gusta pescar,Tom aime la pêche,Tom angelt gerne
90,tom likes oranges,tom likes oranges,a tom le gustan las naranjas,Tom aime les oranges,Tom mag Orangen
91,tom likes to fish,tom likes to fish,a tom le gusta pescar,Tom aime pêcher,Tom fischt gern
92,tom likes to knit,tom likes to knit,a tom le gusta tejer,tom aime tricoter,Tom strickt gerne
93,tom likes writing,tom likes writing,a tom le gusta escribir,tom aime écrire,Tom schreibt gern
94,tom lives near us,tom lives near us,tom vive cerca de nosotros,tom habite près de nous,Tom wohnt in unserer Nähe
95,tom looks awesome,tom looks awesome,tom se ve increíble,Tom a l'air génial,Tom sieht toll aus
96,tom looks excited,tom looks excited,tom se ve emocionado,Tom a l'air excité,Tom sieht aufgeregt aus
97,tom lost the race,tom lost the race,tom perdió la carrera,tom a perdu la course,Tom hat das Rennen verloren
98,tom loves fishing,tom loves fishing,a tom le encanta pescar,Tom aime la pêche,Tom liebt Angeln
99,tom loves his job,tom loves his job,tom ama su trabajo,Tom aime son travail,Tom liebt seinen Job
100,tom loves singing,tom loves singing,a tom le encanta cantar,tom aime chanter,Tom liebt es zu singen
101,tom loves to sing,tom loves to sing,a tom le encanta cantar,tom aime chanter,Tom liebt es zu singen
102,tom loves you all,tom loves you all,tom los ama a todos,Tom vous aime tous,Tom liebt euch alle
103,tom made mary cry,tom made mary cry,tom hizo llorar a mary,tom a fait pleurer mary,Tom brachte Mary zum Weinen
104,tom might testify,tom might testify,Tom podría testificar,Tom pourrait témoigner,Tom könnte aussagen
105,tom moves quickly,tom moves quickly,tom se mueve rapido,Tom se déplace rapidement,Tom bewegt sich schnell
106,tom must be proud,tom must be proud,tom debe estar orgulloso,Tom doit être fier,Tom muss stolz sein
107,tom must be tired,tom must be tired,tom debe estar cansado,Tom doit être fatigué,Tom muss müde sein
108,tom must be wrong,tom must be wrong,tom debe estar equivocado,tom doit se tromper,Tom muss falsch liegen
109,tom needs to work,tom needs to work,tom necesita trabajar,tom a besoin de travailler,Tom muss arbeiten
110,tom never gave up,tom never gave up,tom nunca se dio por vencido,Tom n'a jamais abandonné,Tom hat nie aufgegeben
111,tom never said no,tom never said no,tom nunca dijo que no,Tom n'a jamais dit non,Tom hat nie nein gesagt
112,tom ordered pizza,tom ordered pizza,tom pidió pizza,Tom a commandé une pizza,Tom hat Pizza bestellt
113,tom peeked inside,tom peeked inside,tom se asomó dentro,Tom a jeté un coup d'œil à l'intérieur,Tom lugte hinein
114,tom played violin,tom played violin,tom tocaba el violín,tom jouait du violon,Tom spielte Geige
115,tom put on a coat,tom put on a coat,tom se puso un abrigo,tom a mis un manteau,Tom zog einen Mantel an
116,tom rang the bell,tom rang the bell,tom toco el timbre,Tom a sonné la cloche,Tom klingelte
117,tom refused to go,tom refused to go,tom se negó a ir,tom a refusé d'y aller,Tom weigerte sich zu gehen
118,tom remembers you,tom remembers you,tom te recuerda,tom se souvient de toi,Tom erinnert sich an dich
119,tom sat back down,tom sat back down,Tom volvió a sentarse,tom se rassit,Tom setzte sich wieder
120,tom sat behind me,tom sat behind me,Tom se sentó detrás de mí,tom s'est assis derrière moi,Tom saß hinter mir
121,tom saw something,tom saw something,tom vio algo,Tom a vu quelque chose,Tom hat etwas gesehen
122,tom scored a goal,tom scored a goal,tom anotó un gol,tom a marqué un but,Tom hat ein Tor geschossen
123,tom seems jealous,tom seems jealous,Tom parece celoso,Tom semble jaloux,Tom scheint eifersüchtig zu sein
124,tom seems sincere,tom seems sincere,Tom parece sincero,Tom semble sincère,Tom scheint aufrichtig zu sein
125,tom seems so nice,tom seems so nice,Tom parece tan agradable,Tom a l'air si gentil,Tom scheint so nett zu sein
126,tom set the table,tom set the table,tom puso la mesa,Tom a mis la table,Tom deckte den Tisch
127,tom shook my hand,tom shook my hand,tom me estrechó la mano,Tom m'a serré la main,Tom schüttelte mir die Hand
128,tom showed us how,tom showed us how,Tom nos mostró cómo,Tom nous a montré comment,"Tom hat uns gezeigt, wie"
129,tom shut his eyes,tom shut his eyes,Tom cerró los ojos,Tom a fermé les yeux,Tom schloss die Augen
130,tom sings off key,tom sings off key,tom canta desafinado,tom chante faux,Tom singt falsch
131,tom slept all day,tom slept all day,tom durmió todo el día,Tom a dormi toute la journée,Tom hat den ganzen Tag geschlafen
132,tom slept outside,tom slept outside,tom durmió afuera,Tom a dormi dehors,Tom hat draußen geschlafen
133,tom smelled funny,tom smelled funny,Tom olía raro,Tom sentait drôle,Tom roch komisch
134,tom smelled smoke,tom smelled smoke,tom olía a humo,tom a senti la fumée,Tom roch Rauch
135,tom sneezes a lot,tom sneezes a lot,tom estornuda mucho,Tom éternue beaucoup,Tom niest viel
136,tom snores loudly,tom snores loudly,tom ronca fuerte,Tom ronfle bruyamment,Tom schnarcht laut
137,tom sounded happy,tom sounded happy,Tom sonaba feliz,tom avait l'air heureux,Tom klang glücklich
138,tom speaks french,tom speaks french,tom habla francés,Tom parle français,tom spricht französisch
139,tom spoke to mary,tom spoke to mary,tom habló con mary,tom a parlé à marie,Tom sprach mit Maria
140,tom stood in line,tom stood in line,tom se paró en la fila,Tom faisait la queue,Tom stand Schlange
141,tom talks quickly,tom talks quickly,tom habla rapido,tom parle vite,Tom spricht schnell
142,tom took a shower,tom took a shower,tom se ducho,Tom a pris une douche,Tom duschte
143,tom took my money,tom took my money,tom tomó mi dinero,tom a pris mon argent,Tom hat mein Geld genommen
144,tom took the bait,tom took the bait,tom mordió el anzuelo,tom a pris l'appât,Tom hat den Köder geschluckt
145,tom travels a lot,tom travels a lot,tom viaja mucho,tom voyage beaucoup,Tom reist viel
146,tom understood me,tom understood me,Tom me entendió,Tom m'a compris,Tom hat mich verstanden
147,tom waited for me,tom waited for me,Tom esperó por mí,Tom m'a attendu,Tom hat auf mich gewartet
148,tom walks quickly,tom walks quickly,Tom camina rápido,tom marche vite,Tom geht schnell
149,tom wanted to cry,tom wanted to cry,tom queria llorar,Tom voulait pleurer,Tom wollte weinen
150,tom wanted to die,tom wanted to die,Tom quería morir,Tom voulait mourir,Tom wollte sterben
151,tom wants revenge,tom wants revenge,tom quiere venganza,Tom veut se venger,Tom will Rache
152,tom wants to come,tom wants to come,tom quiere venir,tom veut venir,Tom will kommen
153,tom wants to help,tom wants to help,tom quiere ayudar,Tom veut aider,Tom will helfen
154,tom wants to live,tom wants to live,tom quiere vivir,Tom veut vivre,Tom will leben
155,tom wants to play,tom wants to play,tom quiere jugar,tom veut jouer,Tom will spielen
156,tom wants to stay,tom wants to stay,tom quiere quedarse,tom veut rester,Tom will bleiben
157,tom wants to talk,tom wants to talk,tom quiere hablar,tom veut parler,Tom will reden
158,tom was a fanatic,tom was a fanatic,tom era un fanático,Tom était un fanatique,Tom war ein Fanatiker
159,tom was a shy boy,tom was a shy boy,tom era un chico tímido,Tom était un garçon timide,Tom war ein schüchterner Junge
160,tom was ambitious,tom was ambitious,tom era ambicioso,Tom était ambitieux,Tom war ehrgeizig
161,tom was convinced,tom was convinced,tom estaba convencido,Tom était convaincu,Tom war überzeugt
162,tom was dangerous,tom was dangerous,tom era peligroso,Tom était dangereux,Tom war gefährlich
163,tom was delirious,tom was delirious,tom estaba delirando,Tom délirait,Tom war im Delirium
164,tom was motivated,tom was motivated,tom estaba motivado,Tom était motivé,Tom war motiviert
165,tom was sarcastic,tom was sarcastic,tom era sarcástico,Tom était sarcastique,Tom war sarkastisch
166,tom was strangled,tom was strangled,Tom fue estrangulado,Tom a été étranglé,Tom wurde erdrosselt
167,tom was talkative,tom was talkative,Tom estaba hablador,Tom était bavard,Tom war gesprächig
168,tom wasn't amused,tom was not amused,a tom no le hizo gracia,tom n'était pas amusé,Tom war nicht amüsiert
169,tom went that way,tom went that way,tom fue por ese camino,tom est parti par là,Tom ist diesen Weg gegangen
170,tom will be there,tom will be there,Tom estará allí,Tom sera là,Tom wird da sein
171,tom will continue,tom will continue,Tom continuará,tom va continuer,Tom wird weitermachen
172,tom will find you,tom will find you,Tom te encontrará,tom te trouvera,Tom wird dich finden
173,tom won't be long,tom will not be long,Tom no tardará,tom ne va pas tarder,Tom wird nicht lange dauern
174,tom won't give in,tom will not give in,Tom no se rendirá,Tom ne cédera pas,Tom wird nicht nachgeben
175,tom works at home,tom works at home,tom trabaja en casa,Tom travaille à la maison,Tom arbeitet zu Hause
176,tom would say yes,tom would say yes,tom diría que sí,tom dirait oui,Tom würde ja sagen
177,tom writes slowly,tom writes slowly,tom escribe despacio,tom écrit lentement,Tom schreibt langsam
178,tom'll understand,tom ll understand,Tom entenderá,tom comprendra,Tom wird es verstehen
179,tom's cat is sick,tom s cat is sick,el gato de tom esta enfermo,le chat de tom est malade,Toms Katze ist krank
180,tom's dad is cool,tom s dad is cool,el papá de tom es genial,le papa de tom est cool,Toms Vater ist cool
181,tom's mom is cool,tom s mom is cool,la mamá de tom es genial,la maman de tom est cool,Toms Mutter ist cool
182,tom's suffocating,tom s suffocating,tom es sofocante,Tom suffoque,Tom erstickt
183,"tom, are you okay",tom  are you okay,tom estas bien,tom tu vas bien,tom geht es dir gut
184,try it once again,try it once again,inténtalo una vez más,essayez encore une fois,versuche es noch einmal
185,try to stay awake,try to stay awake,trata de mantenerte despierto,essayer de rester éveillé,versuche wach zu bleiben
186,turn on your back,turn on your back,ponte de espaldas,tournez-vous sur le dos,dreh dich auf den Rücken
187,turn the hose off,turn the hose off,apaga la manguera,éteindre le tuyau,schalte den Schlauch ab
188,turn to the right,turn to the right,gira a la derecha,tourne à droite,Nach rechts drehen
189,turtles hibernate,turtles hibernate,las tortugas hibernan,les tortues hibernent,Schildkröten überwintern
190,"two beers, please",two beers  please,dos cervezas por favor,deux bières s'il vous plait,zwei Bier bitte
191,use acrylic paint,use acrylic paint,usar pintura acrílica,utiliser de la peinture acrylique,Acrylfarbe verwenden
192,use it or lose it,use it or lose it,úsalo o pierdelo,utilise le ou perd le,Benutze es oder verliere es
193,visit us tomorrow,visit us tomorrow,visítanos mañana,rendez-nous visite demain,Besuchen Sie uns morgen
194,wait a bit longer,wait a bit longer,espera un poco más,attendre encore un peu,warte noch ein bisschen
195,was he home alone,was he home alone,¿Estaba solo en casa?,était-il seul à la maison,war er allein zu hause
196,was that too hard,was that too hard,fue demasiado dificil,était-ce trop dur,war das zu schwer
197,was that too much,was that too much,fue demasiado,était-ce trop,war das zu viel
198,watch how i do it,watch how i do it,mira como lo hago,regarde comment je fais,"schau, wie ich es mache"
199,watch your tongue,watch your tongue,mira tu lengua,attention à ce que tu dis,pass auf deine zunge auf
200,water is a liquid,water is a liquid,el agua es un liquido,l'eau est un liquide,Wasser ist eine Flüssigkeit
201,we abhor violence,we abhor violence,aborrecemos la violencia,nous abhorrons la violence,wir verabscheuen Gewalt
202,we agree with you,we agree with you,estamos de acuerdo contigo,nous sommes d'accord avec vous,wir stimmen dir zu
203,we all felt happy,we all felt happy,todos nos sentimos felices,nous nous sommes tous sentis heureux,wir fühlten uns alle glücklich
204,we all felt tired,we all felt tired,todos nos sentimos cansados,nous nous sommes tous sentis fatigués,wir fühlten uns alle müde
205,we all got scared,we all got scared,todos nos asustamos,nous avons tous eu peur,wir alle bekamen Angst
206,we all have flaws,we all have flaws,todos tenemos defectos,nous avons tous des défauts,wir alle haben fehler
207,we all understand,we all understand,todos entendemos,nous comprenons tous,wir alle verstehen
208,we are classmates,we are classmates,somos compañeros de clase,nous sommes camarades de classe,wir sind Klassenkameraden
209,we are not amused,we are not amused,no nos divierte,nous ne sommes pas amusés,Wir sind nicht amüsiert
210,we aren't enemies,we are not enemies,no somos enemigos,nous ne sommes pas ennemis,Wir sind keine Feinde
211,we aren't married,we are not married,no estamos casados,Nous ne sommes pas mariés,wir sind nicht verheiratet
212,we aren't related,we are not related,No estamos relacionados,nous ne sommes pas liés,wir sind nicht verwandt
213,we believe in you,we believe in you,creemos en ti,nous croyons en toi,wir glauben an dich
214,we bought a house,we bought a house,compramos una casa,nous avons acheté une maison,wir haben ein haus gekauft
215,we can both do it,we can both do it,ambos podemos hacerlo,on peut le faire tous les deux,wir können es beide
216,we can build that,we can build that,podemos construir eso,on peut construire ça,das können wir bauen
217,we can solve this,we can solve this,podemos resolver esto,nous pouvons résoudre ce problème,wir können das lösen
218,we can work on it,we can work on it,podemos trabajar en ello,on peut y travailler,wir können daran arbeiten
219,we can't find tom,we cannot find tom,no podemos encontrar a tom,nous ne pouvons pas trouver tom,Wir können Tom nicht finden
220,we can't go there,we cannot go there,no podemos ir allí,nous ne pouvons pas y aller,wir können nicht dorthin gehen
221,we can't help tom,we cannot help tom,no podemos ayudar a tom,nous ne pouvons pas aider tom,Wir können Tom nicht helfen
222,we can't help you,we cannot help you,no podemos ayudarte,nous ne pouvons pas vous aider,wir können dir nicht helfen
223,we can't kill tom,we cannot kill tom,no podemos matar a tom,nous ne pouvons pas tuer tom,Wir können Tom nicht töten
224,we chose this one,we chose this one,elegimos este,nous avons choisi celui-ci,wir haben uns für diesen entschieden
225,we close at 7 pm,we close at 7 pm,cerramos a las 7 pm,nous fermons à 19h,wir schließen um 19 Uhr
226,we could continue,we could continue,podríamos continuar,nous pourrions continuer,wir könnten weitermachen
227,we couldn't do it,we could not do it,no pudimos hacerlo,nous ne pouvions pas le faire,wir konnten es nicht tun
228,we cried together,we cried together,lloramos juntos,nous avons pleuré ensemble,wir weinten zusammen
229,we dance together,we dance together,bailamos juntos,on danse ensemble,wir tanzen zusammen
230,we didn't find it,we did not find it,no lo encontramos,nous ne l'avons pas trouvé,wir haben es nicht gefunden
231,we didn't give up,we did not give up,no nos rendimos,nous n'avons pas abandonné,wir haben nicht aufgegeben
232,we didn't see you,we did not see you,no te vimos,nous ne t'avons pas vu,wir haben dich nicht gesehen
233,we don't have tea,we do not have tea,no tenemos te,nous n'avons pas de thé,Wir haben keinen Tee
234,we don't know her,we do not know her,no la conocemos,nous ne la connaissons pas,wir kennen sie nicht
235,we don't need him,we do not need him,no lo necesitamos,nous n'avons pas besoin de lui,wir brauchen ihn nicht
236,we don't need you,we do not need you,no te necesitamos,nous n'avons pas besoin de vous,wir brauchen dich nicht
237,we finally did it,we finally did it,finalmente lo hicimos,nous l'avons finalement fait,wir haben es endlich geschafft
238,we finished today,we finished today,terminamos hoy,nous avons fini aujourd'hui,wir sind heute fertig geworden
239,we gave them food,we gave them food,les dimos comida,nous leur avons donné à manger,wir gaben ihnen zu essen
240,we gave up trying,we gave up trying,renunciamos a intentarlo,nous avons renoncé à essayer,wir haben den Versuch aufgegeben
241,we got up at dawn,we got up at dawn,nos levantamos al amanecer,nous nous sommes levés à l'aube,Wir sind im Morgengrauen aufgestanden
242,we had no secrets,we had no secrets,no teníamos secretos,nous n'avions pas de secrets,Wir hatten keine Geheimnisse
243,we had no trouble,we had no trouble,no tuvimos problemas,nous n'avons eu aucun problème,Wir hatten keine Probleme
244,we have a big dog,we have a big dog,tenemos un perro grande,nous avons un gros chien,Wir haben einen großen Hund
245,we have a meeting,we have a meeting,Tenemos una reunión,nous avons une réunion,wir haben ein Treffen
246,we have a problem,we have a problem,tenemos un problema,nous avons un problème,wir haben ein Problem
247,we have a vaccine,we have a vaccine,tenemos una vacuna,nous avons un vaccin,Wir haben einen Impfstoff
248,we have a warrant,we have a warrant,tenemos una orden,nous avons un mandat,Wir haben einen Haftbefehl
249,we have a witness,we have a witness,tenemos un testigo,nous avons un témoin,Wir haben einen Zeugen
250,we have good news,we have good news,tenemos buenas noticias,nous avons de bonnes nouvelles,wir haben gute Nachrichten
251,we have no chance,we have no chance,no tenemos oportunidad,nous n'avons aucune chance,Wir haben keine Chance
252,we have no choice,we have no choice,no tenemos opción,nous avons pas le choix,Wir haben keine Wahl
253,we have some time,we have some time,tenemos algo de tiempo,nous avons un peu de temps,wir haben etwas zeit
254,we have suppliers,we have suppliers,tenemos proveedores,nous avons des fournisseurs,Wir haben Lieferanten
255,we have to escape,we have to escape,tenemos que escapar,nous devons nous échapper,wir müssen fliehen
256,we have witnesses,we have witnesses,tenemos testigos,nous avons des témoins,wir haben Zeugen
257,we heard gunshots,we heard gunshots,escuchamos disparos,nous avons entendu des coups de feu,wir hörten Schüsse
258,we know the baker,we know the baker,conocemos al panadero,nous connaissons le boulanger,Wir kennen den Bäcker
259,we know this song,we know this song,conocemos esta canción,nous connaissons cette chanson,wir kennen dieses Lied
260,we learned french,we learned french,aprendimos francés,nous avons appris le français,wir haben französisch gelernt
261,we live in boston,we live in boston,vivimos en boston,nous vivons à boston,wir leben in boston
262,we long for peace,we long for peace,anhelamos la paz,nous aspirons à la paix,wir sehnen uns nach Frieden
263,we look after him,we look after him,lo cuidamos,on s'occupe de lui,wir kümmern uns um ihn
264,we looked for her,we looked for her,la buscamos,nous l'avons cherchée,wir haben sie gesucht
265,we love our parks,we love our parks,amamos nuestros parques,nous aimons nos parcs,Wir lieben unsere Parks
266,we made a bargain,we made a bargain,hicimos un trato,nous avons fait une bonne affaire,wir haben ein Schnäppchen gemacht
267,we met a week ago,we met a week ago,nos conocimos hace una semana,nous nous sommes rencontrés il y a une semaine,wir haben uns vor einer woche kennengelernt
268,we met that night,we met that night,nos conocimos esa noche,nous nous sommes rencontrés cette nuit,Wir trafen uns in dieser Nacht
269,we miss you a lot,we miss you a lot,te extrañamos mucho,Tu nous manques beaucoup,wir vermissen euch sehr
270,we must intervene,we must intervene,debemos intervenir,nous devons intervenir,wir müssen eingreifen
271,we must keep calm,we must keep calm,debemos mantener la calma,nous devons garder notre calme,wir müssen ruhig bleiben
272,we nearly starved,we nearly starved,casi nos morimos de hambre,nous avons failli mourir de faim,wir sind fast verhungert
273,we need a victory,we need a victory,necesitamos una victoria,nous avons besoin d'une victoire,wir brauchen einen Sieg
274,we need an answer,we need an answer,necesitamos una respuesta,nous avons besoin d'une réponse,wir brauchen eine antwort
275,we need fresh air,we need fresh air,necesitamos aire fresco,nous avons besoin d'air frais,wir brauchen frische Luft
276,we need help here,we need help here,necesitamos ayuda aquí,nous avons besoin d'aide ici,wir brauchen hier hilfe
277,we need more data,we need more data,necesitamos mas datos,nous avons besoin de plus de données,wir brauchen mehr Daten
278,we need more time,we need more time,necesitamos más tiempo,nous avons besoin de plus de temps,wir brauchen mehr zeit
279,we need the money,we need the money,necesitamos el dinero,nous avons besoin d'argent,wir brauchen das geld
280,we need to escape,we need to escape,tenemos que escapar,nous devons nous échapper,wir müssen fliehen
281,we need your help,we need your help,necesitamos tu ayuda,nous avons besoin de votre aide,wir brauchen deine Hilfe
282,we often go there,we often go there,a menudo vamos allí,on y va souvent,wir gehen oft dorthin
283,we play on sunday,we play on sunday,jugamos el domingo,nous jouons le dimanche,wir spielen sonntags
284,we ran out of gas,we ran out of gas,nos quedamos sin gasolina,nous avons manqué d'essence,uns ist das Benzin ausgegangen
285,we rarely eat out,we rarely eat out,rara vez comemos fuera,nous mangeons rarement à l'extérieur,Wir essen selten auswärts
286,we rented a canoe,we rented a canoe,alquilamos una canoa,nous avons loué un canoë,Wir haben ein Kanu gemietet
