,English,English_cleaned,Spanish,French,German
88,the plate is dirty,the plate is dirty,el plato esta sucio,la plaque est sale,die Platte ist schmutzig
89,the power went out,the power went out,Se fue la energía,le courant a été coupé,Der Strom fiel aus
90,the price is right,the price is right,el precio está bien,Le prix est correct,Der Preis ist korrekt
91,the road is closed,the road is closed,el camino esta cerrado,la route est fermée,die Straße ist gesperrt
92,the room was empty,the room was empty,la habitación estaba vacía,la salle était vide,das Zimmer war leer
93,the room was quiet,the room was quiet,la habitación estaba en silencio,la chambre était calme,Das Zimmer war ruhig
94,the secret got out,the secret got out,el secreto salió,le secret est sorti,das Geheimnis ist gelüftet
95,the server is down,the server is down,el servidor esta caído,le serveur est down,Der Server ist abgestürzt
96,the skirt is green,the skirt is green,la falda es verde,la jupe est verte,der Rock ist grün
97,the sky brightened,the sky brightened,el cielo se ilumino,le ciel s'éclaircit,der Himmel hellte sich auf
98,the sky cleared up,the sky cleared up,el cielo se aclaro,le ciel s'est éclairci,der Himmel klarte auf
99,the snow is melted,the snow is melted,la nieve se derrite,la neige est fondue,der Schnee ist geschmolzen
100,the stamp came off,the stamp came off,el sello se salió,le timbre s'est détaché,der Stempel ging ab
101,the stars appeared,the stars appeared,aparecieron las estrellas,les étoiles sont apparues,die Sterne erschienen
102,the summer is over,the summer is over,el verano ha terminado,l'été est fini,der Sommer ist vorbei
103,the table is green,the table is green,la mesa es verde,la table est verte,Der Tisch ist grün
104,the telephone rang,the telephone rang,el teléfono sonó,le téléphone a sonné,Das Telefon hat geklingelt
105,the threat is real,the threat is real,la amenaza es real,la menace est réelle,Die Bedrohung ist echt
106,the tire leaks air,the tire leaks air,el neumático pierde aire,le pneu perd de l'air,der Reifen verliert Luft
107,the train is early,the train is early,el tren es temprano,le train est en avance,Der Zug ist früh
108,the tree fell down,the tree fell down,el árbol se cayó,l'arbre est tombé,der Baum fiel um
109,the water is clean,the water is clean,el agua esta limpia,l'eau est propre,Das Wasser ist sauber
110,the water was blue,the water was blue,el agua era azul,l'eau était bleue,das Wasser war blau
111,the water was cold,the water was cold,El agua estaba fría,l'eau était froide,das Wasser war kalt
112,the water was warm,the water was warm,el agua estaba tibia,l'eau était chaude,das Wasser war warm
113,the waves are high,the waves are high,las olas son altas,les vagues sont hautes,Die Wellen sind hoch
114,the weather is bad,the weather is bad,el clima es malo,le temps est mauvais,das Wetter ist schlecht
115,the wind blew hard,the wind blew hard,el viento soplaba fuerte,le vent a soufflé fort,der Wind blies stark
116,the wind died away,the wind died away,el viento se apagó,le vent est mort,der Wind ließ nach
117,the woman is naked,the woman is naked,la mujer esta desnuda,la femme est nue,die Frau ist nackt
118,the woman is ready,the woman is ready,la mujer esta lista,la femme est prête,Die Frau ist bereit
119,the world is small,the world is small,el mundo es pequeño,le monde est petit,die Welt ist klein
120,their answer is no,their answer is no,su respuesta es no,leur réponse est non,Ihre Antwort ist nein
121,there are no rules,there are no rules,no hay reglas,il n'y a pas de règles,es gibt keine Regeln
122,there goes our bus,there goes our bus,ahí va nuestro autobús,voilà notre bus,Da fährt unser Bus
123,there is a problem,there is a problem,Hay un problema,il ya un problème,es gibt ein Problem
124,there is no charge,there is no charge,no hay cargo,il n'y a pas de frais,Es gibt keine Gebühr
125,there is no choice,there is no choice,no hay elección,il n'y a pas de choix,es gibt keine Wahl
126,there is no escape,there is no escape,no hay escapatoria,Il n'y a pas d'issue,Es gibt kein entkommen
127,there is some wind,there is some wind,hay algo de viento,il y a du vent,es weht etwas Wind
128,there may be a way,there may be a way,puede haber una manera,il y a peut être un moyen,es kann einen Weg geben
129,there was a winner,there was a winner,hubo un ganador,il y avait un gagnant,es gab einen Gewinner
130,there was no hurry,there was no hurry,no había prisa,il n'y avait pas de hâte,es hatte keine Eile
131,there was no music,there was no music,no habia musica,il n'y avait pas de musique,es gab keine musik
132,there was no sound,there was no sound,no había sonido,il n'y avait pas de son,es gab keinen Ton
133,there were no jobs,there were no jobs,no habia trabajo,il n'y avait pas d'emplois,es gab keine Arbeitsplätze
134,there you go again,there you go again,hay que ir de nuevo,et c'est reparti,Und jetzt fängst du schon wieder an
135,there're no lights,there re no lights,no hay luces,il n'y a pas de lumières,es gibt keine lichter
136,there's a big hole,there is a big hole,hay un gran agujero,il y a un gros trou,da ist ein großes loch
137,there's a day left,there is a day left,queda un día,il reste un jour,es ist noch ein tag übrig
138,there's a gas leak,there is a gas leak,hay una fuga de gas,il y a une fuite de gaz,es gibt ein Gasleck
139,there's no mistake,there is no mistake,no hay error,il n'y a pas d'erreur,es gibt keinen Fehler
140,there's no problem,there is no problem,no hay ningún problema,Il n'y a pas de problème,Es gibt kein Problem
141,there's no urgency,there is no urgency,no hay urgencia,il n'y a pas d'urgence,es besteht keine Dringlichkeit
142,there's no way out,there is no way out,no hay salida,Il n'y a pas moyen de sortir,Es gibt keinen Ausweg
143,these are his pens,these are his pens,estos son sus bolígrafos,ce sont ses stylos,das sind seine Stifte
144,these are my books,these are my books,estos son mis libros,ce sont mes livres,Das sind meine Bücher
145,these are my terms,these are my terms,estos son mis términos,ce sont mes conditions,das sind meine Bedingungen
146,these are our kids,these are our kids,estos son nuestros hijos,ce sont nos enfants,das sind unsere Kinder
147,these aren't words,these are not words,estas no son palabras,ce ne sont pas des mots,das sind keine Worte
148,these dogs are big,these dogs are big,estos perros son grandes,ces chiens sont gros,Diese Hunde sind groß
149,these pens are his,these pens are his,estos bolígrafos son suyos,ces stylos sont à lui,Diese Stifte sind seine
150,they adopted a kid,they adopted a kid,adoptaron un niño,ils ont adopté un enfant,Sie haben ein Kind adoptiert
151,they all can drive,they all can drive,todos pueden conducir,ils savent tous conduire,fahren können sie alle
152,they all have come,they all have come,todos han venido,ils sont tous venus,sie sind alle gekommen
153,they all have kids,they all have kids,todos tienen hijos,ils ont tous des enfants,sie haben alle kinder
154,they almost got us,they almost got us,casi nos atrapan,ils nous ont presque eu,sie haben uns fast erwischt
155,they are all alike,they are all alike,todos son iguales,ils sont tous pareils,sie sind alle gleich
156,they are both good,they are both good,ambos son buenos,ils sont bons tous les deux,sie sind beide gut
157,they are exhausted,they are exhausted,están agotados,ils sont épuisés,sie sind erschöpft
158,they are not tired,they are not tired,no estan cansados,ils ne sont pas fatigués,sie sind nicht müde
159,they are too close,they are too close,están demasiado cerca,ils sont trop proches,sie sind zu nah
160,they are very kind,they are very kind,Son muy amables,ils sont très gentils,Sie sind sehr nett
161,they can't do that,they cannot do that,no pueden hacer eso,ils ne peuvent pas faire ça,das können sie nicht
162,they can't do this,they cannot do this,no pueden hacer esto,ils ne peuvent pas faire ça,das können sie nicht
163,they can't get out,they cannot get out,no pueden salir,ils ne peuvent pas sortir,sie können nicht raus
164,they can't hurt me,they cannot hurt me,no pueden lastimarme,ils ne peuvent pas me faire de mal,sie können mich nicht verletzen
165,they didn't listen,they did not listen,ellos no escucharon,ils n'ont pas écouté,sie hörten nicht zu
166,they didn't see it,they did not see it,no lo vieron,ils ne l'ont pas vu,sie haben es nicht gesehen
167,they don't know us,they do not know us,ellos no nos conocen,ils ne nous connaissent pas,sie kennen uns nicht
168,they eat chocolate,they eat chocolate,ellos comen chocolate,ils mangent du chocolat,Sie essen Schokolade
169,they finished 13th,they finished 13th,terminaron 13,ils ont terminé 13e,Sie beendeten den 13
170,they forced me out,they forced me out,me obligaron a salir,ils m'ont forcé à sortir,sie zwangen mich raus
171,they found nothing,they found nothing,no encontraron nada,ils n'ont rien trouvé,sie fanden nichts
172,they gave it to me,they gave it to me,ellos me lo dieron,ils me l'ont donné,sie haben es mir gegeben
173,they got the prize,they got the prize,obtuvieron el premio,ils ont eu le prix,Sie haben den Preis bekommen
174,they had a meeting,they had a meeting,tuvieron una reunión,ils ont eu une réunion,Sie hatten ein Treffen
175,they have families,they have families,ellos tienen familias,ils ont des familles,sie haben familien
176,they have hostages,they have hostages,tienen rehenes,ils ont des otages,sie haben Geiseln
177,they have no money,they have no money,no tienen dinero,ils n'ont pas d'argent,sie haben kein geld
178,they kept drinking,they kept drinking,ellos siguieron bebiendo,ils ont continué à boire,sie tranken weiter
179,they live in peace,they live in peace,ellos viven en paz,ils vivent en paix,Sie leben in Frieden
180,they live in tents,they live in tents,viven en tiendas de campaña,ils vivent dans des tentes,Sie leben in Zelten
181,they look confused,they look confused,se ven confundidos,ils ont l'air confus,sie sehen verwirrt aus
182,they made him work,they made him work,lo hicieron trabajar,ils l'ont fait travailler,sie ließen ihn arbeiten
183,they made me do it,they made me do it,ellos me hicieron hacerlo,ils m'ont fait faire,Sie haben mich gezwungen
184,they made the goal,they made the goal,hicieron el gol,ils ont fait le but,sie haben das Tor gemacht
185,they must be happy,they must be happy,deben estar felices,ils doivent être heureux,sie müssen glücklich sein
186,they never gave up,they never gave up,nunca se dieron por vencidos,ils n'ont jamais abandonné,sie haben nie aufgegeben
187,they say he's sick,they say he is sick,dicen que esta enfermo,ils disent qu'il est malade,"sie sagen, er ist krank"
188,they spoke briefly,they spoke briefly,hablaron brevemente,ils ont parlé brièvement,sie sprachen kurz
189,they walked around,they walked around,caminaron alrededor,ils se sont promenés,sie gingen herum
190,they want the best,they want the best,ellos quieren lo mejor,ils veulent le meilleur,Sie wollen das Beste
191,they want you dead,they want you dead,te quieren muerto,ils veulent ta mort,Sie wollen dich tot sehen
192,they were all busy,they were all busy,estaban todos ocupados,ils étaient tous occupés,Sie waren alle beschäftigt
193,they were all here,they were all here,estaban todos aquí,ils étaient tous ici,sie waren alle hier
194,they were attacked,they were attacked,fueron atacados,ils ont été attaqués,sie wurden angegriffen
195,they were murdered,they were murdered,fueron asesinados,ils ont été assassinés,sie wurden ermordet
196,they were peaceful,they were peaceful,estaban en paz,ils étaient paisibles,sie waren friedlich
197,they were soldiers,they were soldiers,ellos eran soldados,c'étaient des soldats,sie waren Soldaten
198,they were swimming,they were swimming,estaban nadando,ils nageaient,sie schwammen
199,they will not pass,they will not pass,no pasarán,ils ne passeront pas,sie werden nicht passieren
200,they won't find it,they will not find it,no lo encontrarán,ils ne le trouveront pas,sie werden es nicht finden
201,they won't help us,they will not help us,no nos ayudarán,ils ne nous aideront pas,sie werden uns nicht helfen
202,they won't make it,they will not make it,no lo lograrán,ils n'y arriveront pas,sie werden es nicht schaffen
203,they work at night,they work at night,trabajan de noche,ils travaillent la nuit,sie arbeiten nachts
204,they work too much,they work too much,trabajan demasiado,ils travaillent trop,sie arbeiten zu viel
205,they'll never know,they will never know,ellos nunca sabrán,ils ne sauront jamais,sie werden es nie erfahren
206,they're christians,they are christians,ellos son cristianos,ils sont chrétiens,sie sind christen
207,they're all guilty,they are all guilty,todos son culpables,ils sont tous coupables,sie sind alle schuldig
208,they're all hungry,they are all hungry,todos tienen hambre,ils ont tous faim,sie sind alle hungrig
209,they're all normal,they are all normal,todos son normales,ils sont tous normaux,sie sind alle normal
210,they're both right,they are both right,los dos tienen razon,ils ont tous les deux raison,sie haben beide recht
211,they're carnations,they are carnations,son claveles,ce sont des oeillets,es sind Nelken
212,they're disposable,they are disposable,son desechables,ils sont jetables,sie sind wegwerfbar
213,they're downstairs,they are downstairs,ellos estan abajo,ils sont en bas,sie sind unten
214,they're handcuffed,they are handcuffed,ellos estan esposados,ils sont menottés,Sie sind mit Handschellen gefesselt
215,they're in trouble,they are in trouble,ellos están en problemas,ils sont en difficulté,Sie sind in Schwierigkeiten
216,they're just words,they are just words,son solo palabras,ce ne sont que des mots,es sind nur Worte
217,they're mad at you,they are mad at you,están enojados contigo,ils sont en colère contre toi,sie sind sauer auf dich
218,they're my friends,they are my friends,ellos son mis amigos,ce sont mes amis,sie sind meine Freunde
219,they're not coming,they are not coming,ellos no vienen,ils ne viennent pas,sie kommen nicht
220,they're not so bad,they are not so bad,no son tan malos,ils ne sont pas si mal,sie sind nicht so schlimm
221,they're part of us,they are part of us,ellos son parte de nosotros,ils font partie de nous,Sie sind ein Teil von uns
222,they're very smart,they are very smart,son muy inteligentes,ils sont très intelligents,Sie sind sehr schlau
223,they've had a talk,they have had a talk,han tenido una charla,ils ont eu une conversation,sie haben sich unterhalten
224,they've had enough,they have had enough,han tenido suficiente,ils en ont assez,sie haben genug
225,this apple is sour,this apple is sour,esta manzana es agria,cette pomme est acide,Dieser Apfel ist sauer
226,this book is small,this book is small,este libro es pequeño,ce livre est petit,Dieses Buch ist klein
227,this boy is my son,this boy is my son,este chico es mi hijo,ce garçon est mon fils,Dieser Junge ist mein Sohn
228,this cake is sweet,this cake is sweet,este pastel es dulce,ce gâteau est doux,dieser Kuchen ist süß
229,this chair is ugly,this chair is ugly,esta silla es fea,cette chaise est moche,Dieser Stuhl ist hässlich
230,this clock is mine,this clock is mine,este reloj es mio,cette horloge est à moi,diese Uhr gehört mir
231,this coat fits you,this coat fits you,este abrigo te queda bien,ce manteau te va,Dieser Mantel passt zu dir
232,this dog is shaggy,this dog is shaggy,este perro es peludo,ce chien est hirsute,Dieser Hund ist zottelig
233,this door's locked,this door s locked,Esta puerta esta cerrada,cette porte est verrouillée,diese Tür ist verschlossen
234,this fork is dirty,this fork is dirty,este tenedor esta sucio,cette fourchette est sale,Diese Gabel ist schmutzig
235,this hat isn't new,this hat is not new,este sombrero no es nuevo,ce chapeau n'est pas nouveau,Dieser Hut ist nicht neu
236,this house is mine,this house is mine,esta casa es mia,cette maison est la mienne,Dieses Haus gehört mir
237,this is mary's dog,this is mary s dog,este es el perro de mary,c'est le chien de marie,Das ist Marys Hund
238,this is tom's room,this is tom s room,esta es la habitación de tom,c'est la chambre de tom,Das ist Toms Zimmer
239,this is a bad idea,this is a bad idea,esta es una mala idea,C'est une mauvaise idée,das ist eine schlechte idee
240,this is a bad sign,this is a bad sign,Esto es una mala señal,C'est un mauvais signe,das ist ein schlechtes zeichen
241,this is a big deal,this is a big deal,Este es un gran problema,Ceci est une grosse affaire,das ist eine große Sache
242,this is a big help,this is a big help,esta es una gran ayuda,c'est une grande aide,das ist eine große Hilfe
243,this is a bus stop,this is a bus stop,esta es una parada de autobús,c'est un arrêt de bus,das ist eine Bushaltestelle
244,this is a disaster,this is a disaster,esto es un desastre,c'est une catastrophe,Das ist ein Desaster
245,this is a hard job,this is a hard job,este es un trabajo duro,c'est un travail difficile,das ist ein harter Job
246,this is a hospital,this is a hospital,esto es un hospital,c'est un hôpital,das ist ein Krankenhaus
247,this is a painting,this is a painting,esto es una pintura,ceci est une peinture,das ist ein Gemälde
248,this is a road map,this is a road map,este es un mapa de carreteras,ceci est une feuille de route,dies ist eine Straßenkarte
249,this is a surprise,this is a surprise,esto es una sorpresa,c'est une surprise,das ist eine Überraschung
250,this is a triangle,this is a triangle,esto es un triangulo,c'est un triangle,das ist ein Dreieck
251,this is acceptable,this is acceptable,esto es aceptable,c'est acceptable,das ist akzeptabel
252,this is all i know,this is all i know,esto es todo lo que se,c'est tout ce que je sais,das ist alles was ich weiß
253,this is all i want,this is all i want,esto es todo lo que quiero,c'est tout ce que je veux,das ist alles was ich will
254,this is astounding,this is astounding,esto es asombroso,c'est stupéfiant,das ist erstaunlich
255,this is classified,this is classified,esto esta clasificado,c'est classé,das ist klassifiziert
256,this is depressing,this is depressing,esto es deprimente,c'est déprimant,das ist deprimierend
257,this is disgusting,this is disgusting,Esto es desagradable,c'est dégoûtant,Das ist ekelhaft
258,this is disturbing,this is disturbing,esto es perturbador,c'est troublant,das ist beunruhigend
259,this is from spain,this is from spain,esto es de españa,ça vient d'espagne,das ist aus spanien
260,this is how i feel,this is how i feel,así es cómo me siento,C'est comme ça que je me sens,So fühle ich mich
261,this is impossible,this is impossible,esto es imposible,c'est impossible,das ist unmöglich
262,this is incredible,this is incredible,esto es increíble,c'est incroyable,das ist unglaublich
263,this is irrelevant,this is irrelevant,esto es irrelevante,ce n'est pas pertinent,das ist irrelevant
264,this is just water,this is just water,esto es solo agua,ce n'est que de l'eau,das ist nur Wasser
265,this is my bicycle,this is my bicycle,esta es mi bicicleta,c'est mon vélo,das ist mein Fahrrad
266,this is my brother,this is my brother,este es mi hermano,C'est mon frère,das ist mein Bruder
267,this is my new car,this is my new car,este es mi auto nuevo,c'est ma nouvelle voiture,Das ist mein neues Auto
268,this is my project,this is my project,este es mi proyecto,c'est mon projet,das ist mein projekt
269,this is not a game,this is not a game,esto no es un juego,Ce n'est pas un jeu,das ist kein Spiel
270,this is not a trap,this is not a trap,esto no es una trampa,ce n'est pas un piège,das ist keine Falle
271,this is not enough,this is not enough,esto no es suficiente,ce n'est pas assez,das ist nicht genug
272,this is not for me,this is not for me,Esto no es para mí,Ceci n'est pas pour moi,das ist nichts für mich
273,this is not my car,this is not my car,este no es mi coche,ce n'est pas ma voiture,das ist nicht mein auto
274,this is not so fun,this is not so fun,esto no es tan divertido,ce n'est pas si amusant,das ist nicht so lustig
275,this is outlandish,this is outlandish,esto es extravagante,c'est bizarre,das ist ausgefallen
276,this is outrageous,this is outrageous,esto es indignante,c'est scandaleux,Das ist unverschämt
277,this is plagiarism,this is plagiarism,esto es plagio,c'est du plagiat,das ist ein Plagiat
278,this is pretty bad,this is pretty bad,esto es bastante malo,c'est plutôt mauvais,das ist ziemlich schlimm
279,this is really low,this is really low,esto es muy bajo,c'est vraiment bas,das ist wirklich niedrig
280,this is refreshing,this is refreshing,esto es refrescante,c'est rafraîchissant,das ist erfrischend
281,this is ridiculous,this is ridiculous,esto es ridículo,c'est ridicule,das ist lächerlich
282,this is surprising,this is surprising,esto es sorprendente,c'est surprenant,das ist überraschend
283,this is suspicious,this is suspicious,esto es sospechoso,c'est suspect,das ist verdächtig
284,this is top secret,this is top secret,esto es alto secreto,c'est top secret,das ist streng geheim
285,this is unbearable,this is unbearable,esto es insoportable,c'est insupportable,das ist unerträglich
286,this is unexpected,this is unexpected,esto es inesperado,c'est inattendu,das ist unerwartet
287,this is very cheap,this is very cheap,esto es muy barato,c'est très bon marché,das ist sehr billig
288,this is way better,this is way better,esto es mucho mejor,c'est bien mieux,das ist viel besser
289,this is your fault,this is your fault,esto es tu culpa,C'est de ta faute,das ist deine schuld
290,this is your house,this is your house,esta es tu casa,Ceci est votre maison,das ist dein Haus
291,this is your share,this is your share,esta es tu parte,c'est ta part,das ist dein Anteil
292,this isn't a party,this is not a party,esto no es una fiesta,ce n'est pas une fête,das ist keine Partei
293,this isn't serious,this is not serious,Esto no es serio,ce n'est pas sérieux,das ist nicht ernst
294,this one is bigger,this one is bigger,este es mas grande,celui-ci est plus grand,dieser ist größer
295,this one is for us,this one is for us,este es para nosotros,celui-ci est pour nous,dieser ist für uns
296,this one's no good,this one s no good,este no es bueno,celui-ci n'est pas bon,das ist nicht gut
297,this pencil is red,this pencil is red,este lápiz es rojo,ce crayon est rouge,Dieser Bleistift ist rot
298,this room is empty,this room is empty,esta habitación está vacía,cette pièce est vide,dieser Raum ist leer
299,this room is quiet,this room is quiet,esta habitación está en silencio,cette chambre est calme,Dieses Zimmer ist ruhig
300,this seat is taken,this seat is taken,este asiento esta ocupado,ce siège est pris,dieser Platz ist besetzt
301,this should be fun,this should be fun,esto debería ser divertido,cela devrait être amusant,Das sollte Spaß machen
302,this story is true,this story is true,esta historia es verdadera,cette histoire est vraie,Diese Geschichte ist wahr
303,this was a mistake,this was a mistake,esto fue un error,c'était une erreur,das war ein Fehler
304,this was your idea,this was your idea,esta fue tu idea,c'était ton idée,das war deine idee
305,this won't be easy,this will not be easy,Esto no será fácil,Ceci ne sera pas facile,Dies wird nicht einfach sein
306,this won't be hard,this will not be hard,esto no sera dificil,ce ne sera pas dur,das wird nicht schwer sein
307,this won't help us,this will not help us,esto no nos ayudará,cela ne nous aidera pas,das wird uns nicht helfen
308,those are my books,those are my books,esos son mis libros,ce sont mes livres,das sind meine Bücher
309,those are my pants,those are my pants,esos son mis pantalones,c'est mon pantalon,das sind meine Hosen
310,those dogs are big,those dogs are big,esos perros son grandes,ces chiens sont gros,Diese Hunde sind groß
