,English,English_cleaned,Spanish,French,German
46,tom is a lumberjack,tom is a lumberjack,Tom es un leñador,Tom est un bûcheron,Tom ist Holzfäller
47,tom is a pharmacist,tom is a pharmacist,Tom es farmacéutico,tom est pharmacien,Tom ist Apotheker
48,tom is a politician,tom is a politician,Tom es un político,tom est un politicien,Tom ist Politiker
49,tom is already back,tom is already back,Tom ya está de vuelta,Tom est déjà de retour,Tom ist schon wieder da
50,tom is already here,tom is already here,Tom ya está aquí,Tom est déjà là,Tom ist schon da
51,tom is always lying,tom is always lying,tom siempre miente,Tom ment toujours,Tom lügt immer
52,tom is an architect,tom is an architect,tom es arquitecto,tom est architecte,Tom ist Architekt
53,tom is an astronaut,tom is an astronaut,tom es un astronauta,tom est un astronaute,Tom ist Astronaut
54,tom is an economist,tom is an economist,tom es economista,tom est économiste,Tom ist Ökonom
55,tom is an inspector,tom is an inspector,tom es un inspector,tom est un inspecteur,Tom ist Inspektor
56,tom is back in town,tom is back in town,tom está de vuelta en la ciudad,Tom est de retour en ville,Tom ist wieder in der Stadt
57,tom is clearly lost,tom is clearly lost,Tom está claramente perdido,tom est clairement perdu,Tom ist eindeutig verloren
58,tom is good at math,tom is good at math,tom es bueno en matematicas,tom est bon en maths,Tom ist gut in Mathe
59,tom is having lunch,tom is having lunch,Tom está almorzando,tom est en train de déjeuner,Tom isst zu Mittag
60,tom is in no danger,tom is in no danger,tom no está en peligro,Tom n'est pas en danger,Tom ist außer Gefahr
61,tom is just curious,tom is just curious,Tom solo tiene curiosidad,tom est juste curieux,Tom ist nur neugierig
62,tom is level-headed,tom is level headed,tom es sensato,tom est équilibré,Tom ist besonnen
63,tom is making faces,tom is making faces,Tom está haciendo muecas,Tom fait des grimaces,Tom schneidet Grimassen
64,tom is multilingual,tom is multilingual,tom es multilingue,tom est polyglotte,Tom ist mehrsprachig
65,tom is not a member,tom is not a member,tom no es miembro,tom n'est pas membre,Tom ist kein Mitglied
66,tom is on his phone,tom is on his phone,tom está en su teléfono,Tom est sur son téléphone,Tom ist an seinem Telefon
67,tom is on the phone,tom is on the phone,tom está al teléfono,Tom est au téléphone,Tom ist am Telefon
68,tom is on this ship,tom is on this ship,Tom está en este barco,tom est sur ce bateau,Tom ist auf diesem Schiff
69,tom is presumptuous,tom is presumptuous,tom es presuntuoso,Tom est présomptueux,Tom ist anmaßend
70,tom is pretty smart,tom is pretty smart,tom es bastante inteligente,tom est assez intelligent,Tom ist ziemlich schlau
71,tom is proud of you,tom is proud of you,Tom está orgulloso de ti,tom est fier de toi,tom ist stolz auf dich
72,tom is really weird,tom is really weird,tom es muy raro,tom est vraiment bizarre,Tom ist wirklich komisch
73,tom is right-handed,tom is right handed,tom es diestro,tom est droitier,Tom ist Rechtshänder
74,tom is slowing down,tom is slowing down,Tom se está ralentizando,Tom ralentit,Tom wird langsamer
75,tom is somewhat shy,tom is somewhat shy,tom es algo timido,tom est un peu timide,Tom ist etwas schüchtern
76,tom is still crying,tom is still crying,tom sigue llorando,tom pleure encore,Tom weint immer noch
77,tom is still inside,tom is still inside,tom todavía está dentro,Tom est toujours à l'intérieur,Tom ist noch drin
78,tom is the youngest,tom is the youngest,tom es el más joven,Tom est le plus jeune,Tom ist der Jüngste
79,tom is truly gifted,tom is truly gifted,tom es realmente talentoso,Tom est vraiment doué,Tom ist wirklich begabt
80,tom is unbelievable,tom is unbelievable,Tom es increíble,tom est incroyable,Tom ist unglaublich
81,tom is very jealous,tom is very jealous,tom es muy celoso,Tom est très jaloux,Tom ist sehr eifersüchtig
82,tom is very unhappy,tom is very unhappy,Tom es muy infeliz,Tom est très mécontent,Tom ist sehr unglücklich
83,tom isn't a bad boy,tom is not a bad boy,tom no es un chico malo,Tom n'est pas un mauvais garçon,Tom ist kein böser Junge
84,tom isn't a bad guy,tom is not a bad guy,tom no es un mal tipo,Tom n'est pas un méchant,Tom ist kein schlechter Kerl
85,tom isn't a student,tom is not a student,tom no es un estudiante,Tom n'est pas étudiant,Tom ist kein Student
86,tom isn't dangerous,tom is not dangerous,tom no es peligroso,Tom n'est pas dangereux,Tom ist nicht gefährlich
87,tom joined the army,tom joined the army,Tom se unió al ejército,Tom a rejoint l'armée,Tom trat der Armee bei
88,tom just got dumped,tom just got dumped,Tom acaba de ser dejado,Tom vient de se faire larguer,Tom wurde gerade abgeladen
89,tom kept his hat on,tom kept his hat on,tom mantuvo su sombrero puesto,Tom a gardé son chapeau,Tom behielt seinen Hut auf
90,tom knew everything,tom knew everything,tom sabía todo,Tom savait tout,Tom wusste alles
91,tom knows i'm right,tom knows i am right,Tom sabe que tengo razón,Tom sait que j'ai raison,"Tom weiß, dass ich Recht habe"
92,tom knows everybody,tom knows everybody,tom conoce a todo el mundo,Tom connaît tout le monde,Tom kennt jeden
93,tom laughed at mary,tom laughed at mary,tom se rió de mary,Tom s'est moqué de Marie,Tom lachte Maria aus
94,tom left in his car,tom left in his car,tom se fue en su auto,tom est parti dans sa voiture,Tom ist in seinem Auto gefahren
95,tom liked australia,tom liked australia,a tom le gustaba australia,tom aimait l'australie,Tom mochte Australien
96,tom liked to gamble,tom liked to gamble,a tom le gustaba apostar,Tom aimait jouer,Tom spielte gern
97,tom likes the ocean,tom likes the ocean,a tom le gusta el océano,Tom aime l'océan,Tom mag das Meer
98,tom likes to gamble,tom likes to gamble,a tom le gusta apostar,tom aime jouer,Tom spielt gern
99,tom likes to travel,tom likes to travel,a tom le gusta viajar,tom aime voyager,Tom reist gerne
100,tom likes traveling,tom likes traveling,a tom le gusta viajar,tom aime voyager,Tom reist gerne
101,tom lit the candles,tom lit the candles,Tom encendió las velas,Tom a allumé les bougies,Tom zündete die Kerzen an
102,tom lives in boston,tom lives in boston,tom vive en boston,Tom vit à Boston,Tom lebt in Boston
103,tom lives in a cave,tom lives in a cave,tom vive en una cueva,Tom vit dans une grotte,Tom lebt in einer Höhle
104,tom lives next door,tom lives next door,tom vive al lado,Tom habite à côté,Tom wohnt nebenan
105,tom looks disgusted,tom looks disgusted,Tom parece disgustado,Tom a l'air dégoûté,Tom sieht angewidert aus
106,tom looks intrigued,tom looks intrigued,tom parece intrigado,tom a l'air intrigué,Tom sieht fasziniert aus
107,tom looks very busy,tom looks very busy,Tom parece muy ocupado,Tom a l'air très occupé,Tom sieht sehr beschäftigt aus
108,tom looks very sick,tom looks very sick,Tom se ve muy enfermo,Tom a l'air très malade,Tom sieht sehr krank aus
109,tom lost his memory,tom lost his memory,Tom perdió la memoria,Tom a perdu la mémoire,Tom hat sein Gedächtnis verloren
110,tom lost his ticket,tom lost his ticket,tom perdió su boleto,tom a perdu son billet,Tom hat sein Ticket verloren
111,tom lost his wallet,tom lost his wallet,tom perdió su billetera,tom a perdu son portefeuille,Tom hat seine Brieftasche verloren
112,tom loves chocolate,tom loves chocolate,tom ama el chocolate,Tom aime le chocolat,Tom liebt Schokolade
113,tom loves the banjo,tom loves the banjo,Tom ama el banjo,tom aime le banjo,Tom liebt das Banjo
114,tom made mary happy,tom made mary happy,tom hizo feliz a mary,Tom a rendu Marie heureuse,Tom hat Maria glücklich gemacht
115,tom made a decision,tom made a decision,tom tomó una decisión,Tom a pris une décision,Tom hat eine Entscheidung getroffen
116,tom made a sandwich,tom made a sandwich,tom hizo un sándwich,Tom a fait un sandwich,Tom hat ein Sandwich gemacht
117,tom made an apology,tom made an apology,Tom se disculpó,Tom s'est excusé,Tom hat sich entschuldigt
118,tom made no comment,tom made no comment,tom no hizo ningún comentario,Tom n'a fait aucun commentaire,Tom machte keinen Kommentar
119,tom makes big money,tom makes big money,tom gana mucho dinero,Tom gagne beaucoup d'argent,Tom macht viel Geld
120,tom misses his wife,tom misses his wife,tom extraña a su esposa,sa femme manque à tom,Tom vermisst seine Frau
121,tom must be excited,tom must be excited,tom debe estar emocionado,Tom doit être excité,Tom muss aufgeregt sein
122,tom must be furious,tom must be furious,tom debe estar furioso,Tom doit être furieux,Tom muss wütend sein
123,tom must've seen it,tom might have seen it,Tom podría haberlo visto,Tom l'a peut-être vu,Tom könnte es gesehen haben
124,tom needs some rest,tom needs some rest,tom necesita descansar,tom a besoin de repos,Tom braucht etwas Ruhe
125,tom never came back,tom never came back,tom nunca volvió,Tom n'est jamais revenu,Tom kam nie zurück
126,tom never said that,tom never said that,tom nunca dijo eso,Tom n'a jamais dit ça,Tom hat das nie gesagt
127,tom only eats fruit,tom only eats fruit,tom solo come fruta,Tom ne mange que des fruits,Tom isst nur Obst
128,tom opened a window,tom opened a window,tom abrió una ventana,Tom a ouvert une fenêtre,Tom öffnete ein Fenster
129,tom opened the safe,tom opened the safe,tom abrió la caja fuerte,Tom a ouvert le coffre-fort,Tom öffnete den Safe
130,tom ordered a drink,tom ordered a drink,tom pidió un trago,tom a commandé un verre,Tom bestellte einen Drink
131,tom ordered a pizza,tom ordered a pizza,tom pidió una pizza,tom a commandé une pizza,Tom hat eine Pizza bestellt
132,tom owes us a favor,tom owes us a favor,tom nos debe un favor,Tom nous doit une faveur,Tom schuldet uns einen Gefallen
133,tom paid for it all,tom paid for it all,tom pagó por todo,Tom a tout payé,Tom hat alles bezahlt
134,tom plays in a band,tom plays in a band,tom toca en una banda,Tom joue dans un groupe,Tom spielt in einer Band
135,tom plays the piano,tom plays the piano,tom toca el piano,tom joue du piano,Tom spielt Klavier
136,tom pointed at mary,tom pointed at mary,tom señaló a mary,tom a pointé du doigt marie,Tom zeigte auf Maria
137,tom prefers blondes,tom prefers blondes,tom prefiere las rubias,Tom préfère les blondes,Tom bevorzugt Blondinen
138,tom pulled the rope,tom pulled the rope,tom tiró de la cuerda,Tom a tiré la corde,Tom zog das Seil
139,tom read the letter,tom read the letter,tom lee la carta,Tom a lu la lettre,Tom las den Brief
140,tom refused to talk,tom refused to talk,tom se negó a hablar,Tom a refusé de parler,Tom weigerte sich zu sprechen
141,tom remained silent,tom remained silent,tom permaneció en silencio,tom est resté silencieux,Tom schwieg
142,tom retired in 2013,tom retired in 2013,tom se retiró en 2013,Tom a pris sa retraite en 2013,Tom ging 2013 in den Ruhestand
143,tom said it was fun,tom said it was fun,tom dijo que era divertido,Tom a dit que c'était amusant,"Tom sagte, es hat Spaß gemacht"
144,tom said to ask you,tom said to ask you,Tom dijo que te preguntara,tom a dit de te demander,"Tom sagte, ich soll dich fragen"
145,tom salted his eggs,tom salted his eggs,tom sala sus huevos,Tom a salé ses oeufs,Tom hat seine Eier gesalzen
146,tom sat at his desk,tom sat at his desk,tom se sentó en su escritorio,Tom était assis à son bureau,Tom saß an seinem Schreibtisch
147,tom sat behind mary,tom sat behind mary,tom se sentó detrás de mary,tom s'est assis derrière marie,Tom saß hinter Maria
148,tom saw mary crying,tom saw mary crying,tom vio a mary llorando,Tom a vu Marie pleurer,Tom sah Maria weinen
149,tom sealed the deal,tom sealed the deal,tom selló el trato,Tom a scellé l'affaire,Tom besiegelte den Deal
150,tom sealed the room,tom sealed the room,tom selló la habitación,Tom a scellé la chambre,Tom versiegelte den Raum
151,tom seems courteous,tom seems courteous,Tom parece cortés,Tom semble courtois,Tom wirkt höflich
152,tom seems dangerous,tom seems dangerous,Tom parece peligroso,Tom semble dangereux,Tom scheint gefährlich zu sein
153,tom seems so lonely,tom seems so lonely,Tom parece tan solo,Tom semble si seul,Tom scheint so einsam zu sein
154,tom sells computers,tom sells computers,tom vende computadoras,tom vend des ordinateurs,Tom verkauft Computer
155,tom should be fired,tom should be fired,tom debe ser despedido,Tom devrait être viré,Tom sollte gefeuert werden
156,tom sipped some tea,tom sipped some tea,tom bebió un poco de té,Tom a siroté du thé,Tom nippte an einem Tee
157,tom smiled politely,tom smiled politely,Tom sonrió cortésmente,Tom sourit poliment,Tom lächelte höflich
158,tom sorted the mail,tom sorted the mail,tom ordenó el correo,Tom a trié le courrier,Tom hat die Post sortiert
159,tom speaks too fast,tom speaks too fast,tom habla demasiado rápido,tom parle trop vite,Tom spricht zu schnell
160,tom spoke in french,tom spoke in french,tom habló en francés,Tom parlait en français,Tom sprach Französisch
161,tom started running,tom started running,tom empezó a correr,Tom a commencé à courir,Tom fing an zu laufen
162,tom started shaking,tom started shaking,tom empezó a temblar,Tom a commencé à trembler,Tom fing an zu zittern
163,tom started singing,tom started singing,tom empezó a cantar,Tom a commencé à chanter,Tom fing an zu singen
164,tom started yelling,tom started yelling,tom empezó a gritar,Tom a commencé à crier,Tom fing an zu schreien
165,tom stepped forward,tom stepped forward,tom dio un paso adelante,tom s'avança,Tom trat vor
166,tom still loves you,tom still loves you,Tom todavía te ama,Tom t'aime toujours,Tom liebt dich immer noch
167,tom stole my camera,tom stole my camera,tom robó mi cámara,Tom a volé mon appareil photo,Tom hat meine Kamera gestohlen
168,tom stole the money,tom stole the money,tom robó el dinero,tom a volé l'argent,Tom hat das Geld gestohlen
169,tom stopped reading,tom stopped reading,Tom dejó de leer,Tom a arrêté de lire,Tom hat aufgehört zu lesen
170,tom swims very fast,tom swims very fast,tom nada muy rapido,tom nage très vite,Tom schwimmt sehr schnell
171,tom talks very loud,tom talks very loud,tom habla muy alto,Tom parle très fort,Tom spricht sehr laut
172,tom tasted the cake,tom tasted the cake,tom probó el pastel,Tom a goûté le gâteau,Tom probierte den Kuchen
173,tom tasted the wine,tom tasted the wine,tom probó el vino,Tom a goûté le vin,Tom probierte den Wein
174,tom teaches history,tom teaches history,tom enseña historia,tom enseigne l'histoire,Tom lehrt Geschichte
175,tom threatened mary,tom threatened mary,tom amenazó a mary,tom a menacé marie,Tom hat Maria bedroht
176,tom took monday off,tom took monday off,Tom se tomó el lunes libre,Tom a pris congé lundi,Tom hat sich Montag frei genommen
177,tom took a bad fall,tom took a bad fall,tom tuvo una mala caída,tom a fait une mauvaise chute,Tom ist schwer gestürzt
178,tom took a week off,tom took a week off,tom se tomó una semana libre,Tom a pris une semaine de congé,Tom hat sich eine Woche frei genommen
179,tom took this photo,tom took this photo,tom tomó esta foto,Tom a pris cette photo,Tom hat dieses Foto gemacht
180,tom waited his turn,tom waited his turn,tom esperó su turno,Tom a attendu son tour,"Tom wartete, bis er an der Reihe war"
181,tom wants a new car,tom wants a new car,tom quiere un auto nuevo,tom veut une nouvelle voiture,Tom will ein neues Auto
182,tom wants an answer,tom wants an answer,tom quiere una respuesta,Tom veut une réponse,Tom will eine Antwort
183,tom wants to try it,tom wants to try it,tom quiere probarlo,tom veut essayer,Tom will es versuchen
184,tom was a great guy,tom was a great guy,tom era un gran tipo,Tom était un gars formidable,Tom war ein toller Kerl
185,tom was fast asleep,tom was fast asleep,tom estaba profundamente dormido,tom dormait profondément,Tom war fest eingeschlafen
186,tom was my cellmate,tom was my cellmate,tom era mi compañero de celda,Tom était mon compagnon de cellule,Tom war mein Zellengenosse
187,tom was never happy,tom was never happy,tom nunca fue feliz,Tom n'a jamais été content,Tom war nie glücklich
188,tom was traumatized,tom was traumatized,tom estaba traumatizado,Tom a été traumatisé,Tom war traumatisiert
189,tom was very scared,tom was very scared,tom estaba muy asustado,tom a eu très peur,Tom hatte große Angst
190,tom washed his hair,tom washed his hair,tom se lavo el pelo,tom s'est lavé les cheveux,Tom wusch sich die Haare
191,tom wasn't flirting,tom was not flirting,tom no estaba coqueteando,tom ne flirtait pas,Tom flirtete nicht
192,tom watched closely,tom watched closely,tom miró de cerca,Tom a regardé de près,Tom beobachtete genau
193,tom wears silk ties,tom wears silk ties,tom usa corbatas de seda,tom porte des cravates en soie,Tom trägt Seidenkrawatten
194,tom will be jealous,tom will be jealous,Tom estará celoso,Tom va être jaloux,Tom wird eifersüchtig sein
195,tom will need these,tom will need these,tom necesitará estos,Tom en aura besoin,Tom wird diese brauchen
196,tom will never know,tom will never know,Tom nunca sabrá,Tom ne saura jamais,Tom wird es nie erfahren
197,tom won first prize,tom won first prize,tom ganó el primer premio,Tom a remporté le premier prix,Tom gewann den ersten Preis
198,tom won the contest,tom won the contest,tom ganó el concurso,tom a gagné le concours,Tom hat den Wettbewerb gewonnen
199,tom won three races,tom won three races,tom ganó tres carreras,tom a gagné trois courses,Tom hat drei Rennen gewonnen
200,tom won't come home,tom will not come home,tom no vendrá a casa,Tom ne rentrera pas à la maison,Tom wird nicht nach Hause kommen
201,tom won't kiss mary,tom will not kiss mary,tom no besará a mary,tom n'embrassera pas marie,Tom wird Mary nicht küssen
202,tom worked overtime,tom worked overtime,Tom trabajó horas extras,Tom a fait des heures supplémentaires,Tom hat Überstunden gemacht
203,tom works all night,tom works all night,tom trabaja toda la noche,tom travaille toute la nuit,Tom arbeitet die ganze Nacht
204,tom works full time,tom works full time,tom trabaja a tiempo completo,Tom travaille à plein temps,Tom arbeitet Vollzeit
205,tom works in boston,tom works in boston,tom trabaja en boston,tom travaille à boston,Tom arbeitet in Boston
206,tom works part-time,tom works part time,tom trabaja medio tiempo,Tom travaille à temps partiel,Tom arbeitet Teilzeit
207,tom works with mary,tom works with mary,tom trabaja con maría,tom travaille avec marie,Tom arbeitet mit Maria zusammen
208,tom wrote it for me,tom wrote it for me,Tom lo escribió para mí.,tom l'a écrit pour moi,Tom hat es für mich geschrieben
209,tom's eyes are blue,tom s eyes are blue,los ojos de tom son azules,les yeux de tom sont bleus,Toms Augen sind blau
210,"tom's fat, isn't he",tom s fat  is not he,el gordo de tom no es el,la graisse de tom n'est pas lui,Toms Fett ist er nicht
211,tom's father is old,tom s father is old,el padre de tom es viejo,le père de tom est vieux,Toms Vater ist alt
212,tom's horse bit him,tom s horse bit him,el caballo de tom lo mordio,le cheval de tom l'a mordu,Toms Pferd hat ihn gebissen
213,tom's not a bad guy,tom s not a bad guy,Tom no es un mal tipo,Tom n'est pas un méchant,Tom ist kein schlechter Kerl
214,tom's room is empty,tom s room is empty,la habitación de tom está vacía,la chambre de tom est vide,Toms Zimmer ist leer
215,tom's tie is yellow,tom s tie is yellow,la corbata de tom es amarilla,la cravate de tom est jaune,Toms Krawatte ist gelb
216,tom's very annoying,tom s very annoying,Tom es muy molesto,Tom est très ennuyeux,Tom ist sehr nervig
217,tom's wife left him,tom s wife left him,la esposa de tom lo dejo,la femme de tom l'a quitté,Toms Frau hat ihn verlassen
218,tonight's the night,tonight s the night,esta noche es la noche,ce soir c'est le soir,heute Nacht ist die Nacht
219,translate this text,translate this text,traducir este texto,traduire ce texte,übersetzen Sie diesen Text
220,try on this sweater,try on this sweater,pruébate este suéter,essayer ce pull,Probieren Sie diesen Pullover an
221,try to act your age,try to act your age,trata de actuar de tu edad,essaie de faire ton âge,versuche dich deinem Alter entsprechend zu verhalten
222,try to do your best,try to do your best,trata de hacer lo mejor que puedas,essaie de faire de ton mieux,"versuche, dein Bestes zu geben"
223,try to keep it down,try to keep it down,trata de mantenerlo bajo,essayez de le garder bas,versuche es zu unterdrücken
224,"turn around, please",turn around  please,dar la vuelta por favor,tourne toi s'il te plait,bitte umdrehen
225,turn down the music,turn down the music,baja la música,baisser la musique,Mach die Musik leiser
226,turn down the radio,turn down the radio,Apaga la radio,baissez la radio,Mach das Radio leiser
227,turn everything off,turn everything off,apaga todo,tout éteindre,alles ausschalten
228,turn off the lights,turn off the lights,apagar las luces,éteindre les lumières,Schalte das Licht aus
229,turn the radio down,turn the radio down,Apaga la radio,baisse le volume de la radio,Schalte das Radio ab
230,turn your papers in,turn your papers in,entrega tus papeles,rends tes papiers,gib deine Papiere ab
231,"two coffees, please",two coffees  please,dos cafés por favor,deux cafés s'il vous plait,zwei Kaffee bitte
232,use this as a model,use this as a model,usa esto como modelo,utiliser ceci comme modèle,nimm das als modell
233,"wait in the car, ok",wait in the car  ok,espera en el auto esta bien,attendre dans la voiture ok,warte im auto ok
234,wait until tomorrow,wait until tomorrow,espera hasta mañana,Attendre jusqu'à demain,warte bis morgen
235,wake me up at eight,wake me up at eight,despiértame a las ocho,réveille moi à huit heures,wecke mich um acht
236,wake me up at seven,wake me up at seven,despiértame a las siete,réveille moi à sept heures,weck mich um sieben
237,war concerns us all,war concerns us all,la guerra nos concierne a todos,la guerre nous concerne tous,Krieg geht uns alle an
238,was i polite enough,was i polite enough,fui lo suficientemente educado,étais-je assez poli,war ich höflich genug
239,was i really boring,was i really boring,¿Estaba realmente aburrido?,étais-je vraiment ennuyeux,war ich wirklich langweilig
240,was anyone arrested,was anyone arrested,¿alguien fue arrestado?,quelqu'un a-t-il été arrêté,wurde jemand festgenommen
241,was it all worth it,was it all worth it,Mereció la pena,est-ce que tout ça en valait la peine,hat sich das alles gelohnt
242,was it an explosion,was it an explosion,¿Fue una explosión?,était-ce une explosion,war es eine Explosion
243,was that a squirrel,was that a squirrel,eso era una ardilla,était-ce un écureuil,war das ein eichhörnchen
244,was there a scandal,was there a scandal,hubo un escandalo,y avait-il un scandale,gab es einen Skandal
245,"waste not, want not",waste not  want not,desperdiciar no querer no,gaspiller ne veux pas,Verschwendung nicht wollen nicht
246,watch your language,watch your language,cuida tu idioma,Surveille ton langage,achte auf deine Sprache
247,we all have a price,we all have a price,todos tenemos un precio,nous avons tous un prix,wir alle haben einen Preis
248,we all have arrived,we all have arrived,todos hemos llegado,nous sommes tous arrivés,wir sind alle angekommen
249,we all have changed,we all have changed,todos hemos cambiado,nous avons tous changé,wir alle haben uns verändert
250,we all have choices,we all have choices,todos tenemos opciones,nous avons tous des choix,wir alle haben die Wahl
251,we all have secrets,we all have secrets,todos tenemos secretos,nous avons tous des secrets,wir alle haben Geheimnisse
252,we all like cycling,we all like cycling,a todos nos gusta andar en bicicleta,nous aimons tous faire du vélo,Wir alle mögen Radfahren
253,we all speak french,we all speak french,todos hablamos francés,nous parlons tous français,wir sprechen alle französisch
254,we all want answers,we all want answers,todos queremos respuestas,nous voulons tous des réponses,wir alle wollen Antworten
255,we all want changes,we all want changes,todos queremos cambios,nous voulons tous des changements,wir alle wollen Veränderungen
256,we are finally free,we are finally free,finalmente somos libres,nous sommes enfin libres,wir sind endlich frei
257,we are good friends,we are good friends,somos buenos amigos,nous sommes de bons amis,wir sind gute Freunde
258,we are his children,we are his children,somos sus hijos,nous sommes ses enfants,wir sind seine Kinder
259,we are very similar,we are very similar,somos muy similares,Nous sommes très similaires,wir sind uns sehr ähnlich
260,we aren't canadians,we are not canadians,no somos canadienses,nous ne sommes pas canadiens,Wir sind keine Kanadier
261,we aren't like that,we are not like that,Nosotros no somos así,Nous ne sommes pas comme ça,wir sind nicht so
262,we aren't that poor,we are not that poor,no somos tan pobres,nous ne sommes pas si pauvres,wir sind nicht so arm
263,we beat three teams,we beat three teams,le ganamos a tres equipos,nous avons battu trois équipes,Wir haben drei Teams geschlagen
264,we both are friends,we both are friends,los dos somos amigos,nous sommes tous les deux amis,wir beide sind freunde
265,we both fell asleep,we both fell asleep,los dos nos quedamos dormidos,nous nous sommes endormis tous les deux,wir sind beide eingeschlafen
266,we broke it in half,we broke it in half,lo partimos por la mitad,nous l'avons cassé en deux,Wir haben es in zwei Hälften gebrochen
