,English,English_cleaned,Spanish,French,German
44,you look very pale,you look very pale,te ves muy pálida,tu es très pâle,du siehst sehr blass aus
45,you made a promise,you made a promise,hiciste una promesa,tu as fait une promesse,du hast es versprochen
46,you may be correct,you may be correct,puede que tengas razón,tu as peut etre raison,Sie können Recht haben
47,you may use my car,you may use my car,puedes usar mi auto,vous pouvez utiliser ma voiture,Sie können mein Auto benutzen
48,you might be right,you might be right,puede que tengas razón,il se peut que vous ayez raison,Du hast vielleicht recht
49,you might get hurt,you might get hurt,podrías lastimarte,tu pourrais te blesser,Sie könnten verletzt werden
50,you might meet him,you might meet him,podrías conocerlo,tu pourrais le rencontrer,vielleicht triffst du ihn
51,you might try that,you might try that,podrías intentar eso,tu pourrais essayer ça,das könntest du versuchen
52,you must all leave,you must all leave,todos ustedes deben irse,vous devez tous partir,Sie müssen alle gehen
53,you must be joking,you must be joking,usted debe estar bromeando,Tu blagues,du machst Witze
54,you must be sleepy,you must be sleepy,debes tener sueño,tu dois avoir sommeil,Sie müssen müde sein
55,you must be strong,you must be strong,debes ser fuerte,Vous devez être fort,Du musst stark sein
56,you must find work,you must find work,debes encontrar trabajo,tu dois trouver du travail,Sie müssen Arbeit finden
57,you must get going,you must get going,debes irte,tu dois y aller,du musst los
58,you need a holiday,you need a holiday,necesitas unas vacaciones,tu as besoin de vacances,Sie brauchen Urlaub
59,you need a new car,you need a new car,necesitas un auto nuevo,tu as besoin d'une nouvelle voiture,Sie brauchen ein neues Auto
60,you need to fix it,you need to fix it,necesitas arreglarlo,vous devez le réparer,Sie müssen es reparieren
61,you need to let go,you need to let go,tienes que dejar ir,tu dois lâcher prise,du musst loslassen
62,you only live once,you only live once,sólo se vive una vez,on ne vit qu'une fois,man lebt schließlich nur einmal
63,you owe me a favor,you owe me a favor,me debes un favor,tu me dois une faveur,Du schuldest mir einen Gefallen
64,you party too much,you party too much,festejas demasiado,tu fais trop la fête,Du feierst zu viel
65,you people are mad,you people are mad,ustedes estan locos,vous êtes fous,ihr seid verrückt
66,you ruined my life,you ruined my life,usted arruino mi vida,Tu as ruiné ma vie,Du hast mein Leben ruiniert
67,you seem confident,you seem confident,pareces confiado,tu as l'air confiant,du wirkst zuversichtlich
68,you seem depressed,you seem depressed,pareces deprimido,tu as l'air déprimé,du wirkst deprimiert
69,you seem different,you seem different,pareces diferente,tu sembles différent,du wirkst anders
70,you seem very busy,you seem very busy,pareces muy ocupado,tu as l'air très occupé,du scheinst sehr beschäftigt zu sein
71,you should do that,you should do that,debes hacer eso,tu devrais faire ça,Du solltest das tun
72,you should go home,you should go home,deberías ir a casa,vous devriez aller à la maison,du solltest nach Hause gehen
73,you should know it,you should know it,deberías saberlo,tu devrais le savoir,Du solltest es wissen
74,you should turn in,you should turn in,deberías entregar,tu devrais te rendre,du solltest dich einklinken
75,you smell terrible,you smell terrible,hueles terrible,tu sens mauvais,du stinkst fürchterlich
76,you speak too much,you speak too much,hablas demasiado,tu parles trop,du sprichst zu viel
77,you take the money,you take the money,tu tomas el dinero,tu prends l'argent,Du nimmst das Geld
78,you taught me that,you taught me that,tu me enseñaste eso,tu m'as appris ça,das hast du mir beigebracht
79,you taught us that,you taught us that,tu nos enseñaste eso,tu nous l'as appris,das hast du uns beigebracht
80,you were bad at it,you were bad at it,lo hiciste mal,tu étais mauvais à ça,du warst schlecht darin
81,you were fantastic,you were fantastic,estuviste fantástico,tu étais fantastique,Du warst fantastisch
82,you were in a coma,you were in a coma,estabas en coma,tu étais dans le coma,Du lagst im Koma
83,you were in danger,you were in danger,estabas en peligro,tu étais en danger,du warst in Gefahr
84,you were my friend,you were my friend,eras mi amigo,tu étais mon ami,du warst mein Freund
85,you were so strong,you were so strong,eras tan fuerte,tu étais si fort,Du warst so stark
86,you won everything,you won everything,ganaste todo,tu as tout gagné,du hast alles gewonnen
87,you won't be fired,you will not be fired,no serás despedido,tu ne seras pas licencié,Sie werden nicht entlassen
88,you'd better hurry,you would better hurry,será mejor que te des prisa,tu ferais mieux de te dépêcher,du solltest dich besser beeilen
89,you'll bounce back,you will bounce back,te recuperarás,tu rebondiras,du wirst zurückschlagen
90,you'll feel better,you will feel better,te sentirás mejor,vous vous sentirez mieux,du wirst dich besser fühlen
91,you'll get over it,you will get over it,Lo superarás,tu vas t'en remettre,Du wirst darüber hinwegkommen
92,you're a big softy,you are a big softy,eres un gran blandengue,tu es un gros doudou,Du bist ein großer Weichling
93,you're a funny gal,you are a funny gal,eres una chica divertida,tu es une drôle de fille,Du bist ein lustiges Mädchen
94,you're a funny guy,you are a funny guy,Eres un chico divertido,tu es un drôle de gars,Du bist ein lustiger Typ
95,you're a funny man,you are a funny man,eres un hombre divertido,tu es un drôle d'homme,Du bist ein lustiger Mann
96,you're a good liar,you are a good liar,eres un buen mentiroso,tu es un bon menteur,Du bist ein guter Lügner
97,you're a great guy,you are a great guy,eres un gran tipo,tu es un gars formidable,Du bist ein toller Kerl
98,you're a real pain,you are a real pain,eres un verdadero dolor,tu es une vraie douleur,Du bist ein echter Schmerz
99,you're a smart boy,you are a smart boy,eres un chico inteligente,tu es un garçon intelligent,Du bist ein kluger Junge
100,you're a weird kid,you are a weird kid,eres un niño raro,tu es un enfant bizarre,Du bist ein komisches Kind
101,you're a woman now,you are a woman now,eres una mujer ahora,tu es une femme maintenant,du bist jetzt eine frau
102,you're about right,you are about right,tienes razón,tu as à peu près raison,du hast ungefähr recht
103,you're all cowards,you are all cowards,todos ustedes son cobardes,vous êtes tous des lâches,Sie sind alle Feiglinge
104,you're all invited,you are all invited,están todos invitados,vous êtes tous invités,ihr seid alle eingeladen
105,you're all racists,you are all racists,todos ustedes son racistas,vous êtes tous racistes,Sie sind alle Rassisten
106,you're annoying me,you are annoying me,me estas molestando,tu m'agaces,du regst mich auf
107,you're avoiding me,you are avoiding me,me estas evitando,tu m'évites,du meidest mich
108,you're being silly,you are being silly,estás siendo tonto,tu es stupide,du bist albern
109,you're being weird,you are being weird,estas siendo raro,tu es bizarre,du bist komisch
110,you're both pretty,you are both pretty,ambos son bonitos,vous êtes jolies toutes les deux,ihr seid beide hübsch
111,you're considerate,you are considerate,eres considerado,tu es prévenant,du bist rücksichtsvoll
112,you're cooperating,you are cooperating,tu estas cooperando,vous coopérez,Sie kooperieren
113,you're extroverted,you are extroverted,eres extrovertido,tu es extravertie,du bist extrovertiert
114,you're fascinating,you are fascinating,eres fascinante,tu es fascinant,du bist faszinierend
115,you're fashionable,you are fashionable,estas de moda,tu es à la mode,du bist in Mode
116,you're hurting him,you are hurting him,lo estas lastimando,tu lui fais mal,du tust ihm weh
117,you're influential,you are influential,eres influyente,tu es influent,du bist einflussreich
118,you're lying again,you are lying again,estás mintiendo otra vez,tu mens encore,du lügst schon wieder
119,you're lying to me,you are lying to me,estás mintiéndome,vous me mentez,du lügst mich an
120,you're my daughter,you are my daughter,tu eres mi hija,tu es ma fille,du bist meine Tochter
121,you're my princess,you are my princess,tú eres mi princesa,vous êtes ma princesse,Du bist meine Prinzessin
122,you're not a loser,you are not a loser,No eres un perdedor,tu n'es pas un perdant,du bist kein Verlierer
123,you're not bruised,you are not bruised,no estas magullado,tu n'es pas meurtri,du bist nicht verletzt
124,you're not dressed,you are not dressed,no estas vestido,tu n'es pas habillé,du bist nicht angezogen
125,you're not helping,you are not helping,no estas ayudando,tu n'aides pas,du hilfst nicht
126,you're not like me,you are not like me,tu no eres como yo,tu n'es pas comme moi,Du bist nicht wie ich
127,you're not my type,you are not my type,no eres mi tipo,Tu n'es pas mon genre,Du bist nicht mein Typ
128,you're not special,you are not special,no eres especial,tu n'es pas spécial,du bist nicht besonders
129,you're on the list,you are on the list,estas en la lista,tu es sur la liste,du bist auf der liste
130,you're out of luck,you are out of luck,no tienes suerte,tu n'as pas de chance,Du hast kein Glück
131,you're out of time,you are out of time,estas fuera de tiempo,vous manquez de temps,du hast keine zeit mehr
132,you're pretty good,you are pretty good,eres bastante bueno,Tu es plutôt bien,du bist ziemlich gut
133,you're quite smart,you are quite smart,eres bastante inteligente,tu es assez intelligent,du bist ziemlich schlau
134,you're replaceable,you are replaceable,eres reemplazable,tu es remplaçable,du bist ersetzbar
135,you're resourceful,you are resourceful,eres ingenioso,tu es débrouillard,du bist einfallsreich
136,you're so paranoid,you are so paranoid,eres tan paranoico,tu es tellement paranoïaque,Du bist so paranoid
137,you're so pathetic,you are so pathetic,eres muy patético,tu es tellement pathétique,du bist so erbärmlich
138,you're so romantic,you are so romantic,eres tan romántico,Vous êtes tellement romantique,Du bist so romantisch
139,you're so talented,you are so talented,eres muy talentoso,Tu es si talentueux,du bist so talentiert
140,you're still alive,you are still alive,todavía estás vivo,vous êtes toujours en vie,du bist noch am Leben
141,you're still green,you are still green,todavía estás verde,tu es encore vert,du bist immer noch grün
142,you're still young,you are still young,continúas siendo joven,tu es encore jeune,du bist noch jung
143,you're such a jerk,you are such a jerk,Eres un idiota,tu est vraiment un imbécile,Du bist so ein Idiot
144,you're such a liar,you are such a liar,Eres un mentiroso,tu es un menteur,du bist so ein Lügner
145,you're such a wimp,you are such a wimp,eres un cobarde,tu es une telle mauviette,du bist so ein Weichei
146,you're the experts,you are the experts,ustedes son los expertos,vous êtes les experts,Sie sind die Experten
147,you're the teacher,you are the teacher,tu eres el maestro,vous êtes l'enseignant,du bist der Lehrer
148,you're touching me,you are touching me,me estas tocando,tu me touches,du berührst mich
149,you're trustworthy,you are trustworthy,eres digno de confianza,tu es digne de confiance,du bist vertrauenswürdig
150,you're turning red,you are turning red,te estas poniendo rojo,tu deviens rouge,du wirst rot
151,you're unambitious,you are unambitious,eres poco ambicioso,tu n'es pas ambitieux,du bist ehrgeizig
152,you're very astute,you are very astute,eres muy astuto,tu es très astucieux,du bist sehr schlau
153,you're very clever,you are very clever,eres muy listo,vous êtes très intelligent,du bist sehr klug
154,you're very direct,you are very direct,eres muy directo,tu es très directe,du bist sehr direkt
155,you're very lonely,you are very lonely,estas muy solo,tu es très seul,du bist sehr einsam
156,you're very pretty,you are very pretty,eres muy guapa,tu es très jolie,du bist sehr schön
157,you're very strong,you are very strong,eres muy fuerte,tu es très fort,du bist sehr stark
158,you're wrong again,you are wrong again,te equivocas de nuevo,tu as encore tort,du liegst wieder falsch
159,you've been warned,you have been warned,usted ha sido advertido,Tu étais prévenu,du wurdest gewarnt
160,you've betrayed us,you have betrayed us,nos has traicionado,tu nous as trahi,du hast uns verraten
161,you've done enough,you have done enough,has hecho suficiente,tu en as assez fait,du hast genug getan
162,you've got a fever,you have got a fever,tienes fiebre,tu as de la fièvre,du hast Fieber
163,you've got nothing,you have got nothing,no tienes nada,tu n'as rien,du hast nichts
164,you've got to hide,you have got to hide,tienes que esconderte,tu dois te cacher,du musst dich verstecken
165,you've got to move,you have got to move,tienes que moverte,tu dois bouger,du musst dich bewegen
166,you've got to wait,you have got to wait,tienes que esperar,tu dois attendre,du musst warten
167,you've said enough,you have said enough,has dicho suficiente,tu en as assez dit,du hast genug gesagt
168,you've seen enough,you have seen enough,has visto suficiente,tu en as assez vu,du hast genug gesehen
169,you've worked hard,you have worked hard,has trabajado duro,Tu as travaillé dur,Du hast hart gearbeitet
170,your bath is ready,your bath is ready,tu baño esta listo,votre bain est prêt,Ihr Bad ist fertig
171,your car's on fire,your car s on fire,tu coche está en llamas,ta voiture est en feu,Dein Auto brennt
172,your face is dirty,your face is dirty,tu cara esta sucia,ton visage est sale,dein Gesicht ist schmutzig
173,your lips are blue,your lips are blue,tus labios son azules,tes lèvres sont bleues,Deine Lippen sind blau
174,your place or mine,your place or mine,Tu lugar o el mio,chez toi ou chez moi,Dein Platz oder meiner
175,your room is ready,your room is ready,tu habitación está lista,ta chambre est prête,Ihr Zimmer ist fertig
176,"trust me, he said",trust me  he said,créeme dijo,crois moi il a dit,"vertrau mir, sagte er"
177,a dog has four legs,a dog has four legs,un perro tiene cuatro patas,un chien a quatre pattes,ein hund hat vier beine
178,a nap would be good,a nap would be good,una siesta estaría bien,une sieste serait bien,ein Nickerchen wäre gut
179,a noise woke her up,a noise woke her up,un ruido la despertó,un bruit la réveilla,ein Geräusch weckte sie
180,a nurse wears white,a nurse wears white,una enfermera viste de blanco,une infirmière porte du blanc,Eine Krankenschwester trägt Weiß
181,a rose smells sweet,a rose smells sweet,una rosa huele dulce,une rose sent bon,eine Rose riecht süß
182,a storm is imminent,a storm is imminent,una tormenta es inminente,une tempête est imminente,ein Sturm steht bevor
183,a truck hit the dog,a truck hit the dog,un camión atropelló al perro,un camion a heurté le chien,Ein LKW hat den Hund angefahren
184,a whale is a mammal,a whale is a mammal,una ballena es un mamifero,une baleine est un mammifère,ein Wal ist ein Säugetier
185,acid acts on metals,acid acts on metals,el ácido actúa sobre los metales,l'acide agit sur les métaux,Säure wirkt auf Metalle
186,action is necessary,action is necessary,la acción es necesaria,une action est nécessaire,Handeln ist notwendig
187,advice is like salt,advice is like salt,el consejo es como la sal,un conseil c'est comme du sel,Ratschläge sind wie Salz
188,all i have is books,all i have is books,todo lo que tengo son libros,"tout ce que j'ai, ce sont des livres","Alles, was ich habe, sind Bücher"
189,all i want is money,all i want is money,todo lo que quiero es dinero,tout ce que je veux c'est de l'argent,alles was ich will ist geld
190,all is well with me,all is well with me,todo está bien conmigo,tout va bien pour moi,bei mir ist alles gut
191,all of us are happy,all of us are happy,todos somos felices,nous sommes tous heureux,wir alle sind glücklich
192,all sales are final,all sales are final,todas las ventas son finales,toutes les ventes sont finales,Alle Verkäufe sind endgültig
193,all share the blame,all share the blame,todos comparten la culpa,partagent tous le blâme,alle teilen die schuld
194,all you do is party,all you do is party,todo lo que haces es fiesta,tout ce que tu fais c'est faire la fête,"alles, was Sie tun, ist Party"
195,allow me to explain,allow me to explain,permítanme explicar,permettez-moi d'expliquer,lassen Sie mich erklären
196,am i disturbing you,am i disturbing you,Te estoy molestando,Je vous dérange,Störe ich
197,am i going too fast,am i going too fast,¿Estoy yendo demasiado rápido?,est-ce que je vais trop vite,bin ich zu schnell
198,america is very big,america is very big,América es muy grande,l'amérique est très grande,Amerika ist sehr groß
199,answer me right now,answer me right now,respondeme ahora mismo,réponds moi tout de suite,antworte mir gleich
200,answer the question,answer the question,responde la pregunta,répondre à la question,beantworte die Frage
201,anybody can do that,anybody can do that,cualquiera puede hacer eso,n'importe qui peut faire ça,das kann jeder
202,anybody can do this,anybody can do this,cualquiera puede hacer esto,n'importe qui peut faire ça,das kann jeder
203,anybody can read it,anybody can read it,cualquiera puede leerlo,n'importe qui peut le lire,jeder kann es lesen
204,anybody want a beer,anybody want a beer,alguien quiere una cerveza,quelqu'un veut une bière,will jemand ein bier
205,anybody want a lift,anybody want a lift,alguien quiere un ascensor,quelqu'un veut un ascenseur,jemand will eine Mitfahrgelegenheit
206,"anyhow, let's begin",anyhow  let us begin,de todos modos comencemos,de toute façon commençons,lasst uns trotzdem beginnen
207,anything can happen,anything can happen,cualquier cosa puede suceder,tout peut arriver,Alles kann passieren
208,anything's possible,anything s possible,todo es posible,tout est possible,alles ist möglich
209,are seats available,are seats available,hay asientos disponibles,sont des places disponibles,sind Sitzplätze vorhanden
210,are there any risks,are there any risks,hay algun riesgo,y a-t-il des risques,gibt es risiken
211,are there survivors,are there survivors,¿Hay sobrevivientes?,y a-t-il des survivants,gibt es Überlebende
212,are they all strong,are they all strong,¿Son todos fuertes?,sont-ils tous forts,sind sie alle stark
213,are we just friends,are we just friends,somos solo amigos,sommes-nous juste amis,sind wir nur Freunde
214,are we leaving soon,are we leaving soon,¿nos vamos pronto?,partons-nous bientôt,reisen wir bald ab
215,are you a policeman,are you a policeman,eres policia,êtes-vous un policier,Bist du ein Polizist
216,are you almost here,are you almost here,¿Ya casi estás aquí?,es-tu presque là,bist du fast hier
217,are you avoiding me,are you avoiding me,me estas evadiendo,est-ce que tu m'évites,Gehst du mir aus dem Weg
218,are you by yourself,are you by yourself,estás solo,es-tu tout seul,Bist du alleine
219,are you comfortable,are you comfortable,Estás cómodo,es-tu installé confortablement,bist du bequem
220,are you coming down,are you coming down,estas bajando,tu descends,kommst du runter
221,are you enjoying it,are you enjoying it,lo estás disfrutando,Est-ce que tu aimes ça,macht es dir Spass
222,are you even trying,are you even trying,Estás Si quiera intentándolo,es-tu même en train d'essayer,Versuchst du es überhaupt
223,"are you hungry, too",are you hungry  too,¿Tienes hambre también?,as-tu faim aussi,hast du auch hunger
224,are you kids hungry,are you kids hungry,"¿Están hambrientos, niños?",est-ce que vos enfants ont faim,seid ihr kinder hungrig
225,are you leaving now,are you leaving now,Ya te vas,pars-tu maintenant,Gehst du jetzt
226,are you lying to me,are you lying to me,me estas mintiendo,est-ce que tu me mens,lügst du mich an
227,are you on facebook,are you on facebook,Tienes Facebook,Êtes-vous sur Facebook,bist du auf facebook
228,are you on the list,are you on the list,Estás en la lista,êtes-vous sur la liste,stehst Du auf der Liste
229,are you people lost,are you people lost,¿Estáis perdidos?,êtes-vous des gens perdus,seid ihr verloren
230,are you proud of me,are you proud of me,Estás orgulloso de mí,es-tu fier de moi,bist du stolz auf mich
231,are you ready to go,are you ready to go,estas listo para ir,êtes-vous prêt à aller,bist du bereit zu gehen
232,are you really sick,are you really sick,¿Estás realmente enfermo?,es-tu vraiment malade,bist du wirklich krank
233,are you resourceful,are you resourceful,eres ingenioso,êtes-vous ingénieux,bist du einfallsreich
234,are you settling in,are you settling in,¿Te estás instalando?,est-ce que tu t'installes,lebst du dich ein
235,are you still awake,are you still awake,sigues despierto,es-tu toujours réveillé,bist du noch wach
236,are you still happy,are you still happy,¿Sigues siendo feliz?,es-tu toujours heureux,bist du immer noch glücklich
237,are you still there,are you still there,estás ahí todavía,Vous êtes toujours là,bist du noch da
238,are you that stupid,are you that stupid,¿Eres tan estúpido?,es-tu si stupide,bist du so dumm
239,are you the manager,are you the manager,¿eres el gerente?,êtes-vous le gestionnaire,bist du der Manager
240,are you the prophet,are you the prophet,eres el profeta,es-tu le prophète,bist du der prophet
241,are you very hungry,are you very hungry,Estas muy hambriento,as-tu très faim,bist du sehr hungrig
242,aren't you a banker,are not you a banker,no eres banquero,n'êtes-vous pas un banquier,Bist du kein Bankier?
243,ask tom to be quiet,ask tom to be quiet,pidele a tom que se calle,demande à tom de se taire,"Bitten Sie Tom, ruhig zu sein"
244,ask tom to help you,ask tom to help you,pídele a tom que te ayude,demande à tom de t'aider,"Bitten Sie Tom, Ihnen zu helfen"
245,baby ducks are cute,baby ducks are cute,los patitos son lindos,les bébés canards sont mignons,Babyenten sind süß
246,bad habits die hard,bad habits die hard,los malos hábitos son difíciles de morir,les mauvaises habitudes ont la vie dure,schlechte Gewohnheiten sterben schwer
247,"be polite, but firm",be polite  but firm,se educado pero firme,être poli mais ferme,"sei höflich, aber bestimmt"
248,be quiet and listen,be quiet and listen,calla y escucha,tais-toi et écoute,sei ruhig und höre zu
249,best of luck to you,best of luck to you,La mejor de las suertes para ti,Bonne chance à vous,Viel Glück für Sie
250,beware of jellyfish,beware of jellyfish,cuidado con las medusas,attention aux méduses,Vorsicht vor Quallen
251,black absorbs light,black absorbs light,el negro absorbe la luz,le noir absorbe la lumière,Schwarz absorbiert Licht
252,breakfast is served,breakfast is served,El desayuno esta servido,le petit déjeuner est servi,Frühstück ist serviert
253,bring me my glasses,bring me my glasses,tráeme mis lentes,apporte moi mes lunettes,Bring mir meine Brille
254,bring me some water,bring me some water,tráeme un poco de agua,apporte moi de l'eau,Bring mir etwas Wasser
255,bunnies are so cute,bunnies are so cute,los conejitos son tan lindos,les lapins sont si mignons,Hasen sind so süß
256,but i wasn't afraid,but i was not afraid,pero no tenia miedo,mais je n'avais pas peur,aber ich hatte keine angst
257,button your coat up,button your coat up,abotona tu abrigo,boutonne ton manteau,knöpfe deinen Mantel zu
258,call if you need me,call if you need me,llama si me necesitas,appelle si tu as besoin de moi,"ruf an, wenn du mich brauchst"
259,can i call you back,can i call you back,puedo llamar de vuelta,puis-je vous rappeler,kann ich dich zurück rufen
260,can i do this later,can i do this later,¿Puedo hacer esto más tarde?,puis-je le faire plus tard,kann ich das später machen
261,"can i drive, please",can i drive  please,puedo conducir por favor,puis-je conduire s'il vous plaît,Kann ich bitte fahren?
262,can i eat this cake,can i eat this cake,¿puedo comer este pastel?,puis-je manger ce gâteau,kann ich diesen kuchen essen
263,can i go to bed now,can i go to bed now,puedo ir a la cama ahora,puis-je aller au lit maintenant,kann ich jetzt ins bett gehen
264,can i have a coffee,can i have a coffee,puedo tener un café,puis-je avoir un café,kann ich einen Kaffee haben
265,can i have a second,can i have a second,puedo tener un segundo,puis-je avoir une seconde,Kann ich eine Sekunde haben?
266,can i have some tea,can i have some tea,¿puedo tomar un poco de té?,puis-je avoir du thé,Kann ich etwas Tee haben
267,can i pay on credit,can i pay on credit,¿Puedo pagar a crédito?,puis-je payer à crédit,kann ich auf kredit bezahlen
268,can i ride with you,can i ride with you,¿Puedo viajar contigo?,puis-je monter avec toi,kann ich mit dir fahren
269,can i see you again,can i see you again,puedo verte de nuevo,est-ce que je peux vous revoir,Kann ich dich noch mal sehen
270,can i take a shower,can i take a shower,Puedo tomar una ducha,puis-je prendre une douche,kann ich duschen
271,can i talk with you,can i talk with you,puedo hablar contigo,Puis-je vous parler,Kann ich mit dir reden
272,can i use this bike,can i use this bike,¿Puedo usar esta bicicleta?,puis-je utiliser ce vélo,Kann ich dieses Fahrrad benutzen?
273,can he speak french,can he speak french,¿Puede hablar francés?,peut-il parler français,kann er französisch sprechen
274,can we believe that,can we believe that,podemos creer que,peut-on croire que,können wir das glauben
275,can we change rooms,can we change rooms,¿Podemos cambiar de habitación?,Pouvons-nous changer de chambre ?,Können wir die Zimmer wechseln?
276,can we do that here,can we do that here,¿Podemos hacer eso aquí?,peut-on faire ça ici,können wir das hier machen
277,can we go back home,can we go back home,podemos volver a casa,pouvons-nous rentrer à la maison,Können wir nach Hause gehen
278,can we just drop it,can we just drop it,¿Podemos dejarlo?,pouvons-nous simplement le laisser tomber,können wir es einfach fallen lassen
279,can we just go home,can we just go home,¿podemos irnos a casa?,Pouvons-nous simplement rentrer à la maison,Können wir einfach nach Hause gehen?
280,can we recycle this,can we recycle this,podemos reciclar esto,peut-on recycler ça,Können wir das recyceln?
281,can we speak french,can we speak french,¿Podemos hablar francés?,peut-on parler français,Können wir Französisch sprechen?
282,can you answer that,can you answer that,puedes responder eso,pouvez-vous répondre à cela,kannst du das beantworten
283,can you answer this,can you answer this,Puedes responder esto,pouvez-vous répondre à cela,kannst du das beantworten
284,can you describe it,can you describe it,puedes describirlo,pouvez vous le décrire,kannst du es beschreiben
285,can you drive a car,can you drive a car,puedes conducir un coche,peux tu conduire une voiture,kannst du ein Auto fahren
286,can you read arabic,can you read arabic,¿Puedes leer árabe?,sais-tu lire l'arabe,kannst du arabisch lesen
287,can you read french,can you read french,puedes leer frances,sais-tu lire le français,kannst du französisch lesen
288,can you really swim,can you really swim,¿realmente puedes nadar?,peux-tu vraiment nager,kannst du wirklich schwimmen
289,can you repair this,can you repair this,puedes reparar esto,pouvez-vous réparer cela,kannst du das reparieren
290,can you tell me how,can you tell me how,puedes decirme como,Pouvez-vous me dire comment,Kannst du mir sagen wie
291,can you verify that,can you verify that,puedes verificar eso,pouvez-vous vérifier que,kannst du das verifizieren
292,catch me if you can,catch me if you can,Atrápame si puedes,attrape-moi si tu peux,"Fang mich, wenn du kannst"
293,change is important,change is important,el cambio es importante,le changement est important,Veränderung ist wichtig
294,change your clothes,change your clothes,cambia tu ropa,changer de vêtements,Wechsle deine Kleidung
