,English,English_cleaned,Spanish,French,German
73,ask her her name,ask her her name,pregúntale su nombre,demande lui son nom,frag sie nach ihrem namen
74,ask him his name,ask him his name,pregúntale su nombre,demande lui son nom,Frag ihn nach seinem Namen
75,ask them to help,ask them to help,pedirles que ayuden,demandez-leur de vous aider,bitte sie um Hilfe
76,"at last, he came",at last  he came,por fin vino,enfin il est venu,endlich kam er
77,atlantis is real,atlantis is real,la atlántida es real,l'atlantide est réelle,Atlantis ist real
78,attention please,attention please,atención por favor,"attention, s'il vous plaît",Aufmerksamkeit bitte
79,be more flexible,be more flexible,ser más flexible,être plus souple,flexibler sein
80,be there tonight,be there tonight,estar allí esta noche,être là ce soir,sei heute abend da
81,birds have wings,birds have wings,los pájaros tienen alas,les oiseaux ont des ailes,Vögel haben Flügel
82,bite your tongue,bite your tongue,muerdete la lengua,mord ta langue,Beiß dir auf die Zunge
83,boxing is boring,boxing is boring,el boxeo es aburrido,la boxe est ennuyeuse,Boxen ist langweilig
84,bring me a chair,bring me a chair,traeme una silla,apporte moi une chaise,Bring mir einen Stuhl
85,bring me a drink,bring me a drink,tráeme un trago,apporte moi un verre,bring mir was zu trinken
86,bring me my cane,bring me my cane,tráeme mi bastón,apporte moi ma canne,Bring mir meinen Stock
87,bring them to me,bring them to me,tráemelos,apportez-les-moi,bring sie mir
88,brush your teeth,brush your teeth,cepilla tus dientes,brosse-toi les dents,putz dir die Zähne
89,business is slow,business is slow,el negocio es lento,les affaires sont lentes,Geschäft ist langsam
90,call me tomorrow,call me tomorrow,Llámame mañana,appelle moi demain,Ruf mich morgen an
91,can i be excused,can i be excused,¿Puedo ser excusado?,puis-je être excusé,kann ich entschuldigt werden
92,can i be of help,can i be of help,puedo ser de ayuda,puis-je être utile,kann ich behilflich sein
93,can i get a beer,can i get a beer,¿puedo tomar una cerveza?,puis-je avoir une bière,Kann ich ein Bier bekommen?
94,can i go to work,can i go to work,puedo ir a trabajar,puis-je aller travailler,kann ich arbeiten gehen
95,can i have a hug,can i have a hug,me das un abrazo,Puis-je avoir un câlin,Kann ich eine Umarmung haben
96,can i sleep here,can i sleep here,¿Puedo dormir aquí?,puis-je dormir ici,Kann ich hier schlafen?
97,can anyone drive,can anyone drive,¿alguien puede conducir?,quelqu'un peut-il conduire,kann jeder fahren
98,can rabbits swim,can rabbits swim,los conejos pueden nadar,les lapins savent-ils nager,können kaninchen schwimmen
99,can this be true,can this be true,¿Puede esto ser verdad?,cela peut-il être vrai,kann das wahr sein
100,can we afford it,can we afford it,¿Podemos permitírnoslo?,pouvons-nous nous le permettre,können wir es uns leisten
101,can we drop this,can we drop this,¿Podemos dejar esto?,pouvons-nous laisser tomber ça,können wir das fallen lassen
102,can we get a dog,can we get a dog,¿Podemos tener un perro?,pouvons-nous avoir un chien,Können wir einen Hund bekommen?
103,can we go inside,can we go inside,¿Podemos entrar?,pouvons-nous entrer,können wir reingehen
104,can we speak now,can we speak now,podemos hablar ahora,pouvons-nous parler maintenant,können wir jetzt sprechen
105,can you call him,can you call him,puedes llamarle,pouvez-vous l'appeler,kannst du ihn anrufen
106,can you continue,can you continue,puedes continuar,pouvez-vous continuer,kannst du weiter machen
107,can you find out,can you find out,Puedes averiguar,pouvez-vous trouver,Kannst du es herausfinden
108,can you hurry up,can you hurry up,¿Puedes darte prisa?,pouvez-vous vous dépêcher,kannst du dich beeilen
109,can you prove it,can you prove it,puedes probarlo,Tu peux le prouver,Kannst du das beweisen
110,can you save tom,can you save tom,puedes salvar a tom,pouvez-vous sauver Tom,Kannst du Tom retten?
111,can you spell it,can you spell it,Puede usted deletrearlo,Peut tu l'épeler,kannst du es buchstabieren
112,change is needed,change is needed,se necesita un cambio,le changement est nécessaire,Änderung ist erforderlich
113,check your order,check your order,revisa tu pedido,vérifier votre commande,Überprüfen Sie Ihre Bestellung
114,choose carefully,choose carefully,elija cuidadosamente,choisir soigneusement,wähle mit Bedacht
115,choose something,choose something,escoge algo,choisir quelque chose,wähle etwas
116,climb to the top,climb to the top,escalar a la cima,escalade jusqu'au sommet,Zur Spitze klettern
117,close the blinds,close the blinds,cierra las persianas,fermer les stores,schließen Sie die Jalousien
118,close the drawer,close the drawer,cierra el cajón,fermer le tiroir,schließen Sie die Schublade
119,close the window,close the window,cerrar la ventana,ferme la fenêtre,schließe das Fenster
120,close your books,close your books,cierra tus libros,fermez vos livres,Schließen Sie Ihre Bücher
121,come and help us,come and help us,ven y ayúdanos,venez nous aider,komm und hilf uns
122,come immediately,come immediately,ven inmediatamente,viens tout de suite,Komm sofort
123,"come on, grow up",come on  grow up,vamos a crecer,allez grandir,"Komm schon, werde erwachsen"
124,"come on, help me",come on  help me,ven ayúdame,allez aidez moi,komm hilf mir
125,"come on, tell me",come on  tell me,vamos dime,allez dis moi,"Komm schon, sag es mir"
126,"come on, wake up",come on  wake up,vamos Despiértate,"Allez, réveille-toi","Komm schon, wach auf"
127,come run with me,come run with me,ven a correr conmigo,viens courir avec moi,komm lauf mit mir
128,come sit with us,come sit with us,ven siéntate con nosotros,viens t'asseoir avec nous,komm setz dich zu uns
129,come with me now,come with me now,ven conmigo ahora,Venez avec moi maintenant,Komm jetzt mit mir
130,"concentrate, tom",concentrate  tom,concentrado tom,concentré tom,konzentrieren tom
131,consult a doctor,consult a doctor,consultar a un médico,consultez un docteur,einen Arzt konsultieren
132,continue digging,continue digging,seguir cavando,continuer à creuser,weiter graben
133,continue working,continue working,sigue trabajando,continue de travailler,arbeite weiter
134,control yourself,control yourself,controlarte a ti mismo,contrôle-toi,kontrolliere dich selbst
135,cookie is my dog,cookie is my dog,la galleta es mi perro,cookie est mon chien,Keks ist mein Hund
136,could i help you,could i help you,podria ayudarte,puis-je vous aider,könnte ich Ihnen helfen
137,cows supply milk,cows supply milk,las vacas dan leche,les vaches fournissent du lait,Kühe liefern Milch
138,cross the bridge,cross the bridge,cruzar el puente,Traverse le pont,überquere die Brücke
139,cross the street,cross the street,cruza la calle,traverser la rue,die Straße überqueren
140,crying is normal,crying is normal,llorar es normal,pleurer est normal,Weinen ist normal
141,cut the red wire,cut the red wire,Corte el cable rojo,couper le fil rouge,Schneiden Sie das rote Kabel
142,dial 110 at once,dial 110 at once,marca 110 de una vez,composer le 110 d'un coup,wähle sofort 110
143,did i write that,did i write that,¿Escribí eso?,est-ce que j'ai écrit ça,habe ich das geschrieben
144,did tom go alone,did tom go alone,Tom fue solo,est-ce que tom est parti seul,Ist Tom allein gegangen?
145,did tom say that,did tom say that,tom dijo eso,est-ce que tom a dit ça,hat tom das gesagt
146,did anyone laugh,did anyone laugh,alguien se rio,est-ce que quelqu'un a ri,hat jemand gelacht
147,did he touch you,did he touch you,¿te tocó?,t'a-t-il touché,hat er dich berührt
148,did she say that,did she say that,ella dijo eso,a-t-elle dit que,hat sie das gesagt
149,did the dog bark,did the dog bark,ladró el perro,le chien a-t-il aboyé,bellte der Hund
150,did they say how,did they say how,¿Dijeron cómo?,ont-ils dit comment,haben sie gesagt wie
151,did they say why,did they say why,¿Dijeron por qué?,ont-ils dit pourquoi,haben sie gesagt warum
152,did you find tom,did you find tom,encontraste a tom,as-tu trouvé tom,hast du tom gefunden
153,did you have fun,did you have fun,Te divertiste,t'es-tu amusé,hattest du Spaß
154,did you kill tom,did you kill tom,mataste a tom,as-tu tué tom,hast du tom getötet
155,did you love tom,did you love tom,amabas a tom,est-ce que tu aimais tom,hast du tom geliebt
156,did you meet her,did you meet her,la conociste,l'avez-vous rencontrée,hast du sie getroffen
157,did you phone me,did you phone me,me llamaste,m'as-tu téléphoné,hast du mich angerufen
158,did you see that,did you see that,Viste eso,as-tu vu ça,hast du das gesehen
159,did you stop tom,did you stop tom,detuviste a tom,as-tu arrêté tom,Hast du Tom angehalten?
160,did you tell tom,did you tell tom,le dijiste a tom,as-tu dit à Tom,hast du tom gesagt
161,did you vote yet,did you vote yet,ya votaste,avez-vous déjà voté,hast du schon abgestimmt
162,do i smell bacon,do i smell bacon,huelo tocino,Est-ce que je sens du bacon,Rieche ich Speck
163,do as i tell you,do as i tell you,haz lo que te digo,fais ce que je te dis,mach was ich dir sage
164,do as i told you,do as i told you,haz lo que te dije,fais comme je t'ai dit,mach es wie ich es dir gesagt habe
165,do as you please,do as you please,Haz lo que quieras,fais comme tu veux,mach was du willst
166,do it delicately,do it delicately,hazlo con delicadeza,faites-le délicatement,mach es vorsichtig
167,do it right away,do it right away,hazlo de inmediato,fais le tout de suite,mach es gleich
168,do what you like,do what you like,has lo que quieras,fais ce qui te plaît,mach was du willst
169,do what you want,do what you want,Haz lo que quieras,Faites ce que vous voulez,"Tun Sie, was Sie wollen"
170,do you eat a lot,do you eat a lot,comes mucho,tu manges beaucoup,isst du viel
171,do you even care,do you even care,Acaso te importa,est-ce que tu en as quelque chose à faire,Interessiert dich das überhaupt
172,do you feel sick,do you feel sick,Te siente mal,Vous sentez-vous malade,Fühlst du dich nicht wohl
173,do you have beer,do you have beer,tienes cerveza,avez-vous de la bière,Hast du Bier
174,do you have them,do you have them,los tienes,est-ce que tu les as,Hast du sie
175,do you have time,do you have time,tienes tiempo,as-tu du temps,habt ihr Zeit
176,do you hear that,do you hear that,escuchas eso,entends-tu cela,hörst du das
177,do you know them,do you know them,Los conoces,tu les connais,kennst du sie
178,do you like beer,do you like beer,Te gusta la cerveza,aimes-tu la bière,Magst du Bier
179,do you like cats,do you like cats,te gustan los gatos,aimes-tu les chats,magst du Katzen
180,do you like dogs,do you like dogs,Te gustan los perros,Aimes tu les chiens,Mögen Sie Hunde
181,do you like fish,do you like fish,Te gusta el pescado,aimes-tu le poisson,Magst du Fisch
182,do you like mine,do you like mine,Te gusta el mío,Est-ce que tu aimes le mien,magst du meines
183,do you like snow,do you like snow,Te gusta la nieve,aimes tu la neige,Magst du Schnee
184,do you like that,do you like that,te gusta eso,est-ce que tu aimes ça,gefällt dir das
185,do you like this,do you like this,Te gusta este,aimes-tu ça,magst du das
186,do you live here,do you live here,vive usted aquí,vivez-vous ici,lebst du hier
187,do you mind much,do you mind much,te importa mucho,cela vous dérange-t-il beaucoup,macht es dir viel aus
188,do you need help,do you need help,necesitas ayuda,as-tu besoin d'aide,brauchst du Hilfe
189,do you own a gun,do you own a gun,Posees un arma,Possédez-vous une arme à feu,Besitzt du eine Waffe
190,do you play golf,do you play golf,juegas al golf,joues-tu au golf,spielst du Golf
191,do you trust her,do you trust her,¿Confías en ella?,as-tu confiance en elle,vertraust du ihr
192,do you want kids,do you want kids,Quieres niños,voulez-vous des enfants,Möchtest du Kinder
193,do you want this,do you want this,quieres esto,veux-tu ça,willst du das
194,do you want wine,do you want wine,quieres vino,veux-tu du vin,willst du wein
195,do you work here,do you work here,Trabajas aquí,travaillez-vous ici,arbeitest du hier
196,do your homework,do your homework,Haz tu tarea,fais tes devoirs,mach deine Hausaufgaben
197,does anyone care,does anyone care,Le importa a alguien,est-ce que quelqu'un s'en soucie,interessiert es jemanden
198,dogs are barking,dogs are barking,los perros ladran,les chiens aboient,Hunde bellen
199,don't ask me why,do not ask me why,no me preguntes porque,ne me demande pas pourquoi,Frage mich nicht warum
200,don't be a moron,do not be a moron,no seas idiota,ne soyez pas un imbécile,Sei kein Idiot
201,don't be alarmed,do not be alarmed,No te alarmes,ne vous inquiétez pas,Sei nicht beunruhigt
202,don't be foolish,do not be foolish,no seas tonto,ne soyez pas stupide,sei nicht leichtsinnig
203,don't be so lazy,do not be so lazy,no seas tan perezoso,ne sois pas si paresseux,sei nicht so faul
204,don't be so slow,do not be so slow,no seas tan lento,ne sois pas si lent,sei nicht so langsam
205,don't come again,do not come again,no vengas de nuevo,ne reviens plus,komm nicht wieder
206,don't deceive me,do not deceive me,no me engañes,ne me trompe pas,täusche mich nicht
207,don't disturb me,do not disturb me,no me molestes,ne me dérange pas,Stör mich nicht
208,"don't do it, tom",do not do it  tom,no lo hagas tom,ne le fais pas tom,Tu es nicht Tom
209,don't drink that,do not drink that,no bebas eso,ne bois pas ça,trink das nicht
210,don't leave town,do not leave town,no dejes la ciudad,ne quitte pas la ville,verlasse die Stadt nicht
211,don't look at it,do not look at it,no lo mires,ne le regarde pas,schau es dir nicht an
212,don't look at me,do not look at me,no me mires,ne me regarde pas,Sie mich nicht an
213,don't look at us,do not look at us,no nos mires,ne nous regarde pas,schau uns nicht an
214,don't lose heart,do not lose heart,No pierdas el corazón,ne perdez pas courage,Verliere nicht den Mut
215,don't make me go,do not make me go,no me hagas ir,ne me fais pas partir,lass mich nicht gehen
216,don't make noise,do not make noise,No hagas ruido,ne faites pas de bruit,Bitte keinen Lärm machen
217,don't mention it,do not mention it,No lo menciones,Je vous en prie,erwähnen Sie es nicht
218,don't pick it up,do not pick it up,no lo recoja,ne le ramassez pas,hebe es nicht auf
219,don't rip me off,do not rip me off,no me arranques,ne m'arnaque pas,verarsch mich nicht
220,don't say a word,do not say a word,no digas una sola palabra,Pas un mot,Sag kein Wort
221,don't talk to me,do not talk to me,no me hables,ne me parlez pas,Rede nicht mit mir
222,don't touch this,do not touch this,no toques esto,Ne touche pas ça,berühre das nicht
223,don't yell at me,do not yell at me,no me grites,ne me cries pas dessus,Schrei mich nicht an
224,don't you get it,do not you get it,no lo entiendes,ne comprends-tu pas,verstehst du es nicht
225,drink more water,drink more water,bebe más agua,boire plus d'eau,trinke mehr Wasser
226,drink some water,drink some water,bebe un poco de agua,bois un peu d'eau,etwas Wasser trinken
227,drink this juice,drink this juice,bebe este jugo,bois ce jus,trinke diesen Saft
228,drinks are on me,drinks are on me,las bebidas corren por mi cuenta,les boissons sont pour moi,Getränke gehen auf mich
229,eat meals slowly,eat meals slowly,comer las comidas lentamente,manger des repas lentement,iss die Mahlzeiten langsam
230,eat your spinach,eat your spinach,come tus espinacas,mange tes épinards,Iss deinen Spinat
231,eat your veggies,eat your veggies,Come tus vegetales,manges tes légumes,Iss dein Gemüse
232,enjoy yourselves,enjoy yourselves,disfruten,Amusez-vous,vergnügt euch
233,everybody agrees,everybody agrees,todos están de acuerdo,tout le monde est d'accord,alle stimmen zu
234,everybody groans,everybody groans,todos gimen,tout le monde grogne,alle stöhnen
235,everybody jumped,everybody jumped,todos saltaron,tout le monde a sauté,alle sprangen
236,everybody saw it,everybody saw it,todos lo vieron,tout le monde l'a vu,alle haben es gesehen
237,everybody smiled,everybody smiled,todos sonrieron,tout le monde a souri,alle lächelten
238,everybody stayed,everybody stayed,todos se quedaron,tout le monde est resté,alle sind geblieben
239,everybody waited,everybody waited,todos esperaron,tout le monde a attendu,alle warteten
240,everybody's dead,everybody s dead,todos están muertos,tout le monde est mort,alle sind tot
241,everybody's here,everybody s here,todos están aquí,tout le monde est ici,alle sind hier
242,everybody's home,everybody s home,todos están en casa,tout le monde est à la maison,Jeder ist zu Hause
243,everybody's safe,everybody s safe,todos están a salvo,tout le monde est en sécurité,jeder ist sicher
244,everyone changes,everyone changes,todo el mundo cambia,tout le monde change,jeder ändert sich
245,everyone cheered,everyone cheered,todos vitorearon,tout le monde a applaudi,alle jubelten
246,everyone escaped,everyone escaped,todos escaparon,tout le monde s'est échappé,alle entkamen
247,everyone had fun,everyone had fun,todos se divirtieron,tout le monde s'est amusé,alle hatten spaß
248,everyone is here,everyone is here,todos estan aqui,tout le monde est ici,alle sind hier
249,everyone laughed,everyone laughed,todos rieron,tout le monde a rigolé,alle lachten
250,everyone noticed,everyone noticed,todos se dieron cuenta,tout le monde a remarqué,alle haben es gemerkt
251,everyone said no,everyone said no,todos dijeron que no,tout le monde a dit non,alle sagten nein
252,everyone's lying,everyone s lying,todo el mundo está mintiendo,tout le monde ment,alle lügen
253,everyone's there,everyone s there,todos están ahí,tout le monde est là,alle sind da
254,everything is ok,everything is ok,todo está bien,tout va bien,alles ist ok
255,evil always wins,evil always wins,el mal siempre gana,le mal gagne toujours,das Böse gewinnt immer
256,explain it to me,explain it to me,Explícamelo,Explique le moi,erklären Sie es mir
257,family is family,family is family,la familia es familia,la famille c'est la famille,Familie ist Familie
258,feed the hamster,feed the hamster,alimentar al hámster,nourrir le hamster,füttere den Hamster
259,fight like a man,fight like a man,lucha como un hombre,se battre comme un homme,Kämpfe wie ein Mann
260,follow my advice,follow my advice,sigue mi consejo,suivez mes conseils,folge meinem Rat
261,follow the rules,follow the rules,sigue las reglas,suis les règles,beachte die Regeln
262,food costs money,food costs money,la comida cuesta dinero,la nourriture coûte de l'argent,Essen kostet Geld
263,for what purpose,for what purpose,Con qué propósito,dans quel but,für welchen Zweck
264,forget about her,forget about her,Olvídate de ella,oublie-la,Vergiss sie
265,gardening is fun,gardening is fun,la jardinería es divertida,le jardinage est un plaisir,Gartenarbeit macht Spaß
266,get away from me,get away from me,alejarse de mí,éloigne-toi de moi,geh weg von mir
267,get back to work,get back to work,volver al trabajo,retourne travailler,zurück an die Arbeit
268,get into the car,get into the car,entrar en el coche,entre dans la voiture,ins Auto steigen
269,get on the horse,get on the horse,sube al caballo,monter sur le cheval,aufs Pferd steigen
270,get on your bike,get on your bike,súbete a tu bicicleta,monte sur ton vélo,steig auf dein Fahrrad
271,get on your feet,get on your feet,ponte de pie,mets-toi debout,auf die Beine kommen
272,get out of there,get out of there,sal de ahí,sors d'ici,Komm da raus
273,get to the point,get to the point,llegar al punto,arriver au point,komm zum Punkt
274,give him a break,give him a break,Dale un descanso,donnez-lui une pause,gib ihm eine Pause
275,give me a chance,give me a chance,Dame una oportunidad,donnes moi une chance,gib mir eine Chance
276,give me a hammer,give me a hammer,dame un martillo,donne moi un marteau,Gib mir einen Hammer
277,give me a minute,give me a minute,Dame un minuto,Donne moi une minute,gib mir eine Minute
278,give me a reason,give me a reason,Dame una razón,Donne moi une raison,gib mir einen Grund
279,give me a second,give me a second,Dame un segundo,donne-moi une seconde,gib mir eine Sekunde
280,give me a tissue,give me a tissue,dame un pañuelo,donne moi un mouchoir,Gib mir ein Taschentuch
281,give me my drink,give me my drink,dame mi bebida,donne moi mon verre,Gib mir mein Getränk
282,give me the ball,give me the ball,Dame el balón,donne moi la balle,Gib mir den Ball
283,give me the book,give me the book,Dame el libro,donne-moi le livre,Gib mir das Buch
284,give me the wine,give me the wine,dame el vino,donne moi le vin,Gib mir den Wein
285,give me your arm,give me your arm,dame tu brazo,donne moi ton bras,Gib mir deinen Arm
286,give me your gun,give me your gun,dame tu arma,donne moi ton arme,Gib mir deine Waffe
287,give them to her,give them to her,dárselos a ella,donne les lui,gib sie ihr
288,give them to him,give them to him,dárselos a él,donne les lui,gib sie ihm
289,give us a chance,give us a chance,Danos una oportunidad,donne nous une chance,Gib uns eine Chance
290,give us a minute,give us a minute,danos un minuto,donne nous une minute,Gib uns eine Minute
291,give us a moment,give us a moment,danos un momento,donne nous un instant,geben Sie uns einen Moment
292,give us a second,give us a second,danos un segundo,donne nous une seconde,gib uns eine Sekunde
293,go back to sleep,go back to sleep,vuelve a dormir,retourne te coucher,geh wieder schlafen
294,go have some fun,go have some fun,ve a divertirte,allez vous amuser,geh und hab spass
295,go on without me,go on without me,ve sin mi,continuer sans moi,mach ohne mich weiter
296,go play with tom,go play with tom,ve a jugar con tom,va jouer avec tom,Geh mit Tom spielen
297,go to the barber,go to the barber,ir al peluquero,aller chez le coiffeur,geh zum friseur
298,go up the stairs,go up the stairs,sube las escaleras,monter les escaliers,geh nach oben
299,go when you want,go when you want,ve cuando quieras,va quand tu veux,geh wann du willst
300,go with the flow,go with the flow,dejarse llevar,suivre le courant,geh mit dem Strom
301,good luck to you,good luck to you,buena suerte para ti,bonne chance à toi,Viel Glück
302,grow up a little,grow up a little,crecer un poco,grandir un peu,etwas erwachsen werden
303,hand me a tissue,hand me a tissue,dame un pañuelo,donne moi un mouchoir,gib mir ein Taschentuch
304,hang on a minute,hang on a minute,Espera un minuto,attends une minute,Moment mal
305,hang on a second,hang on a second,espera un segundo,attends une seconde,warte eine Sekunde
306,have a croissant,have a croissant,tener un croissant,prendre un croissant,ein Croissant haben
307,have a good time,have a good time,Que la pases bien,Amusez-vous bien,Hab viel Spaß
308,have a nice time,have a nice time,Pasar un buen rato,Passez un bon moment,Viel Spaß
309,have a nice trip,have a nice trip,Buen viaje,bon voyage,Gute Reise
310,have a safe trip,have a safe trip,ten un viaje seguro,bon voyage,komme gut nach Hause
311,have some coffee,have some coffee,toma algo de café,Prends un café,einen Kaffee trinken
312,have you decided,have you decided,has decidido,as-tu décidé,hast du dich entschieden
313,have you met her,have you met her,¿la has conocido?,l'as-tu rencontrée,hast du sie getroffen
314,have you ordered,have you ordered,has pedido,avez-vous commandé,hast du bestellt
315,he ate all of it,he ate all of it,se lo comió todo,il a tout mangé,er hat alles gegessen
316,he became a hobo,he became a hobo,se convirtió en un vagabundo,il est devenu clochard,er wurde ein Landstreicher
317,he became famous,he became famous,Él se volvió famoso,il est devenu célèbre,er wurde berühmt
318,he began running,he began running,comenzó a correr,il a commencé à courir,er fing an zu rennen
319,he began to sing,he began to sing,empezó a cantar,il a commencé à chanter,er fing an zu singen
320,he blew the deal,he blew the deal,él arruinó el trato,il a raté l'affaire,er hat den Deal vermasselt
321,he broke his arm,he broke his arm,se rompió el brazo,Il s'est cassé son bras,Er hat sich den Arm gebrochen
322,he broke the law,he broke the law,violó la ley,il a enfreint la loi,er hat das Gesetz gebrochen
323,he can read well,he can read well,él puede leer bien,il sait bien lire,er kann gut lesen
324,he can swim fast,he can swim fast,el puede nadar rapido,il sait nager vite,er kann schnell schwimmen
325,he can swim well,he can swim well,él puede nadar bien,il sait bien nager,er kann gut schwimmen
