,English,English_cleaned,Spanish,French,German
27,i was born in 1972,i was born in 1972,nací en 1972,je suis né en 1972,Ich bin 1972 geboren
28,i was born in 1979,i was born in 1979,nací en 1979,je suis né en 1979,Ich bin 1979 geboren
29,i was busy all day,i was busy all day,estuve ocupado todo el dia,j'étais occupé toute la journée,Ich war den ganzen Tag beschäftigt
30,i was busy cooking,i was busy cooking,estaba ocupado cocinando,j'étais occupé à cuisiner,Ich war mit dem Kochen beschäftigt
31,i was disappointed,i was disappointed,Estaba decepcionado,J'étais déçu,ich war enttäuscht
32,i was disqualified,i was disqualified,fui descalificado,j'ai été disqualifié,ich wurde disqualifiziert
33,i was expecting it,i was expecting it,lo estaba esperando,je m'y attendais,ich hatte es erwartet
34,i was forced to go,i was forced to go,me vi obligado a ir,j'ai été obligé d'y aller,ich wurde gezwungen zu gehen
35,i was glad to help,i was glad to help,me alegró ayudar,j'ai été heureux d'aider,Ich habe gerne geholfen
36,i was just curious,i was just curious,solo tenía curiosidad,J'étais juste curieux,Ich war nur neugierig
37,i was just leaving,i was just leaving,me estaba yendo,je partais juste,Ich wollte gerade gehen
38,i was just teasing,i was just teasing,solo estaba bromeando,je taquinais juste,Ich habe nur gescherzt
39,i was just unlucky,i was just unlucky,solo tuve mala suerte,je n'ai juste pas eu de chance,ich hatte einfach pech
40,i was married once,i was married once,estuve casado una vez,j'ai été marié une fois,Ich war einmal verheiratet
41,i was not drinking,i was not drinking,yo no estaba bebiendo,je ne buvais pas,Ich habe nicht getrunken
42,i was off that day,i was off that day,estaba libre ese dia,j'étais en congé ce jour-là,Ich hatte an diesem Tag frei
43,i was on the phone,i was on the phone,estaba al teléfono,j'étais au téléphone,Ich war am Telefon
44,i was only teasing,i was only teasing,solo estaba bromeando,je ne faisais que taquiner,Ich habe nur gescherzt
45,i was paraphrasing,i was paraphrasing,estaba parafraseando,je paraphrasais,ich paraphrasierte
46,i was raised right,i was raised right,me criaron bien,j'ai été bien élevé,Ich wurde richtig erzogen
47,i was really upset,i was really upset,estaba realmente molesto,j'étais vraiment contrarié,Ich war wirklich verärgert
48,i was scared stiff,i was scared stiff,estaba asustado,j'avais peur,Ich hatte Angst
49,i was sound asleep,i was sound asleep,yo estaba profundamente dormido,je dormais profondément,ich war fest eingeschlafen
50,i was the only man,i was the only man,Yo era el único hombre,j'étais le seul homme,Ich war der einzige Mann
51,i was very careful,i was very careful,tuve mucho cuidado,j'étais très prudent,Ich war sehr vorsichtig
52,i was very jealous,i was very jealous,yo estaba muy celoso,j'étais très jaloux,Ich war sehr eifersüchtig
53,i was very nervous,i was very nervous,Estaba muy nervioso,j'étais très nerveux,Ich war sehr nervös
54,i was very patient,i was very patient,fui muy paciente,j'ai été très patient,ich war sehr geduldig
55,i was very thirsty,i was very thirsty,tenía mucha sed,J'avais très soif,Ich war sehr durstig
56,i was very unlucky,i was very unlucky,tuve mucha mala suerte,j'ai été très malchanceux,Ich hatte großes Pech
57,i was working late,i was working late,estaba trabajando hasta tarde,je travaillais tard,Ich habe spät gearbeitet
58,i was younger then,i was younger then,yo era mas joven entonces,j'étais plus jeune alors,da war ich jünger
59,i wasn't born rich,i was not born rich,no nací rico,je ne suis pas né riche,Ich wurde nicht reich geboren
60,i wasn't consulted,i was not consulted,no me consultaron,je n'ai pas été consulté,Ich wurde nicht konsultiert
61,i wasn't gossiping,i was not gossiping,yo no estaba chismeando,je ne bavardais pas,Ich habe nicht geredet
62,i wasn't listening,i was not listening,no estaba escuchando,je n'écoutais pas,Ich habe nicht zugehört
63,i wasn't satisfied,i was not satisfied,no estaba satisfecho,je n'étais pas satisfait,ich war nicht zufrieden
64,i wasn't told that,i was not told that,no me dijeron eso,on ne m'a pas dit ça,das wurde mir nicht gesagt
65,i watch television,i watch television,yo veo televisión,je regarde la television,Ich sehe Fernsehen
66,i went there today,i went there today,Fui allí hoy,j'y suis allé aujourd'hui,Ich war heute dort
67,i went to the shop,i went to the shop,fui a la tienda,je suis allé au magasin,ich ging zum Laden
68,i will go on ahead,i will go on ahead,seguiré adelante,je vais continuer,Ich gehe weiter
69,i will lose weight,i will lose weight,voy a perder peso,je vais perdre du poids,Ich werde Gewicht verlieren
70,i will protect you,i will protect you,Te protegeré,je te protègerai,ich werde dich schützen
71,i will wait a week,i will wait a week,esperaré una semana,je vais attendre une semaine,Ich werde eine Woche warten
72,i wish i had a car,i wish i had a car,desearía tener un auto,j'aimerais avoir une voiture,"Ich wünschte, ich hätte ein Auto"
73,i wish i had a dog,i wish i had a dog,desearía tener un perro,j'aimerais avoir un chien,"Ich wünschte, ich hätte einen Hund"
74,i wish i were rich,i wish i were rich,desearía ser rico,J'aimerais être riche,ich wünschte ich wäre reich
75,i wish i'd met her,i wish i would met her,desearía haberla conocido,j'aimerais la rencontrer,"Ich wünschte, ich würde sie treffen"
76,i won the election,i won the election,gané la elección,j'ai gagné l'élection,Ich habe die Wahl gewonnen
77,i won't bother you,i will not bother you,no te molestaré,Je ne vais pas vous déranger,Ich werde nicht stören
78,i won't follow you,i will not follow you,no te seguiré,je ne te suivrai pas,Ich werde dir nicht folgen
79,i won't get caught,i will not get caught,no me atraparán,je ne me ferai pas prendre,Ich werde nicht erwischt
80,i won't let you in,i will not let you in,no te dejaré entrar,je ne te laisserai pas entrer,ich lass dich nicht rein
81,i won't say a word,i will not say a word,no diré una palabra,je ne dirai pas un mot,Ich werde kein Wort sagen
82,i worked on a farm,i worked on a farm,trabajé en una granja,j'ai travaillé dans une ferme,Ich habe auf einem Bauernhof gearbeitet
83,i would've done it,i would have done it,Yo lo habría hecho,je l'aurais fait,ich hätte es getan
84,i wouldn't do that,i wouldn t do that,yo no haría eso,je ne ferais pas ça,das würde ich nicht machen
85,i wrote it for tom,i wrote it for tom,lo escribí para tom,je l'ai écrit pour tom,Ich habe es für Tom geschrieben
86,"i'd better go, too",i would better go  too,mejor me voy tambien,je ferais mieux d'y aller aussi,Ich würde auch besser gehen
87,i'd forgotten that,i would forgotten that,lo olvidaria,je l'oublierais,das werd ich vergessen
88,i'd never hire tom,i would never hire tom,nunca contrataría a tom,je n'embaucherais jamais tom,Ich würde Tom nie einstellen
89,i'd rather not try,i would rather not try,prefiero no intentarlo,je préfère ne pas essayer,Ich würde es lieber nicht versuchen
90,i'll be right back,i will be right back,ya vuelvo,Je reviens tout de suite,ich bin gleich wieder da
91,i'll bring it back,i will bring it back,lo traeré de vuelta,je vais le ramener,Ich werde es zurückbringen
92,i'll buy a new one,i will buy a new one,voy a comprar uno nuevo,je vais en acheter un nouveau,Ich werde eine neue kaufen
93,i'll call the chef,i will call the chef,llamaré al chef,je vais appeler le chef,Ich werde den Koch anrufen
94,i'll call the cops,i will call the cops,llamaré a la policía,je vais appeler les flics,Ich werde die Polizei rufen
95,i'll come tomorrow,i will come tomorrow,volveré mañana,je viendrai demain,Ich werde morgen kommen
96,i'll come with you,i will come with you,voy a ir contigo,je viendrai avec toi,ich werde mit dir kommen
97,i'll cover for you,i will cover for you,cubriré por ti,je vais couvrir pour vous,Ich werde für dich decken
98,i'll do that later,i will do that later,Lo haré más tarde,je le ferai plus tard,das mache ich später
99,i'll do the dishes,i will do the dishes,lavaré los platos,je vais faire la vaisselle,Ich werde den Abwasch machen
100,i'll explain later,i will explain later,lo explicaré más tarde,j'expliquerai plus tard,Ich werde es später erklären
101,i'll foot the bill,i will foot the bill,pagaré la cuenta,je paierai la facture,Ich werde die Rechnung bezahlen
102,i'll get rid of it,i will get rid of it,me desharé de eso,je vais m'en débarrasser,Ich werde es los
103,i'll get the check,i will get the check,conseguiré el cheque,je vais recevoir le chèque,Ich werde den Scheck bekommen
104,i'll give it a try,i will give it a try,Voy a darle una oportunidad,Je vais essayer,Ich werde es versuchen
105,i'll go downstairs,i will go downstairs,iré abajo,je vais descendre,Ich werde nach unten gehen
106,i'll go get my car,i will go get my car,iré a buscar mi coche,je vais chercher ma voiture,Ich werde mein Auto holen
107,i'll go next month,i will go next month,iré el próximo mes,j'irai le mois prochain,Ich werde nächsten Monat gehen
108,i'll handle things,i will handle things,manejaré las cosas,je vais gérer les choses,Ich werde die Dinge erledigen
109,i'll have the same,i will have the same,tendré lo mismo,j'aurai le même,ich werde das gleiche haben
110,i'll help you pack,i will help you pack,te ayudaré a empacar,je vais t'aider à emballer,Ich helfe dir beim Packen
111,i'll introduce you,i will introduce you,te presentaré,Je vais vous présenter,Ich werde dich vorstellen
112,i'll know tomorrow,i will know tomorrow,lo sabré mañana,je saurai demain,Ich werde es morgen wissen
113,i'll make some tea,i will make some tea,voy a hacer un poco de té,je vais faire du thé,Ich werde Tee machen
114,i'll never give up,i will never give up,nunca me rendiré,je n'abandonnerai jamais,ich werde niemals aufgeben
115,i'll never make it,i will never make it,nunca lo lograré,je n'y arriverai jamais,Ich werde es nie schaffen
116,i'll pay for lunch,i will pay for lunch,voy a pagar el almuerzo,je paierai le déjeuner,Ich bezahle das Mittagessen
117,i'll play with you,i will play with you,jugaré contigo,je jouerai avec toi,Ich werde mit dir spielen
118,i'll read anything,i will read anything,leeré cualquier cosa,je lirai n'importe quoi,Ich werde alles lesen
119,i'll read the book,i will read the book,leeré el libro,je vais lire le livre,Ich werde das Buch lesen
120,i'll remember that,i will remember that,Recordaré eso,Je vais me souvenir de cela,ich werde mich daran erinnern
121,i'll repair it now,i will repair it now,lo repararé ahora,je vais le réparer maintenant,ich werde es jetzt reparieren
122,i'll see you later,i will see you later,te veré más tarde,Je vous verrai plus tard,wir sehen uns später
123,i'll see you there,i will see you there,Te veré allí,On se retrouve là-bas,ich werde dich dort sehen
124,i'll stay involved,i will stay involved,me mantendré involucrado,je resterai impliqué,Ich bleibe dabei
125,i'll stop gambling,i will stop gambling,dejaré de apostar,je vais arrêter de jouer,Ich werde aufhören zu spielen
126,i'll take a shower,i will take a shower,me ducharé,je vais prendre une douche,ich werde eine Dusche nehmen
127,i'll take anything,i will take anything,tomaré cualquier cosa,je prendrai n'importe quoi,Ich werde alles nehmen
128,i'll take that one,i will take that one,tomaré ese,je vais prendre celui-là,den nehme ich
129,i'll tell him that,i will tell him that,le diré eso,je lui dirai que,das werde ich ihm sagen
130,i'll think it over,i will think it over,lo pensaré,je vais y réfléchir,Ich werde darüber nachdenken
131,i'm tom's neighbor,i am tom s neighbor,soy el vecino de tom,je suis le voisin de tom,Ich bin Toms Nachbar
132,i'm a fast learner,i am a fast learner,yo aprendo rapido,j'apprend vite,Ich lerne schnell
133,i'm a good teacher,i am a good teacher,soy un buen maestro,je suis un bon professeur,Ich bin ein guter Lehrer
134,i'm a little child,i am a little child,soy un niño pequeño,je suis un petit enfant,Ich bin ein kleines Kind
135,i'm a little dizzy,i am a little dizzy,estoy un poco mareado,je suis un peu étourdi,mir ist etwas schwindelig
136,i'm a little drunk,i am a little drunk,estoy un poco borracho,je suis un peu ivre,Ich bin ein bisschen betrunken
137,i'm a little rusty,i am a little rusty,estoy un poco oxidado,je suis un peu rouillé,ich bin etwas eingerostet
138,i'm a little tired,i am a little tired,Estoy un poco cansado,Je suis un peu fatigué,Ich bin ein bisschen müde
139,i'm a mature adult,i am a mature adult,soy un adulto maduro,je suis un adulte mature,Ich bin ein reifer Erwachsener
140,i'm a photographer,i am a photographer,Soy fotógrafo,Je suis un photographe,Ich bin Photograph
141,i'm a slow learner,i am a slow learner,soy un aprendiz lento,j'apprends lentement,Ich bin ein langsamer Lerner
142,i'm a teacher here,i am a teacher here,soy un maestro aquí,je suis enseignant ici,Ich bin hier Lehrer
143,"i'm a tourist, too",i am a tourist  too,yo tambien soy turista,je suis aussi un touriste,Ich bin auch ein Tourist
144,i'm a truck driver,i am a truck driver,soy camionero,je suis chauffeur de camion,Ich bin LKW-Fahrer
145,i'm about to leave,i am about to leave,estoy a punto de irme,je suis sur le point de partir,ich bin dabei zu gehen
146,i'm afraid i can't,i am afraid i cannot,me temo que no puedo,J'ai peur de ne pas pouvoir,ich fürchte ich kann nicht
147,i'm afraid of bats,i am afraid of bats,tengo miedo a los murcielagos,j'ai peur des chauves-souris,ich habe angst vor fledermäusen
148,i'm afraid of dogs,i am afraid of dogs,tengo miedo de los perros,j'ai peur des chiens,ich habe Angst vor Hunden
149,i'm alive and well,i am alive and well,estoy vivo y bien,je suis bien vivant,Ich lebe und es geht mir gut
150,i'm always at home,i am always at home,siempre estoy en casa,je suis toujours à la maison,Ich bin immer zu Hause
151,i'm always careful,i am always careful,siempre tengo cuidado,je suis toujours prudent,ich bin immer vorsichtig
152,i'm always thirsty,i am always thirsty,siempre tengo sed,j'ai toujours soif,Ich habe immer Durst
153,i'm as tall as tom,i am as tall as tom,soy tan alto como tom,je suis aussi grand que tom,Ich bin so groß wie Tom
154,i'm as tall as you,i am as tall as you,soy tan alto como tu,je suis aussi grand que toi,Ich bin so groß wie du
155,i'm at tom's house,i am at tom s house,estoy en la casa de tom,je suis chez tom,Ich bin bei Tom zu Hause
156,i'm being followed,i am being followed,estoy siendo seguido,je suis suivi,ich werde verfolgt
157,i'm being harassed,i am being harassed,estoy siendo acosado,je suis harcelé,ich werde belästigt
158,i'm being promoted,i am being promoted,estoy siendo promovido,je suis promu,ich werde befördert
159,i'm being punished,i am being punished,estoy siendo castigado,je suis puni,ich werde bestraft
160,i'm being sensible,i am being sensible,estoy siendo sensato,je suis raisonnable,Ich bin vernünftig
161,i'm bleeding badly,i am bleeding badly,estoy sangrando mucho,je saigne beaucoup,ich blute stark
162,i'm bored to death,i am bored to death,estoy muerto de aburrimiento,je m'ennuie à mourir,ich langweile mich zu tode
163,i'm busy on monday,i am busy on monday,estoy ocupado el lunes,je suis occupé le lundi,Ich bin am Montag beschäftigt
164,i'm buying a puppy,i am buying a puppy,estoy comprando un cachorro,j'achète un chiot,Ich kaufe einen Welpen
165,i'm claustrophobic,i am claustrophobic,soy claustrofobico,je suis claustrophobe,Ich bin klaustrophobisch
166,i'm coming at once,i am coming at once,vengo de una vez,je viens tout de suite,Ich komme gleich
167,i'm counting on it,i am counting on it,estoy contando con eso,je compte dessus,ich rechne damit
168,i'm digging a hole,i am digging a hole,estoy cavando un hoyo,je creuse un trou,Ich grabe ein Loch
169,i'm drinking water,i am drinking water,estoy bebiendo agua,je bois de l'eau,ich trinke Wasser
170,i'm feeling better,i am feeling better,me siento mejor,je me sens mieux,Ich fühle mich besser
171,i'm feeling hungry,i am feeling hungry,Estoy sintiendo hambre,j'ai faim,Ich fühle mich hungrig
172,i'm free on sunday,i am free on sunday,estoy libre el domingo,je suis libre le dimanche,Sonntag habe ich frei
173,i'm from singapore,i am from singapore,Soy de Singapur,je viens de Singapour,Ich bin aus Singapur
174,i'm gaining weight,i am gaining weight,estoy aumentando de peso,je prends du poids,ich nehme zu
175,i'm getting better,i am getting better,estoy mejorando,je vais mieux,Ich werde besser
176,i'm getting hungry,i am getting hungry,Estoy empezando a tener hambre,Je suis affamé,ich werde hungrig
177,i'm getting poorer,i am getting poorer,me estoy volviendo mas pobre,je deviens plus pauvre,ich werde ärmer
178,i'm getting sleepy,i am getting sleepy,Me estoy quedando dormido,je commence à avoir sommeil,ich werde müde
179,i'm giving it back,i am giving it back,lo estoy devolviendo,je le rends,ich gebe es zurück
180,i'm glad i'm a man,i am glad i am a man,me alegro de ser un hombre,je suis content d'être un homme,"Ich bin froh, dass ich ein Mann bin"
181,i'm glad it's over,i am glad it is over,me alegro de que haya terminado,je suis content que ce soit fini,"Ich bin froh, dass es vorbei ist"
182,i'm going downtown,i am going downtown,voy al centro,je vais au centre-ville,Ich gehe in die Innenstadt
183,i'm going home now,i am going home now,Voy a casa ahora,je vais à la maison maintenant,ich gehe jetzt nachhause
184,i'm going to fight,i am going to fight,voy a pelear,je vais me battre,Ich werde kämpfen
185,i'm going to flunk,i am going to flunk,voy a reprobar,je vais rater,ich werde durchfallen
186,i'm going to leave,i am going to leave,me voy a ir,je vais partir,Ich werde gehen
187,i'm going to relax,i am going to relax,me voy a relajar,je vais me détendre,ich werde mich entspannen
188,i'm going to sleep,i am going to sleep,me voy a dormir,je vais dormir,ich gehe schlafen
189,i'm going to study,i am going to study,voy a estudiar,je vais étudier,ich werde studieren
190,i'm going with tom,i am going with tom,voy con tom,je vais avec tom,Ich gehe mit Tom
191,i'm good at skiing,i am good at skiing,soy bueno esquiando,je suis doué pour le ski,Ich kann gut Ski fahren
192,i'm happy to do it,i am happy to do it,estoy feliz de hacerlo,je suis content de le faire,Ich mache es gerne
193,i'm here and ready,i am here and ready,estoy aquí y listo,je suis là et prêt,Ich bin hier und bereit
194,i'm here to listen,i am here to listen,estoy aquí para escuchar,je suis ici pour écouter,"Ich bin hier, um zuzuhören"
195,"i'm here, aren't i",i am here  are not i,estoy aqui no,je suis ici n'est-ce pas,"Ich bin hier, bin ich nicht"
196,i'm in bad trouble,i am in bad trouble,estoy en un mal problema,je suis en mauvaise posture,Ich bin in großen Schwierigkeiten
197,i'm in bed reading,i am in bed reading,estoy en la cama leyendo,je suis au lit en train de lire,Ich liege im Bett und lese
198,i'm in charge here,i am in charge here,estoy a cargo aquí,je suis responsable ici,ich bin hier verantwortlich
199,i'm in good health,i am in good health,Estoy sano,Je suis en bonne santé,Ich bin gesund
200,i'm in the bathtub,i am in the bathtub,estoy en la bañera,je suis dans la baignoire,Ich bin in der Badewanne
201,i'm in trouble now,i am in trouble now,estoy en problemas ahora,je suis en difficulté maintenant,Ich bin jetzt in Schwierigkeiten
202,i'm just a teacher,i am just a teacher,solo soy un maestro,je ne suis qu'un enseignant,Ich bin nur ein Lehrer
203,i'm just a tourist,i am just a tourist,solo soy un turista,je ne suis qu'un touriste,Ich bin nur ein Tourist
204,i'm just beginning,i am just beginning,apenas estoy comenzando,je ne fais que commencer,Ich fange gerade an
205,"i'm late, aren't i",i am late  are not i,llego tarde no,je suis en retard n'est-ce pas,"Ich bin spät dran, nicht wahr?"
206,i'm laying you off,i am laying you off,te estoy despidiendo,je te licencie,Ich entlasse dich
207,i'm learning music,i am learning music,estoy aprendiendo musica,j'apprends la musique,Ich lerne Musik
208,i'm letting you go,i am letting you go,te estoy dejando ir,je te laisse partir,Ich lasse dich gehen
209,i'm no one special,i am no one special,no soy nadie especial,je ne suis personne de spécial,Ich bin niemand Besonderes
210,i'm not a criminal,i am not a criminal,no soy un criminal,je ne suis pas un criminel,Ich bin kein Verbrecher
211,i'm not a magician,i am not a magician,no soy un mago,je ne suis pas un magicien,Ich bin kein Zauberer
212,i'm not a murderer,i am not a murderer,no soy un asesino,je ne suis pas un meurtrier,Ich bin kein Mörder
213,i'm not a pacifist,i am not a pacifist,no soy pacifista,je ne suis pas pacifiste,Ich bin kein Pazifist
214,i'm not busy today,i am not busy today,no estoy ocupado hoy,je ne suis pas occupé aujourd'hui,Ich bin heute nicht beschäftigt
215,i'm not dating tom,i am not dating tom,no estoy saliendo con tom,je ne sors pas avec tom,Ich bin nicht mit Tom zusammen
216,i'm not delusional,i am not delusional,no estoy delirando,je ne me fais pas d'illusion,Ich bin nicht wahnhaft
217,i'm not denying it,i am not denying it,no lo estoy negando,je ne le nie pas,ich leugne es nicht
218,i'm not doing that,i am not doing that,no voy a hacer eso,je ne fais pas ça,das mache ich nicht
219,i'm not famous yet,i am not famous yet,todavía no soy famoso,je ne suis pas encore célèbre,Ich bin noch nicht berühmt
220,i'm not going away,i am not going away,no me voy,je ne m'en vais pas,ich gehe nicht weg
221,i'm not good at it,i am not good at it,yo no soy buena en eso,je ne suis pas bon dans ce domaine,ich bin nicht gut darin
222,i'm not happy here,i am not happy here,no soy feliz aqui,je ne suis pas heureux ici,Ich bin hier nicht glücklich
223,i'm not hungry now,i am not hungry now,no tengo hambre ahora,je n'ai plus faim maintenant,Ich habe jetzt keinen Hunger
224,i'm not hungry yet,i am not hungry yet,todavía no tengo hambre,je n'ai pas encore faim,Ich habe noch keinen Hunger
225,i'm not in trouble,i am not in trouble,no estoy en problemas,je ne suis pas en difficulté,Ich bin nicht in Schwierigkeiten
226,i'm not invincible,i am not invincible,no soy invencible,je ne suis pas invincible,ich bin nicht unbesiegbar
227,"i'm not late, am i",i am not late  am i,no llego tarde,je ne suis pas en retard,"Ich bin nicht zu spät, oder?"
228,i'm not old enough,i am not old enough,no soy lo suficientemente mayor,je ne suis pas assez vieux,Ich bin nicht alt genug
229,i'm not overweight,i am not overweight,no tengo sobrepeso,je ne suis pas en surpoids,ich bin nicht übergewichtig
230,i'm not photogenic,i am not photogenic,no soy fotogenico,je ne suis pas photogénique,Ich bin nicht fotogen
231,i'm not quite sure,i am not quite sure,no estoy seguro,je ne suis pas sûr,ich bin mir nicht ganz sicher
232,i'm not that crazy,i am not that crazy,no estoy tan loco,je ne suis pas si fou,Ich bin nicht so verrückt
233,i'm not that drunk,i am not that drunk,no estoy tan borracho,je ne suis pas si ivre,Ich bin nicht so betrunken
234,i'm not that lucky,i am not that lucky,no soy tan afortunado,je n'ai pas cette chance,Ich habe nicht so viel Glück
235,i'm not that naive,i am not that naive,no soy tan ingenuo,je ne suis pas si naïf,ich bin nicht so naiv
236,i'm not your enemy,i am not your enemy,No soy tu enemigo,Je ne suis pas ton ennemi,Ich bin nicht dein Feind
237,i'm not your slave,i am not your slave,no soy tu esclavo,je ne suis pas ton esclave,Ich bin nicht dein Sklave
238,i'm off to the gym,i am off to the gym,me voy al gimnasio,je vais à la gym,Ich gehe ins Fitnessstudio
239,i'm on the balcony,i am on the balcony,estoy en el balcon,je suis sur le balcon,Ich bin auf dem Balkon
240,i'm out of control,i am out of control,Estoy fuera de control,je suis hors de contrôle,Ich bin außer Kontrolle
241,i'm reading a book,i am reading a book,Estoy leyendo un libro,je lis un livre,ich lese ein Buch
242,"i'm ready now, tom",i am ready now  tom,estoy listo ahora tom,je suis prêt maintenant tom,Ich bin jetzt bereit Tom
243,i'm ready to fight,i am ready to fight,estoy listo para pelear,je suis prêt à me battre,Ich bin bereit zu kämpfen
244,i'm ready to start,i am ready to start,Estoy listo para empezar,je suis prêt à commencer,Ich bin startklar
245,i'm really shocked,i am really shocked,estoy realmente sorprendido,je suis vraiment choqué,Ich bin wirklich schockiert
246,i'm scared of dogs,i am scared of dogs,tengo miedo de los perros,j'ai peur des chiens,ich habe angst vor hunden
247,i'm seeing someone,i am seeing someone,estoy viendo a alguien,je vois quelqu'un,Ich sehe jemanden
248,i'm seldom at home,i am seldom at home,rara vez estoy en casa,je suis rarement à la maison,Ich bin selten zu Hause
249,i'm selling my car,i am selling my car,estoy vendiendo mi auto,je vends ma voiture,Ich verkaufe mein Auto
250,i'm so embarrassed,i am so embarrassed,Estoy tan avergonzado,Je suis tellement gênée,Ich bin so beschämt
251,i'm somewhat dizzy,i am somewhat dizzy,estoy algo mareado,j'ai un peu le vertige,mir ist etwas schwindelig
252,i'm sorry i'm late,i am sorry i am late,lo siento estoy retrasado,je suis désolé je suis en retard,"Entschuldigung, dass ich zu spät bin"
253,i'm still a member,i am still a member,sigo siendo miembro,je suis toujours membre,Ich bin immer noch Mitglied
254,i'm still in shape,i am still in shape,todavía estoy en forma,je suis toujours en forme,Ich bin immer noch in Form
255,i'm still in shock,i am still in shock,todavía estoy en estado de shock,je suis encore sous le choc,ich bin immer noch schockiert
256,i'm still learning,i am still learning,Todavía estoy aprendiendo,je suis toujours en train d'apprendre,Ich lerne noch
257,i'm still not sure,i am still not sure,Todavía no estoy seguro,Je ne suis toujours pas sûr,ich bin mir immer noch nicht sicher
258,i'm still positive,i am still positive,sigo siendo positivo,je suis toujours positif,Ich bin immer noch positiv
259,i'm suddenly tired,i am suddenly tired,de repente estoy cansado,je suis soudainement fatigué,Ich bin plötzlich müde
260,i'm supporting you,i am supporting you,te estoy apoyando,je te soutiens,ich unterstütze dich
261,i'm supposed to go,i am supposed to go,se supone que debo ir,je suis censé y aller,ich soll gehen
262,i'm terribly sorry,i am terribly sorry,lo siento terriblemente,je suis terriblement désolé,Es tut mir furchtbar leid
263,i'm thrilled to go,i am thrilled to go,estoy emocionado de ir,je suis ravi d'y aller,Ich bin begeistert zu gehen
264,i'm trying my best,i am trying my best,Estoy haciendo mi mejor esfuerzo,J'essaye de faire de mon mieux,Ich versuche mein Bestes
265,i'm trying to rest,i am trying to rest,estoy tratando de descansar,j'essaie de me reposer,Ich versuche mich auszuruhen
266,i'm trying to work,i am trying to work,estoy tratando de trabajar,j'essaie de travailler,Ich versuche zu arbeiten
267,i'm twice your age,i am twice your age,tengo el doble de tu edad,j'ai deux fois ton âge,Ich bin doppelt so alt wie du
268,i'm unenthusiastic,i am unenthusiastic,no estoy entusiasmado,je ne suis pas enthousiaste,ich bin lustlos
269,i'm used to it now,i am used to it now,estoy acostumbrado ahora,je suis habitué maintenant,ich habe mich jetzt daran gewöhnt
270,i'm using that cup,i am using that cup,estoy usando esa taza,j'utilise cette tasse,Ich benutze diese Tasse
271,i'm very fortunate,i am very fortunate,soy muy afortunado,je suis très chanceux,Ich bin sehr glücklich
272,i'm very happy now,i am very happy now,Estoy muy feliz ahora,Je suis très heureux maintenant,Ich bin jetzt sehr glücklich
273,i'm very impressed,i am very impressed,estoy muy impresionado,je suis vraiment impressionné,Ich bin sehr beeindruckt
274,i'm working harder,i am working harder,estoy trabajando más duro,je travaille plus dur,Ich arbeite härter
