,English,English_cleaned,Spanish,French,German
46,i'm totally drunk,i am totally drunk,estoy totalmente borracho,je suis totalement ivre,ich bin total betrunken
47,i'm uncomfortable,i am uncomfortable,estoy incomodo,je suis mal à l'aise,ich fühle mich unwohl
48,i'm working on it,i am working on it,Estoy trabajando en eso,je travaille dessus,ich arbeite daran
49,i'm your neighbor,i am your neighbor,soy tu vecino,je suis ton voisin,Ich bin dein Nachbar
50,i've been evicted,i have been evicted,he sido desalojado,j'ai été expulsé,Ich wurde vertrieben
51,i've been injured,i have been injured,he sido herido,j'ai été blessé,Ich bin verletzt worden
52,i've been tricked,i have been tricked,he sido engañado,j'ai été trompé,Ich bin ausgetrickst worden
53,i've been working,i have been working,he estado trabajando,j'ai travaillé,Ich habe gearbeitet
54,i've got bad news,i have got bad news,tengo malas noticias,j'ai de mauvaises nouvelles,Ich habe schlechte Nachrichten
55,i've got my pride,i have got my pride,tengo mi orgullo,j'ai ma fierté,Ich habe meinen Stolz
56,i've got them all,i have got them all,los tengo todos,je les ai tous,ich habe sie alle
57,i've heard enough,i have heard enough,he escuchado suficiente,j'en ai assez entendu,Ich habe genug gehört
58,i've heard of you,i have heard of you,he oído hablar de ti,j'ai entendu parler de toi,ich habe von dir gehört
59,i've heard rumors,i have heard rumors,he escuchado rumores,j'ai entendu des rumeurs,Ich habe Gerüchte gehört
60,i've lost my keys,i have lost my keys,he perdido mis llaves,j'ai perdu mes clés,ich habe meine Schlüssel verloren
61,identify yourself,identify yourself,Identifícate,Identifiez-vous,identifizieren Sie sich
62,is tom doing okay,is tom doing okay,¿Tom está bien?,est-ce que tom va bien,Geht es Tom gut
63,"is tom there, too",is tom there  too,¿Está Tom allí también?,est-ce que tom est là aussi,Tom ist auch da
64,is anyone looking,is anyone looking,hay alguien mirando,est-ce que quelqu'un cherche,sucht jemand
65,is anything wrong,is anything wrong,Hay algún problema,y a-t-il quelque chose qui ne va pas,Ist etwas falsch
66,is everybody busy,is everybody busy,¿Están todos ocupados?,est-ce que tout le monde est occupé,sind alle beschäftigt
67,is everybody here,is everybody here,Esta todo el mundo aqui,est-ce que tout le monde est ici,sind alle hier
68,is everybody okay,is everybody okay,¿Están todos bien?,est-ce que tout le monde va bien,geht es allen gut
69,is he nice to her,is he nice to her,¿Es amable con ella?,est-il gentil avec elle,ist er nett zu ihr
70,is her story true,is her story true,es su historia verdadera,est-ce que son histoire est vraie,ist ihre Geschichte wahr
71,is it complicated,is it complicated,es complicado,est-ce compliqué,ist es kompliziert
72,is it raining now,is it raining now,Está lloviendo ahora,est-ce qu'il pleut maintenant,Es regnet jetzt
73,is it that urgent,is it that urgent,es tan urgente,est-ce si urgent,ist es so dringend
74,is life here hard,is life here hard,es la vida aquí difícil,est-ce que la vie ici est dure,ist das Leben hier hart
75,is one of you tom,is one of you tom,es uno de ustedes tom,est l'un de vous tom,ist einer von euch Tom
76,is somebody there,is somebody there,Hay alguien ahí,Y a-t-il quelqu'un,ist da jemand
77,is sugar a poison,is sugar a poison,es el azucar un veneno,le sucre est-il un poison,ist zucker ein gift
78,is that a new car,is that a new car,es que un coche nuevo,est-ce une nouvelle voiture,ist das ein neuwagen
79,is that a problem,is that a problem,es eso un problema,est-ce un problème,ist das ein Problem
80,is that a promise,is that a promise,eso es una promesa,est-ce une promesse,ist das ein Versprechen
81,is that all clear,is that all clear,¿Está todo claro?,est-ce que tout est clair,ist das alles klar
82,is that important,is that important,es tan importante,est-ce important,ist das wichtig
83,is that mandatory,is that mandatory,es obligatorio,est ce obligatoire,ist das Pflicht
84,is that necessary,is that necessary,Es eso necesario,est-ce nécessaire,ist das nötig
85,is that not clear,is that not clear,¿No está claro?,n'est-ce pas clair,ist das nicht klar
86,is that notarized,is that notarized,es eso notariado,est-ce notarié,ist das notariell beglaubigt
87,is that pure gold,is that pure gold,eso es oro puro,est-ce de l'or pur,ist das reines Gold
88,is that warranted,is that warranted,¿Está garantizado?,est-ce justifié,ist das gerechtfertigt
89,is that your book,is that your book,ese es tu libro,est-ce ton livre,ist das dein Buch
90,is that your goal,is that your goal,es ese tu objetivo,c'est ton but,ist das dein Ziel
91,is that your name,is that your name,Ese es tu nombre,Est-ce votre nom,Ist das dein Name
92,is that your room,is that your room,es esa tu habitación,Est ce votre chambre,Ist das dein Zimmer
93,is that your wife,is that your wife,es tu esposa,c'est ta femme,ist das deine Frau
94,is the bath ready,is the bath ready,¿Está listo el baño?,le bain est-il prêt,ist das Bad fertig
95,is the boss there,is the boss there,esta el jefe ahi,est le patron là-bas,ist dort der Chef
96,is the coffee hot,is the coffee hot,¿El café está caliente?,le café est-il chaud,Ist der Kaffee heiß
97,is the party over,is the party over,se acabo la fiesta,la fête est finie,ist die Party vorbei
98,is the sun up yet,is the sun up yet,¿Ya salió el sol?,le soleil est-il encore levé,ist die Sonne schon aufgegangen
99,is the water deep,is the water deep,es el agua profunda,est l'eau profonde,ist das Wasser tief
100,is there a curfew,is there a curfew,hay toque de queda,y a-t-il un couvre-feu,gibt es eine Ausgangssperre
101,is there a reward,is there a reward,hay una recompensa,y a-t-il une récompense,gibt es eine belohnung
102,is this tom's car,is this tom s car,es este el coche de tom,est-ce la voiture de tom,ist das auto von tom
103,is this all right,is this all right,¿Está todo bien?,est-ce que tout va bien,ist das in ordnung
104,is this all yours,is this all yours,es todo tuyo,est-ce tout à toi,ist das alles deins
105,is this lake deep,is this lake deep,es este lago profundo,ce lac est-il profond,ist dieser See tief
106,is this pen yours,is this pen yours,¿Es tuyo este bolígrafo?,est-ce que ce stylo est à toi,gehört dieser stift dir
107,is this pure gold,is this pure gold,es este oro puro,est-ce de l'or pur,ist das reines Gold
108,is this seat free,is this seat free,está libre este asiento,cette place est-elle libre,Ist dieser Platz frei
109,is this seat open,is this seat open,¿Este asiento está abierto?,ce siège est-il ouvert,Ist dieser Platz offen?
110,is this your beer,is this your beer,esta es tu cerveza,est-ce votre bière,ist das dein bier
111,is this your bike,is this your bike,esta es tu moto,est-ce votre vélo,ist das dein Fahrrad
112,is this your book,is this your book,Es este tu libro,est-ce votre livre,ist das dein Buch
113,is this your room,is this your room,esta es tu habitación,Est-ce que c'est votre chambre,ist das dein Zimmer
114,is this your wine,is this your wine,es este tu vino,est-ce votre vin,Ist das dein Wein?
115,is your house big,is your house big,tu casa es grande,Est-ce que ta maison est grande,ist dein Haus groß
116,is your wife tall,is your wife tall,¿Tu esposa es alta?,est-ce que ta femme est grande,ist deine frau groß
117,isn't that better,is not that better,no es eso mejor,n'est-ce pas mieux,ist das nicht besser
118,isn't that enough,is not that enough,No es eso suficiente,n'est-ce pas assez,ist das nicht genug
119,it became useless,it became useless,se volvió inútil,c'est devenu inutile,es wurde nutzlos
120,it belongs to tom,it belongs to tom,pertenece a tom,il appartient à tom,es gehört tom
121,it can't hurt you,it cannot hurt you,no te puede hacer daño,ça ne peut pas te faire de mal,es kann dir nicht schaden
122,it cannot be true,it cannot be true,No puede ser cierto,CA ne peut pas être vrai,Das kann nicht wahr sein
123,it depends on you,it depends on you,depende de ti,cela dépend de toi,es hängt von dir ab
124,it didn't go well,it did not go well,no salió bien,ça ne s'est pas bien passé,es ging nicht gut
125,it doesn't matter,it does not matter,no importa,ce n'est pas important,es ist egal
126,it fell to pieces,it fell to pieces,se cayó en pedazos,il est tombé en morceaux,es zerfiel
127,it goes both ways,it goes both ways,va en ambos sentidos,ça va dans les deux sens,es geht in beide Richtungen
128,it has cooled off,it has cooled off,se ha enfriado,il s'est refroidi,es hat sich abgekühlt
129,it has to be done,it has to be done,Tiene que hacerse,il faut le faire,Es muss getan werden
130,it is a love song,it is a love song,es una cancion de amor,c'est une chanson d'amour,es ist ein liebeslied
131,it is pretty cold,it is pretty cold,hace bastante frio,il fait assez froid,es ist ziemlich kalt
132,it is sunny today,it is sunny today,hoy esta soleado,il fait beau aujourd'hui,heute ist es sonnig
133,it is windy today,it is windy today,hace viento hoy,Il y a du vent aujourd'hui,es ist windig heute
134,it isn't optional,it is not optional,no es opcional,ce n'est pas facultatif,es ist nicht optional
135,it isn't over yet,it is not over yet,no ha terminado todavía,ce ne est pas encore terminée,es ist noch nicht vorbei
136,it isn't that bad,it is not that bad,No es tan malo,Ce n'est pas si mal,Es ist nicht so schlimm
137,it looks familiar,it looks familiar,parece familiar,ça a l'air familier,es kommt mir bekannt vor
138,it makes no sense,it makes no sense,no tiene sentido,cela n'a aucun sens,das macht keinen Sinn
139,it must be washed,it must be washed,debe ser lavado,il faut le laver,es muss gewaschen werden
140,it never gets old,it never gets old,Nunca envejece,ça ne vieillit jamais,es wird nie alt
141,it never happened,it never happened,nunca sucedió,ce n'est jamais arrivé,Es ist nie passiert
142,it rained all day,it rained all day,llovió todo el día,il a plu toute la journée,es hat den ganzen Tag geregnet
143,it rained heavily,it rained heavily,llovió mucho,il a beaucoup plu,es hat stark geregnet
144,it rained nonstop,it rained nonstop,llovió sin parar,il a plu sans arrêt,es regnete ununterbrochen
145,it seemed to work,it seemed to work,parecía funcionar,ça avait l'air de marcher,es schien zu funktionieren
146,it sounds healthy,it sounds healthy,suena saludable,ça a l'air sain,es klingt gesund
147,it sure scared me,it sure scared me,seguro que me asustó,ça m'a fait peur,es hat mich sicher erschreckt
148,it was tom's idea,it was tom s idea,fue idea de tom,c'était l'idée de tom,es war toms idee
149,it was a bad idea,it was a bad idea,fue una mala idea,C'était une mauvaise idée,Es war eine schlechte Idee
150,it was a busy day,it was a busy day,Fue un día ocupado,c'était une journée chargée,Es war ein arbeitsreicher Tag
151,it was a disaster,it was a disaster,fue un desastre,ce fut un désastre,es war ein Disaster
152,it was a good day,it was a good day,Fue un buen día,C'était une bonne journée,Es war ein guter Tag
153,it was a massacre,it was a massacre,fue una masacre,c'était une tuerie,es war ein Massaker
154,it was a pleasure,it was a pleasure,fue un placer,Ce fut un plaisir,es war eine Freude
155,it was a warm day,it was a warm day,era un dia tibio,c'était une journée chaude,Es war ein warmer Tag
156,it was convenient,it was convenient,era conveniente,c'était pratique,es war bequem
157,it was deliberate,it was deliberate,fue deliberado,c'était délibéré,es war Absicht
158,it was depressing,it was depressing,fue deprimente,c'était déprimant,es war deprimierend
159,it was disastrous,it was disastrous,fue desastroso,c'était désastreux,es war katastrophal
160,it was disgusting,it was disgusting,Eso fue asqueroso,c'était dégoûtant,Es war widerlich
161,it was horrendous,it was horrendous,fue horrible,c'était horrible,es war entsetzlich
162,it was impressive,it was impressive,fue impresionante,c'était impressionnant,es war beeindruckend
163,it was just water,it was just water,era solo agua,ce n'était que de l'eau,es war nur Wasser
164,it was my destiny,it was my destiny,era mi destino,c'était mon destin,es war mein Schicksal
165,it was no problem,it was no problem,no fue problema,ce n'était pas un problème,es war kein Problem
166,it was no trouble,it was no trouble,no fue problema,ce n'était pas un problème,es war kein Problem
167,it was our secret,it was our secret,era nuestro secreto,c'était notre secret,es war unser Geheimnis
168,it was so obvious,it was so obvious,era tan obvio,c'était tellement évident,es war so offensichtlich
169,it was terrifying,it was terrifying,fue aterrador,c'était terrifiant,es war erschreckend
170,it was unexpected,it was unexpected,fue inesperado,c'était inattendu,es war unerwartet
171,it was very funny,it was very funny,fue muy gracioso,c'était très drôle,es war sehr lustig
172,it was very quick,it was very quick,fue muy rapido,c'était très rapide,es ging sehr schnell
173,it was very scary,it was very scary,fue muy aterrador,c'était très effrayant,es war sehr gruselig
174,it was very windy,it was very windy,hacía mucho viento,il y avait beaucoup de vent,es war sehr windig
175,it was your fault,it was your fault,fue tu culpa,c'était ta faute,es war deine Schuld
176,it wasn't a dream,it was not a dream,no fue un sueño,ce n'était pas un rêve,es war kein Traum
177,it wasn't a party,it was not a party,no fue una fiesta,ce n'était pas une fête,es war keine Party
178,it wasn't my idea,it was not my idea,no fue mi idea,ce n'était pas mon idée,es war nicht meine idee
179,it will grow back,it will grow back,volverá a crecer,ça va repousser,es wird nachwachsen
180,it's a bit flimsy,it is a bit flimsy,es un poco endeble,c'est un peu fragile,es ist ein bisschen dünn
181,it's a bit greasy,it is a bit greasy,es un poco grasoso,c'est un peu gras,es ist etwas fettig
182,it's a bit wobbly,it is a bit wobbly,es un poco tambaleante,c'est un peu bancal,es ist etwas wackelig
183,it's a boys' club,it is a boys  club,es un club de chicos,c'est un club de garçons,Es ist ein Jungenclub
184,it's a cloudy day,it is a cloudy day,es un dia nublado,c'est un jour nuageux,Es ist ein bewölkter Tag
185,it's a conspiracy,it is a conspiracy,es una conspiracion,c'est un complot,es ist eine Verschwörung
186,it's a dictionary,it is a dictionary,es un diccionario,c'est un dictionnaire,es ist ein Wörterbuch
187,it's a girl thing,it is a girl thing,es cosa de chicas,c'est un truc de fille,es ist eine Mädchensache
188,it's a good movie,it is a good movie,es una buena película,c'est un bon film,Es ist ein guter Film
189,it's a good start,it is a good start,es un buen comienzo,C'est un bon début,Es ist ein guter Anfang
190,it's a good story,it is a good story,Es una buena historia,C'est une bonne histoire,Es ist eine gute Geschichte
191,it's a good thing,it is a good thing,Es una buena cosa,C'est une bonne chose,es ist eine gute Sache
192,it's a gray horse,it is a gray horse,es un caballo gris,c'est un cheval gris,es ist ein graues pferd
193,it's a long story,it is a long story,es una larga historia,c'est une longue histoire,es ist eine lange Geschichte
194,it's a lovely day,it is a lovely day,es un día adorable,c'est une magnifique journée,Es ist ein schöner Tag
195,it's a nice party,it is a nice party,es una linda fiesta,c'est une belle fête,es ist ein schönes Fest
196,it's a no-brainer,it is a no brainer,es una obviedad,c'est une évidence,es ist ein Klacks
197,it's a pipe dream,it is a pipe dream,es un sueño imposible,c'est une chimère,es ist ein Wunschtraum
198,it's a rented car,it is a rented car,es un coche alquilado,c'est une voiture de location,es ist ein Mietwagen
199,it's a small town,it is a small town,es una pequeña ciudad,c'est une petite ville,Es ist eine Kleinstadt
200,it's a true story,it is a true story,es una historia real,c'est une histoire vraie,es ist eine wahre Geschichte
201,it's all i can do,it is all i can do,es todo lo que puedo hacer,c'est tout ce que je peux faire,es ist alles was ich tun kann
202,it's all i've got,it is all i have got,es todo lo que tengo,c'est tout ce que j'ai,es ist alles was ich habe
203,it's all nonsense,it is all nonsense,es todo una tontería,tout est absurde,es ist alles Unsinn
204,it's all over now,it is all over now,todo ha terminado ahora,tout est fini maintenant,es ist jetzt alles vorbei
205,it's all the rage,it is all the rage,está de moda,c'est à la mode,es ist der letzte Schrei
206,it's already done,it is already done,ya esta hecho,c'est déjà fait,es ist bereits erledigt
207,it's already late,it is already late,ya es tarde,il est déjà tard,es ist schon spät
208,it's an emergency,it is an emergency,es una emergencia,c'est une urgence,es ist ein Notfall
209,it's cloudy today,it is cloudy today,Está nublado hoy,c'est nuageux aujourd'hui,heute ist es bewölkt
210,it's cold in here,it is cold in here,hace frío aquí,il fait froid ici,Es ist kalt hier drin
211,it's confidential,it is confidential,es confidencial,c'est confidentiel,es ist vertraulich
212,it's dark in here,it is dark in here,está oscuro aquí,il fait sombre ici,es ist dunkel hier drin
213,it's eight-thirty,it is eight thirty,son las ocho y media,il est huit heures et demie,es ist halb acht
214,it's embarrassing,it is embarrassing,Esto es embarazoso,c'est gênant,es ist peinlich
215,it's finally over,it is finally over,finalmente ha terminado,c'est enfin fini,es ist endlich vorbei
216,it's finished now,it is finished now,ya esta terminado,c'est fini maintenant,es ist jetzt fertig
217,it's getting cold,it is getting cold,Esta comenzando a hacer frio,il commence à faire froid,es wird kalt
218,it's getting dark,it is getting dark,Se esta volviendo oscuro,Il commence à faire noir,es wird dunkel
219,it's getting hard,it is getting hard,se está poniendo difícil,ça devient dur,es wird schwer
220,it's getting late,it is getting late,se está haciendo tarde,il se fait tard,es wird spät
221,it's going nicely,it is going nicely,va muy bien,ça se passe bien,es geht gut voran
222,it's hard to find,it is hard to find,Es difícil de encontrar,c'est difficile à trouver,es ist schwer zu finden
223,it's hard to tell,it is hard to tell,Es dificil de decir,Il est difficile de dire,es ist schwer zu sagen
224,it's hot out here,it is hot out here,hace calor aquí,il fait chaud ici,es ist heiß hier draußen
225,it's human nature,it is human nature,es la naturaleza humana,c'est la nature humaine,es ist die menschliche Natur
226,it's just a dream,it is just a dream,es solo un sueño,ce n'est qu'un rêve,es ist nur ein Traum
227,it's just a phone,it is just a phone,es solo un telefono,ce n'est qu'un téléphone,es ist nur ein Telefon
228,it's just a rumor,it is just a rumor,es solo un rumor,ce n'est qu'une rumeur,es ist nur ein Gerücht
229,it's just an idea,it is just an idea,es solo una idea,ce n'est qu'une idée,es ist nur eine idee
230,it's kind of hard,it is kind of hard,es algo dificil,c'est un peu dur,es ist irgendwie schwer
231,it's kind of late,it is kind of late,es un poco tarde,il est un peu tard,es ist schon spät
232,it's my brother's,it is my brother s,es mi hermano,c'est mon frère,es ist mein bruder s
233,it's my own fault,it is my own fault,es mi culpa,c'est de ma faute,es ist meine eigene schuld
234,it's not a secret,it is not a secret,esto no es un secreto,ce n'est pas un secret,es ist kein Geheimnis
235,it's not a weapon,it is not a weapon,no es un arma,ce n'est pas une arme,es ist keine Waffe
236,it's not done yet,it is not done yet,aún no está hecho,ce n'est pas encore fait,es ist noch nicht fertig
237,it's not hopeless,it is not hopeless,no es desesperado,ce n'est pas sans espoir,es ist nicht hoffnungslos
238,it's not my fault,it is not my fault,no es mi culpa,ce n'est pas ma faute,Es ist nicht meine Schuld
239,it's not my style,it is not my style,no es mi estilo,ce n'est pas mon style,Es ist nicht mein Stil
240,it's not over yet,it is not over yet,no ha terminado todavía,ce ne est pas encore terminée,es ist noch nicht vorbei
241,it's not personal,it is not personal,no es personal,ce n'est pas personnel,es ist nicht persönlich
242,it's not possible,it is not possible,no es posible,ce n'est pas possible,es ist nicht möglich
243,it's not so cheap,it is not so cheap,no es tan barato,ce n'est pas si bon marché,es ist nicht so billig
244,it's not that bad,it is not that bad,No es tan malo,Ce n'est pas si mal,Es ist nicht so schlimm
245,it's not too deep,it is not too deep,no es demasiado profundo,ce n'est pas trop profond,es ist nicht zu tief
246,it's not too much,it is not too much,no es demasiado,ce n'est pas trop,es ist nicht zu viel
247,it's not yet time,it is not yet time,aun no es tiempo,il n'est pas encore temps,es ist noch nicht Zeit
248,it's now or never,it is now or never,Es ahora o nunca,c'est maintenant ou jamais,jetzt oder nie
249,it's on the house,it is on the house,Invita la casa. Es cortesía de la casa,c'est sur la maison,es geht aufs haus
250,it's one of those,it is one of those,es uno de esos,c'est l'un de ceux,es ist einer von denen
251,it's only a dream,it is only a dream,es solo un sueño,ce n'est qu'un rêve,es ist nur ein Traum
252,it's part of life,it is part of life,es parte de la vida,Cela fait partie de la vie,es ist Teil des Lebens
253,it's pretty light,it is pretty light,es bastante ligero,c'est assez léger,es ist ziemlich leicht
254,it's quite strong,it is quite strong,es bastante fuerte,c'est assez fort,es ist ziemlich stark
255,it's raining hard,it is raining hard,está lloviendo fuerte,Il pleut fort,es regnet stark
256,it's raining here,it is raining here,está lloviendo aquí,il pleut ici,Es regnet hier
257,it's settled then,it is settled then,esta arreglado entonces,c'est réglé alors,dann ist es erledigt
258,it's snowing here,it is snowing here,esta nevando aqui,il neige ici,es schneit hier
259,it's so beautiful,it is so beautiful,Es tan hermoso,c'est tellement beau,Es ist so schön
260,it's so different,it is so different,es tan diferente,c'est tellement différent,es ist so unterschiedlich
261,it's so imprecise,it is so imprecise,es tan impreciso,c'est tellement imprécis,es ist so ungenau
262,it's starting now,it is starting now,esta empezando ahora,ça commence maintenant,es geht jetzt los
263,it's the last one,it is the last one,es el último,c'est le dernier,es ist das letzte
264,it's the only way,it is the only way,Es la única forma,c'est le seul moyen,es ist der einzige Weg
265,it's their choice,it is their choice,es su elección,c'est leur choix,es ist ihre Wahl
266,it's time for bed,it is time for bed,Es hora de dormir,il est temps d'aller au lit,es ist Zeit fürs Bett
267,it's to your left,it is to your left,esta a tu izquierda,c'est à ta gauche,es ist zu Ihrer Linken
268,it's too far away,it is too far away,Esta muy lejos,c'est trop loin,es ist zu weit weg
269,it's too late now,it is too late now,Ahora es demasiado tarde,C'est trop tard maintenant,jetzt ist es zu spät
270,it's unauthorized,it is unauthorized,no está autorizado,c'est non autorisé,es ist nicht autorisiert
271,it's unbelievable,it is unbelievable,es increíble,c'est incroyable,Es ist unglaublich
272,it's very onerous,it is very onerous,es muy oneroso,c'est très onéreux,es ist sehr belastend
273,it's very similar,it is very similar,es muy parecido,c'est très similaire,es ist sehr ähnlich
274,it's warm in here,it is warm in here,hace calor aquí,il fait chaud ici,es ist warm hier drin
275,it's worth a shot,it is worth a shot,vale la pena intentarlo,ça vaut le coup,Es ist einen Versuch wert
276,it's worth a trip,it is worth a trip,vale la pena un viaje,ça vaut le détour,Es ist eine Reise wert
277,it's your bedtime,it is your bedtime,es tu hora de dormir,c'est ton heure de coucher,Es ist deine Schlafenszeit
278,just do your best,just do your best,solo da lo mejor de ti,fais juste de ton mieux,Tu einfach dein Bestes
279,just put it there,just put it there,solo ponlo ahí,il suffit de le mettre là,stell es einfach dort hin
280,just tell them no,just tell them no,solo diles que no,dis leur juste non,sag ihnen einfach nein
281,keep an eye on it,keep an eye on it,mantener un ojo en él,gardez un oeil dessus,achte darauf
282,keep away from me,keep away from me,Aléjate de mí,reste loin de moi,halt dich fern von mir
283,keep out of sight,keep out of sight,mantener fuera de la vista,rester hors de vue,bleib außer Sicht
284,keep to the right,keep to the right,Manténgase a la derecha,rester à droite,Rechts halten
285,keep your coat on,keep your coat on,mantén tu abrigo puesto,garde ton manteau,behalte deinen Mantel an
286,knock on the door,knock on the door,tocar la puerta,frapper à la porte,an die Tür klopfen
287,leave me in peace,leave me in peace,Déjame en paz,Laisse moi en paix,lass mich in Frieden
288,let tom stay home,let tom stay home,deja que tom se quede en casa,laisse tom rester à la maison,Lass Tom zu Hause bleiben
289,let go of my arms,let go of my arms,suelta mis brazos,lâche mes bras,lass meine Arme los
290,let go of my hair,let go of my hair,suelta mi cabello,lâche mes cheveux,lass meine haare los
291,let go of my hand,let go of my hand,suelta mi mano,lâche ma main,lass meine Hand los
292,"let me finish, ok",let me finish  ok,déjame terminar bien,laisse moi finir ok,lass mich fertig machen
293,let me have a try,let me have a try,déjame intentarlo,laissez-moi essayer,lass es mich versuchen
294,let me pay for it,let me pay for it,déjame pagar por ello,laisse-moi payer,lass mich dafür bezahlen
295,let me take a nap,let me take a nap,déjame tomar una siesta,laisse moi faire une sieste,lass mich ein Nickerchen machen
296,let no one escape,let no one escape,que nadie escape,ne laissez personne s'échapper,lass niemanden entkommen
297,let us do our job,let us do our job,hagamos nuestro trabajo,faisons notre travail,lassen Sie uns unsere Arbeit machen
298,"let's begin, then",let us begin  then,comencemos entonces,commençons alors,lasst uns dann beginnen
299,let's change that,let us change that,vamos a cambiar eso,changeons cela,lass uns das ändern
300,let's concentrate,let us concentrate,concentrémonos,concentrons-nous,konzentrieren wir uns
301,let's do it again,let us do it again,hagámoslo de nuevo,faisons-le encore,lass es uns noch einmal machen
302,let's do our best,let us do our best,hagamos nuestro mejor esfuerzo,faisons de notre mieux,lassen Sie uns unser Bestes geben
303,let's do the math,let us do the math,hagamos las matemáticas,faisons le calcul,lass uns rechnen
