,English,English_cleaned,Spanish,French,German
30,there's no wind here,there is no wind here,no hay viento aquí,il n'y a pas de vent ici,Hier ist kein Wind
31,there's nobody there,there is nobody there,no hay nadie allí,il n'y a personne,da ist niemand
32,there's not a chance,there is not a chance,no hay posibilidad,il n'y a aucune chance,es gibt keine Chance
33,there's nothing here,there is nothing here,No hay nada aquí,Il n'y a rien ici,Hier ist nichts
34,these apples are big,these apples are big,estas manzanas son grandes,ces pommes sont grosses,Diese Äpfel sind groß
35,these aren't my keys,these are not my keys,estas no son mis llaves,ce ne sont pas mes clés,Das sind nicht meine Schlüssel
36,these books are mine,these books are mine,estos libros son mios,ces livres sont à moi,diese Bücher gehören mir
37,these books are ours,these books are ours,estos libros son nuestros,ces livres sont à nous,Diese Bücher gehören uns
38,these logs are heavy,these logs are heavy,estos troncos son pesados,ces bûches sont lourdes,Diese Protokolle sind schwer
39,these plums are ripe,these plums are ripe,estas ciruelas estan maduras,ces prunes sont mûres,Diese Pflaumen sind reif
40,these shoes are hers,these shoes are hers,estos zapatos son de ella,ces chaussures sont à elle,Diese Schuhe gehören ihr
41,they all have drinks,they all have drinks,todos tienen tragos,ils ont tous des boissons,Sie haben alle Getränke
42,they always complain,they always complain,siempre se quejan,ils se plaignent toujours,sie beschweren sich immer
43,they are approaching,they are approaching,ellos se acercan,ils approchent,sie nähern sich
44,they are five in all,they are five in all,son cinco en total,ils sont cinq en tout,sie sind insgesamt fünf
45,they are good people,they are good people,son buenas personas,ce sont des bonnes personnes,Sie sind gute Menschen
46,they are not sisters,they are not sisters,no son hermanas,ce ne sont pas des soeurs,sie sind keine Schwestern
47,they are running now,they are running now,están corriendo ahora,ils courent maintenant,sie laufen jetzt
48,they are vegetarians,they are vegetarians,ellos son vegetarianos,ils sont végétariens,sie sind Vegetarier
49,they began this year,they began this year,comenzaron este año,ils ont commencé cette année,Sie begannen dieses Jahr
50,they cannot be saved,they cannot be saved,no se pueden salvar,ils ne peuvent pas être sauvés,sie können nicht gerettet werden
51,they deserve respect,they deserve respect,merecen respeto,ils méritent le respect,sie verdienen respekt
52,they didn't ask that,they did not ask that,no preguntaron eso,ils n'ont pas demandé ça,das haben sie nicht gefragt
53,they do it each week,they do it each week,lo hacen cada semana,ils le font chaque semaine,sie tun es jede woche
54,they don't trust you,they do not trust you,ellos no confían en ti,ils ne te font pas confiance,sie vertrauen dir nicht
55,they formed a circle,they formed a circle,formaron un circulo,ils formaient un cercle,sie bildeten einen Kreis
56,they grow fruit here,they grow fruit here,crecen frutos aquí,ils font pousser des fruits ici,sie bauen hier Obst an
57,they had a good hunt,they had a good hunt,tuvieron una buena cacería,ils ont bien chassé,Sie hatten eine gute Jagd
58,they had an argument,they had an argument,tuvieron una discusión,ils se sont disputés,Sie hatten einen Streit
59,they had fun with us,they had fun with us,se divirtieron con nosotros,ils se sont amusés avec nous,Sie hatten Spaß mit uns
60,they had no children,they had no children,no tuvieron hijos,ils n'avaient pas d'enfants,sie hatten keine Kinder
61,they handled it well,they handled it well,lo manejaron bien,ils l'ont bien géré,sie haben es gut gemeistert
62,they have black hair,they have black hair,tienen el pelo negro,ils ont les cheveux noirs,sie haben schwarze haare
63,they have explosives,they have explosives,tienen explosivos,ils ont des explosifs,sie haben Sprengstoff
64,they have lost a lot,they have lost a lot,han perdido mucho,ils ont beaucoup perdu,sie haben viel verloren
65,they know we're cops,they know we are cops,saben que somos policías,ils savent que nous sommes des flics,"Sie wissen, dass wir Polizisten sind"
66,they know we're here,they know we are here,ellos saben que estamos aquí,ils savent que nous sommes ici,"Sie wissen, dass wir hier sind"
67,they left without me,they left without me,se fueron sin mi,ils sont partis sans moi,Sie sind ohne mich gegangen
68,they live downstairs,they live downstairs,ellos viven abajo,ils habitent en bas,sie wohnen unten
69,they live in a house,they live in a house,ellos viven en una casa,ils vivent dans une maison,sie leben in einem Haus
70,they looked relieved,they looked relieved,parecían aliviados,ils avaient l'air soulagé,sie sahen erleichtert aus
71,they lost everything,they lost everything,lo perdieron todo,ils ont tout perdu,sie haben alles verloren
72,they love their kids,they love their kids,aman a sus hijos,ils aiment leurs enfants,Sie lieben ihre Kinder
73,they never showed up,they never showed up,nunca aparecieron,ils ne se sont jamais présentés,sie sind nie aufgetaucht
74,they opened the door,they opened the door,abrieron la puerta,ils ont ouvert la porte,sie öffneten die Tür
75,they paid separately,they paid separately,pagaron por separado,ils ont payé séparément,sie zahlten separat
76,they robbed me blind,they robbed me blind,me robaron a ciegas,ils m'ont volé aveuglément,sie haben mich blind beraubt
77,they sat in a circle,they sat in a circle,se sentaron en un circulo,ils se sont assis en cercle,Sie saßen im Kreis
78,they should have one,they should have one,deberían tener uno,ils devraient en avoir un,sie sollten einen haben
79,they should thank me,they should thank me,deberían agradecerme,ils devraient me remercier,sie sollen mir danken
80,they started dancing,they started dancing,empezaron a bailar,ils ont commencé à danser,sie fingen an zu tanzen
81,they stopped talking,they stopped talking,dejaron de hablar,ils ont arrêté de parler,sie hörten auf zu reden
82,they stopped to talk,they stopped to talk,se detuvieron a hablar,ils se sont arrêtés pour parler,"Sie blieben stehen, um zu reden"
83,they took a big risk,they took a big risk,se arriesgaron mucho,ils ont pris un gros risque,Sie gingen ein großes Risiko ein
84,they tried to escape,they tried to escape,trataron de escapar,ils ont essayé de s'échapper,sie versuchten zu fliehen
85,they understood that,they understood that,entendieron que,ils ont compris que,das haben sie verstanden
86,they walked together,they walked together,caminaron juntos,ils ont marché ensemble,sie gingen zusammen
87,they walked upstairs,they walked upstairs,subieron las escaleras,ils sont montés à l'étage,Sie gingen nach oben
88,they want more space,they want more space,quieren más espacio,ils veulent plus d'espace,Sie wollen mehr Platz
89,they want to kill me,they want to kill me,ellos quieren matarme,Ils veulent me tuer,Sie wollen mich töten
90,they went to the zoo,they went to the zoo,fueron al zoológico,ils sont allés au zoo,Sie gingen in den Zoo
91,they were all actors,they were all actors,todos eran actores,ils étaient tous acteurs,Sie waren alle Schauspieler
92,they were all scared,they were all scared,todos estaban asustados,ils avaient tous peur,Sie hatten alle Angst
93,they were both drunk,they were both drunk,ambos estaban borrachos,ils étaient tous les deux ivres,sie waren beide betrunken
94,they were frustrated,they were frustrated,estaban frustrados,ils étaient frustrés,sie waren frustriert
95,they were not amused,they were not amused,no se divirtieron,ils ne se sont pas amusés,sie waren nicht amüsiert
96,they were victorious,they were victorious,fueron victoriosos,ils étaient vainqueurs,sie waren siegreich
97,they weren't invited,they were not invited,no fueron invitados,ils n'étaient pas invités,sie wurden nicht eingeladen
98,they won't wait long,they will not wait long,no esperaran mucho,ils n'attendront pas longtemps,sie werden nicht lange warten
99,they'll be all right,they will be all right,estarán bien,ils iront bien,Sie werden in Ordnung sein
100,they'll be back soon,they will be back soon,ellos volveran pronto,ils vont revenir bientôt,sie werden bald zurück sein
101,they'll have a blast,they will have a blast,se lo pasarán en grande,ils vont s'éclater,Sie werden eine tolle Zeit haben
102,they'll have to wait,they will have to wait,tendrán que esperar,ils devront attendre,sie müssen warten
103,they'll take me away,they will take me away,ellos me llevaran,ils vont m'emmener,sie werden mich mitnehmen
104,they're able to sing,they are able to sing,son capaces de cantar,ils savent chanter,sie können singen
105,they're afraid of me,they are afraid of me,me tienen miedo,ils ont peur de moi,Sie haben Angst vor mir
106,they're afraid of us,they are afraid of us,nos tienen miedo,ils ont peur de nous,sie haben angst vor uns
107,they're all in there,they are all in there,todos están ahí,ils sont tous dedans,sie sind alle drin
108,they're all the same,they are all the same,Son todos iguales,Ils sont tous les mêmes,Sie sind alle gleich
109,they're all tourists,they are all tourists,todos son turistas,ce sont tous des touristes,Sie sind alle Touristen
110,they're going to try,they are going to try,van a intentar,ils vont essayer,Sie werden es versuchen
111,they're hard to find,they are hard to find,Son dificiles de encontrar,ils sont difficiles à trouver,sie sind schwer zu finden
112,they're just for you,they are just for you,son solo para ti,ils sont juste pour toi,sie sind nur für dich
113,they're not a threat,they are not a threat,no son una amenaza,ils ne sont pas une menace,sie sind keine Bedrohung
114,they're not all busy,they are not all busy,no están todos ocupados,ils ne sont pas tous occupés,Sie sind nicht alle beschäftigt
115,they're not here yet,they are not here yet,todavía no están aquí,ils ne sont pas encore là,sie sind noch nicht hier
116,they're not home yet,they are not home yet,todavía no están en casa,ils ne sont pas encore à la maison,sie sind noch nicht zu hause
117,they're not my rules,they are not my rules,no son mis reglas,ce ne sont pas mes règles,sie sind nicht meine Regeln
118,they're really tight,they are really tight,son muy apretados,ils sont vraiment serrés,sie sind wirklich eng
119,they're sending help,they are sending help,estan enviando ayuda,ils envoient de l'aide,Sie schicken Hilfe
120,they've been damaged,they have been damaged,han sido dañados,ils ont été endommagés,sie wurden beschädigt
121,they've lost so much,they have lost so much,han perdido tanto,ils ont tant perdu,sie haben so viel verloren
122,things are improving,things are improving,las cosas estan mejorando,les choses s'améliorent,die Dinge verbessern sich
123,things have improved,things have improved,las cosas han mejorado,les choses se sont améliorées,die Dinge haben sich verbessert
124,think before you act,think before you act,piensa antes de actuar,pense avant d'agir,Denk nach bevor du handelst
125,think of your family,think of your family,piensa en tu familia,pense a ta famille,denk an deine Familie
126,think of your future,think of your future,piensa en tu futuro,pense à ton avenir,denk an deine zukunft
127,this bed looks solid,this bed looks solid,esta cama parece sólida,ce lit a l'air solide,Dieses Bett sieht solide aus
128,this beer is for you,this beer is for you,esta cerveza es para ti,cette bière est pour toi,Dieses Bier ist für dich
129,this benefits no one,this benefits no one,esto no beneficia a nadie,cela ne profite à personne,das nützt niemandem
130,this bicycle is mine,this bicycle is mine,esta bicicleta es mia,ce vélo est à moi,Dieses Fahrrad gehört mir
131,this bird cannot fly,this bird cannot fly,este pájaro no puede volar,cet oiseau ne peut pas voler,Dieser Vogel kann nicht fliegen
132,this book is amazing,this book is amazing,este libro es asombroso,ce livre est incroyable,Dieses Buch ist unglaublich
133,this book is for you,this book is for you,Este libro es para ti,ce livre est pour vous,Dieses Buch ist für Sie
134,this book is smaller,this book is smaller,este libro es mas pequeño,ce livre est plus petit,Dieses Buch ist kleiner
135,this breaks my heart,this breaks my heart,esto me rompe el corazón,cela me brise le coeur,Das bricht mir das Herz
136,this button is loose,this button is loose,este botón está suelto,ce bouton est lâche,dieser Knopf ist lose
137,this cake is for tom,this cake is for tom,este pastel es para tom,ce gâteau est pour tom,Dieser Kuchen ist für Tom
138,this camera is tom's,this camera is tom s,esta cámara es tom s,cette caméra est tom s,diese kamera ist tom s
139,this camera is cheap,this camera is cheap,esta cámara es barata,cet appareil photo est pas cher,Diese Kamera ist billig
140,this car is like new,this car is like new,este carro esta como nuevo,cette voiture est comme neuve,dieses Auto ist wie neu
141,this car won't start,this car will not start,este coche no arranca,cette voiture ne démarre pas,dieses Auto springt nicht an
142,this cat is not ours,this cat is not ours,este gato no es nuestro,ce chat n'est pas le nôtre,Diese Katze gehört nicht uns
143,this chair is broken,this chair is broken,esta silla esta rota,cette chaise est cassée,dieser Stuhl ist kaputt
144,this changes nothing,this changes nothing,esto no cambia nada,cela ne change rien,das ändert nichts
145,this diamond is fake,this diamond is fake,este diamante es falso,ce diamant est faux,Dieser Diamant ist gefälscht
146,this dog barks a lot,this dog barks a lot,este perro ladra mucho,ce chien aboie beaucoup,Dieser Hund bellt viel
147,this door won't open,this door will not open,esta puerta no se abre,cette porte ne s'ouvrira pas,diese Tür lässt sich nicht öffnen
148,this essay is my own,this essay is my own,este ensayo es mio,cet essai est le mien,dieser Aufsatz ist mein eigener
149,this feels like silk,this feels like silk,esto se siente como seda,ça ressemble à de la soie,das fühlt sich an wie seide
150,this fish smells bad,this fish smells bad,este pescado huele mal,ce poisson sent mauvais,Dieser Fisch riecht schlecht
151,this game is so hard,this game is so hard,este juego es tan dificil,ce jeu est trop dur,dieses Spiel ist so schwer
152,this gift is for you,this gift is for you,este regalo es para ti,Ce cadeau est pour toi,Dieses Geschenk ist für dich
153,this handbag is mine,this handbag is mine,este bolso es mio,ce sac à main est le mien,Diese Handtasche gehört mir
154,this has got to stop,this has got to stop,Esto tiene que parar,ça doit s'arrêter,das muss aufhören
155,this house is creepy,this house is creepy,esta casa es espeluznante,cette maison est effrayante,dieses Haus ist gruselig
156,this house is famous,this house is famous,esta casa es famosa,cette maison est célèbre,Dieses Haus ist berühmt
157,this ink is the best,this ink is the best,esta tinta es la mejor,cette encre est la meilleure,diese tinte ist die beste
158,this is chinese food,this is chinese food,esto es comida china,c'est de la nourriture chinoise,das ist chinesisches Essen
159,this is tom's locker,this is tom s locker,este es el casillero de tom,c'est le casier de tom,Das ist Toms Schließfach
160,this is tom's school,this is tom s school,esta es la escuela de tom,c'est l'école de tom,das ist toms schule
161,this is a good movie,this is a good movie,Esta es una pelicula buena,c'est un bon film,das ist ein guter film
162,this is a great book,this is a great book,Este es un gran libro,C'est un livre génial,das ist ein tolles buch
163,this is a great song,this is a great song,esta canción es genial,C'est une belle chanson,das ist ein tolles Lied
164,this is a huge house,this is a huge house,esta es una casa enorme,c'est une immense maison,das ist ein riesiges haus
165,this is a lemon tree,this is a lemon tree,esto es un limonero,c'est un citronnier,das ist ein zitronenbaum
166,this is a magic wand,this is a magic wand,esto es una varita magica,c'est une baguette magique,das ist ein Zauberstab
167,this is a nice place,this is a nice place,Este es un buen lugar,C'est un bel endroit,Dies ist ein schöner Ort
168,this is a rental car,this is a rental car,este es un coche de alquiler,c'est une voiture de location,das ist ein Mietwagen
169,this is a safe place,this is a safe place,Este es un lugar seguro,c'est un endroit sûr,Dies ist ein sicherer Ort
170,this is a small book,this is a small book,este es un libro pequeño,ceci est un petit livre,das ist ein kleines buch
171,this is a true story,this is a true story,Esta es una historia real,C'est une histoire vraie,das ist eine wahre Geschichte
172,this is all i can do,this is all i can do,esto es todo lo que puedo hacer,c'est tout ce que je peux faire,das ist alles was ich tun kann
173,this is all there is,this is all there is,Esto es todo lo que hay,C'est tout ce qu'il y a,das ist alles was es gibt
174,this is child's play,this is child s play,esto es un juego de niños,c'est un jeu d'enfant,das ist kinderleicht
175,this is discouraging,this is discouraging,esto es desalentador,c'est décourageant,das ist entmutigend
176,"this is for you, tom",this is for you  tom,esto es para ti tom,c'est pour toi tom,das ist für dich Tom
177,this is good to know,this is good to know,Esto es bueno saberlo,C'est bon à savoir,das ist gut zu wissen
178,this is how i did it,this is how i did it,así es como lo hice,c'est comme ça que j'ai fait,so habe ich es gemacht
179,this is how it works,this is how it works,Así es como funciona,Voilà comment cela fonctionne,so funktioniert es
180,this is just awesome,this is just awesome,esto es simplemente increíble,c'est juste génial,das ist einfach genial
181,this is mind blowing,this is mind blowing,esto es alucinante,c'est époustouflant,das ist umwerfend
182,this is my id card,this is my id card,esta es mi tarjeta de identificación,c'est ma carte d'identité,das ist mein ausweis
183,this is my assistant,this is my assistant,este es mi asistente,c'est mon assistante,das ist mein Assistent
184,this is my brother's,this is my brother s,este es mi hermano,c'est mon frère,das ist mein bruder s
185,this is my dream job,this is my dream job,este es el trabajo de mis sueños,c'est mon travail de rêve,das ist mein traumjob
186,this is my first day,this is my first day,este es mi primer dia,c'est mon premier jour,das ist mein erster Tag
187,this is my new video,this is my new video,Este es mi nuevo vídeo,C'est ma nouvelle vidéo,das ist mein neues Video
188,this is my real hair,this is my real hair,este es mi cabello real,ce sont mes vrais cheveux,das ist mein echtes Haar
189,this is no different,this is no different,esto no es diferente,ce n'est pas différent,das ist nicht anders
190,this is preposterous,this is preposterous,esto es absurdo,c'est absurde,das ist absurd
191,"this is serious, tom",this is serious  tom,esto es serio tom,c'est sérieux tom,das ist ernst Tom
192,this is the best pen,this is the best pen,esta es la mejor pluma,c'est le meilleur stylo,das ist der beste Stift
193,this is the best way,this is the best way,Esta es la mejor manera,C'est la meilleur façon,das ist der beste Weg
194,this is unacceptable,this is unacceptable,Esto es inaceptable,C'est inacceptable,das ist inakzeptabel
195,this is unbelievable,this is unbelievable,es increíble,C'est incroyable,das ist unglaublich
196,this is what he said,this is what he said,esto es lo que dijo,c'est ce qu'il a dit,das hat er gesagt
197,this is your bedroom,this is your bedroom,este es tu dormitorio,c'est ta chambre,das ist dein Schlafzimmer
198,this is your country,this is your country,este es tu pais,c'est ton pays,das ist dein Land
199,this isn't a new car,this is not a new car,esto no es un coche nuevo,ce n'est pas une nouvelle voiture,das ist kein neuwagen
200,this job doesn't pay,this job does not pay,este trabajo no paga,ce travail ne paie pas,dieser Job wird nicht bezahlt
201,this knife cuts well,this knife cuts well,este cuchillo corta bien,ce couteau coupe bien,dieses Messer schneidet gut
202,this laptop is light,this laptop is light,este portátil es ligero,ce portable est léger,Dieser Laptop ist leicht
203,this looks like silk,this looks like silk,esto parece seda,ça ressemble à de la soie,das sieht aus wie Seide
204,this meat is chicken,this meat is chicken,esta carne es pollo,cette viande est du poulet,Dieses Fleisch ist Huhn
205,this meat smells bad,this meat smells bad,esta carne huele mal,cette viande sent mauvais,Dieses Fleisch riecht schlecht
206,this milk tastes odd,this milk tastes odd,esta leche sabe rara,ce lait a un drôle de goût,Diese Milch schmeckt seltsam
207,this must be changed,this must be changed,esto debe ser cambiado,cela doit être changé,das muss geändert werden
208,this must be for you,this must be for you,esto debe ser para ti,ça doit être pour toi,das muss für dich sein
209,this needs to change,this needs to change,esto tiene que cambiar,cela doit changer,das muss sich ändern
210,this novel is boring,this novel is boring,esta novela es aburrida,ce roman est ennuyeux,dieser roman ist langweilig
211,this one is prettier,this one is prettier,este es mas bonito,celle ci est plus jolie,dieser ist hübscher
212,this one's all yours,this one s all yours,este es todo tuyo,celui-ci est tout à toi,das hier gehört ganz dir
213,this pen has run dry,this pen has run dry,este bolígrafo se ha secado,ce stylo est à sec,dieser Stift ist vertrocknet
214,this place is a dump,this place is a dump,este lugar es un basurero,cet endroit est un dépotoir,Dieser Ort ist eine Müllkippe
215,this place is boring,this place is boring,este lugar es aburrido,cet endroit est ennuyeux,Dieser Ort ist langweilig
216,this place is creepy,this place is creepy,este lugar es espeluznante,cet endroit est effrayant,dieser Ort ist gruselig
217,this room is cramped,this room is cramped,esta habitación es estrecha,cette pièce est exigüe,Dieser Raum ist eng
218,this room is too big,this room is too big,esta habitación es demasiado grande,cette pièce est trop grande,Dieser Raum ist zu groß
219,this seems excessive,this seems excessive,esto parece excesivo,cela semble excessif,das scheint übertrieben
220,this sounds familiar,this sounds familiar,esto suena familiar,cela semble familier,das kommt mir bekannt vor
221,this story is absurd,this story is absurd,esta historia es absurda,cette histoire est absurde,diese Geschichte ist absurd
222,this sweater is warm,this sweater is warm,este suéter es cálido,ce pull est chaud,dieser Pullover ist warm
223,this tastes like tea,this tastes like tea,esto sabe a te,ça a le goût du thé,das schmeckt nach Tee
224,this tea is very hot,this tea is very hot,este té está muy caliente,ce thé est très chaud,Dieser Tee ist sehr scharf
225,this tea smells good,this tea smells good,este té huele bien,ce thé sent bon,dieser tee riecht gut
226,this tea smells nice,this tea smells nice,este té huele bien,ce thé sent bon,dieser tee riecht gut
227,this tea tastes good,this tea tastes good,este té sabe bien,ce thé a bon goût,dieser tee schmeckt gut
228,this vase is fragile,this vase is fragile,este jarrón es frágil,ce vase est fragile,Diese Vase ist zerbrechlich
229,this video is boring,this video is boring,este video es aburrido,cette vidéo est ennuyeuse,dieses video ist langweilig
230,this wall feels cold,this wall feels cold,esta pared se siente fría,ce mur est froid,Diese Wand fühlt sich kalt an
231,this was no accident,this was no accident,esto no fue un accidente,ce n'était pas un hasard,das war kein Zufall
232,this was on the list,this was on the list,esto estaba en la lista,c'était sur la liste,das stand auf der liste
233,this watch is broken,this watch is broken,este reloj esta roto,cette montre est cassée,diese Uhr ist kaputt
234,this will cost â¬30,this will cost â  30,esto costará 30 €,cela coûtera â 30,das kostet 30 €
235,this won't take long,this will not take long,esto no tomará mucho tiempo,cela ne prendra pas longtemps,das wird nicht lange dauern
236,this wood won't burn,this wood will not burn,esta madera no arderá,ce bois ne brûlera pas,Dieses Holz wird nicht brennen
237,this'll be different,this ll be different,esto será diferente,ce sera différent,das wird anders
238,those apples are big,those apples are big,esas manzanas son grandes,ces pommes sont grosses,Diese Äpfel sind groß
239,those are tom's cats,those are tom s cats,esos son los gatos de tom,ce sont les chats de tom,das sind katers katzen
240,those books are mine,those books are mine,esos libros son mios,ces livres sont à moi,diese Bücher sind von mir
241,those houses are big,those houses are big,esas casas son grandes,ces maisons sont grandes,Diese Häuser sind groß
242,throw them overboard,throw them overboard,tirarlos por la borda,les jeter par-dessus bord,wirf sie über Bord
243,timing is everything,timing is everything,tiempo lo es todo,le timing est tout,Timing ist alles
244,today didn't go well,today did not go well,hoy no fue bien,aujourd'hui ça ne s'est pas bien passé,heute lief es nicht gut
245,today is my birthday,today is my birthday,hoy es mi cumpleaños,aujourd'hui c'est mon anniversaire,heute ist mein Geburtstag
246,today is not so cold,today is not so cold,hoy no hace tanto frio,aujourd'hui il ne fait pas si froid,heute ist es nicht so kalt
247,tom accepted the job,tom accepted the job,tom aceptó el trabajo,Tom a accepté le poste,Tom nahm den Job an
248,tom allowed me to go,tom allowed me to go,tom me permitió ir,tom m'a permis d'y aller,Tom hat mir erlaubt zu gehen
249,tom always does that,tom always does that,tom siempre hace eso,Tom fait toujours ça,Tom macht das immer
250,tom always runs fast,tom always runs fast,Tom siempre corre rápido,tom court toujours vite,Tom läuft immer schnell
251,tom and mary laughed,tom and mary laughed,tom y mary se rieron,Tom et Mary ont ri,Tom und Maria lachten
252,tom asked a question,tom asked a question,tom hizo una pregunta,tom a posé une question,Tom hat eine Frage gestellt
253,tom borrowed my bike,tom borrowed my bike,tom tomó prestada mi bicicleta,tom a emprunté mon vélo,Tom hat sich mein Fahrrad geliehen
254,tom bought me a kite,tom bought me a kite,tom me compro una cometa,Tom m'a acheté un cerf-volant,Tom hat mir einen Drachen gekauft
255,tom broke up with me,tom broke up with me,Tom rompió conmigo,Tom a rompu avec moi,Tom hat mit mir Schluss gemacht
256,tom can be relied on,tom can be relied on,se puede confiar en tom,on peut compter sur tom,Auf Tom ist Verlass
257,tom can speak french,tom can speak french,tom puede hablar francés,tom peut parler français,Tom kann Französisch sprechen
258,tom can't come today,tom cannot come today,tom no puede venir hoy,Tom ne peut pas venir aujourd'hui,Tom kann heute nicht kommen
259,tom can't do the job,tom cannot do the job,tom no puede hacer el trabajo,Tom ne peut pas faire le travail,Tom kann den Job nicht machen
260,tom caught a big one,tom caught a big one,Tom atrapó uno grande,Tom en a attrapé un gros,Tom hat einen großen gefangen
261,tom changed his diet,tom changed his diet,tom cambió su dieta,tom a changé son alimentation,Tom hat seine Ernährung umgestellt
262,tom chased the thief,tom chased the thief,tom persiguió al ladrón,tom a chassé le voleur,Tom hat den Dieb verfolgt
263,tom checked the date,tom checked the date,tom comprobó la fecha,Tom a vérifié la date,Tom überprüfte das Datum
264,tom congratulated me,tom congratulated me,Tom me felicitó,Tom m'a félicité,Tom hat mir gratuliert
265,tom could've changed,tom could have changed,tom podría haber cambiado,Tom aurait pu changer,Tom hätte sich ändern können
266,tom couldn't find it,tom could not find it,tom no pudo encontrarlo,tom n'a pas pu le trouver,Tom konnte es nicht finden
267,tom crossed the room,tom crossed the room,tom cruzó la habitación,Tom a traversé la pièce,Tom durchquerte den Raum
268,tom cut the tomatoes,tom cut the tomatoes,tom cortó los tomates,tom couper les tomates,Tom schneidet die Tomaten
269,tom denied any guilt,tom denied any guilt,tom negó cualquier culpabilidad,tom a nié toute culpabilité,Tom bestritt jede Schuld
270,tom didn't kill mary,tom did not kill mary,tom no mato a mary,tom n'a pas tué marie,Tom hat Mary nicht getötet
271,tom didn't know mary,tom did not know mary,tom no conocía a mary,Tom ne connaissait pas Marie,Tom kannte Maria nicht
272,tom didn't know that,tom did not know that,tom no sabia eso,tom ne le savait pas,Tom wusste das nicht
273,tom didn't last long,tom did not last long,tom no duró mucho,Tom n'a pas duré longtemps,Tom hielt nicht lange durch
274,tom didn't like mary,tom did not like mary,a tom no le gustaba mary,Tom n'aimait pas Marie,Tom mochte Maria nicht
275,tom doesn't eat beef,tom does not eat beef,tom no come carne de res,tom ne mange pas de boeuf,Tom isst kein Rindfleisch
276,tom doesn't eat meat,tom does not eat meat,tom no come carne,tom ne mange pas de viande,Tom isst kein Fleisch
277,tom doesn't know you,tom does not know you,tom no te conoce,Tom ne te connaît pas,Tom kennt dich nicht
278,tom doesn't trust us,tom does not trust us,Tom no confía en nosotros,tom ne nous fait pas confiance,Tom vertraut uns nicht
279,tom earns good money,tom earns good money,tom gana buen dinero,Tom gagne beaucoup d'argent,Tom verdient gutes Geld
280,tom ended up in jail,tom ended up in jail,tom termino en la carcel,Tom a fini en prison,Tom landete im Gefängnis
281,tom failed miserably,tom failed miserably,tom fracasó miserablemente,Tom a lamentablement échoué,Tom ist kläglich gescheitert
282,tom feels better now,tom feels better now,tom se siente mejor ahora,tom se sent mieux maintenant,Tom fühlt sich jetzt besser
283,tom felt ill at ease,tom felt ill at ease,tom se sintió incómodo,Tom se sentait mal à l'aise,tom fühlte sich unwohl
