,English,English_cleaned,Spanish,French,German
39,leave him alone,leave him alone,déjalo en paz,laisse-le tranquille,lass ihn in Ruhe
40,leave it closed,leave it closed,déjalo cerrado,laissez-le fermé,lass es geschlossen
41,leave our house,leave our house,salir de nuestra casa,quitter notre maison,unser Haus verlassen
42,lemons are sour,lemons are sour,los limones son amargos,les citrons sont acides,Zitronen sind sauer
43,let me check it,let me check it,Déjame chequearlo,Permettez-moi de le vérifier,Lass mich nachschauen
44,let me find out,let me find out,Déjame averiguarlo,laisse moi trouver,Lass es mich herausfinden
45,let me go alone,let me go alone,déjame ir solo,laisse-moi partir seul,lass mich alleine gehen
46,let me help you,let me help you,Deja que te ayude,Laissez-moi vous aider,Lass mich dir helfen
47,let me see that,let me see that,dejame ver eso,laisse moi voir ça,Lass mich das sehen
48,let me try that,let me try that,déjame probar eso,laissez-moi essayer,lass mich das versuchen
49,let's celebrate,let us celebrate,celebremos,célébrons,Lass uns feiern
50,let's do it now,let us do it now,hagámoslo ahora,faisons-le maintenant,lass es uns jetzt tun
51,let's eat sushi,let us eat sushi,vamos a comer sushi,mangeons des sushis,Lass uns Sushi essen
52,let's get drunk,let us get drunk,emborrachémonos,soyons ivres,lass uns betrinken
53,let's get going,let us get going,pongámonos en marcha,allons-y,lass uns gehen
54,let's go by bus,let us go by bus,vamos en autobús,allons en bus,Lass uns mit dem Bus fahren
55,let's go by car,let us go by car,vamos en coche,allons en voiture,Lass uns mit dem Auto fahren
56,let's go to bed,let us go to bed,vamos a la cama,Allons au lit,lass uns ins Bett gehen
57,let's improvise,let us improvise,improvisemos,improvisons,lass uns improvisieren
58,let's live here,let us live here,déjanos vivir aquí,laissez-nous vivre ici,lass uns hier wohnen
59,let's make sure,let us make sure,asegurémonos,assurons-nous,lassen Sie uns sicherstellen
60,let's negotiate,let us negotiate,negociemos,négocions,lass uns verhandeln
61,let's not argue,let us not argue,no discutamos,ne discutons pas,streiten wir nicht
62,let's not fight,let us not fight,no peleemos,ne combattons pas,lass uns nicht kämpfen
63,let's not gloat,let us not gloat,no nos regocijemos,ne nous réjouissons pas,lasst uns nicht prahlen
64,let's not panic,let us not panic,no entremos en pánico,ne paniquons pas,lasst uns nicht in Panik geraten
65,let's rest here,let us rest here,descansemos aquí,reposons-nous ici,lass uns hier ruhen
66,let's start now,let us start now,comencemos ahora,commençons maintenant,fangen wir jetzt an
67,let's stay here,let us stay here,quedémonos aquí,restons ici,lass uns hier bleiben
68,let's stop here,let us stop here,detengámonos aquí,arrêtons-nous ici,lass uns hier aufhören
69,let's talk soon,let us talk soon,hablemos pronto,parlons-en bientôt,lass uns bald reden
70,let's try again,let us try again,intentemos de nuevo,réessayons,lass es uns noch einmal versuchen
71,let's turn back,let us turn back,démosle la vuelta,revenons en arrière,lass uns umkehren
72,let's wait here,let us wait here,esperemos aqui,attendons ici,lass uns hier warten
73,life ain't easy,life as not easy,la vida no es fácil,la vie n'est pas facile,Leben als nicht einfach
74,life is a dream,life is a dream,la vida es un sueño,la vie est un rêve,das Leben ist ein Traum
75,life isn't easy,life is not easy,la vida no es fácil,la vie n'est pas facile,das Leben ist nicht einfach
76,life's not easy,life s not easy,la vida no es fácil,la vie n'est pas facile,das Leben ist nicht einfach
77,listen a minute,listen a minute,escucha un minuto,écoute une minute,hör mal zu
78,lock the office,lock the office,cerrar la oficina,verrouiller le bureau,das Büro abschließen
79,lock your doors,lock your doors,cierra tus puertas,verrouillez vos portes,verschließe deine Türen
80,look around you,look around you,mira a tu alrededor,regarde autour de toi,sieh Dich um
81,look at the cat,look at the cat,Mira al gato,Regarde le chat,schau auf die Katze
82,look behind you,look behind you,mira detrás tuyo,Regardez derrière vous,Schau hinter dich
83,look what i did,look what i did,mira lo que hice,regarde ce que j'ai fait,schau was ich gemacht habe
84,look who's back,look who is back,mira quien ha vuelto,regarde qui est de retour,schau wer zurück ist
85,look who's here,look who is here,mira quien está aquí,Regarde qui est la,Schau mal wer da ist
86,make a decision,make a decision,Toma una decision,prendre une décision,triff eine Entscheidung
87,make it smaller,make it smaller,hazlo más pequeño,le rendre plus petit,kleiner machen
88,make some noise,make some noise,Haz ruido,faire du bruit,etwas Lärm machen
89,mary helped tom,mary helped tom,María ayudó a Tom,Marie a aidé Tom,Maria half Tom
90,mary is a widow,mary is a widow,María es viuda,Marie est veuve,Maria ist Witwe
91,mary's my niece,mary s my niece,mary es mi sobrina,Mary est ma nièce,Mary ist meine Nichte
92,may i be honest,may i be honest,puedo ser honesto,puis-je être honnête,darf ich ehrlich sein
93,may i borrow it,may i borrow it,¿Puedo tomarlo prestado?,puis-je l'emprunter,Könnte ich das ausleihen
94,may i go to bed,may i go to bed,puedo ir a la cama,puis-je aller me coucher,darf ich ins bett gehen
95,may i interrupt,may i interrupt,puedo interrumpir,puis-je interrompre,darf ich stören
96,may i leave now,may i leave now,puedo irme ahora,Puis-je m'en aller maintenant,Darf ich jetzt gehen
97,may i try it on,may i try it on,Puedo probarlo,Puis-je essayer,Darf ich es anprobieren
98,maybe he's dead,maybe he is dead,tal vez este muerto,peut-être qu'il est mort,vielleicht ist er tot
99,maybe it's true,maybe it is true,tal vez sea cierto,c'est peut-être vrai,vielleicht ist es wahr
100,maybe next time,maybe next time,Tal vez la próxima vez,La prochaine fois peut-être,Vielleicht beim nächsten Mal
101,meet me at 2:30,meet me at 2 30,encuéntrame a las 2 30,rendez-vous à 2h30,triff mich um 2 30
102,men should work,men should work,los hombres deben trabajar,les hommes doivent travailler,Männer sollten arbeiten
103,merry christmas,merry christmas,Feliz Navidad,joyeux Noël,Fröhliche Weihnachten
104,might i come in,might i come in,¿puedo entrar?,puis-je entrer,darf ich reinkommen
105,mom has a fever,mom has a fever,mamá tiene fiebre,maman a de la fièvre,Mama hat Fieber
106,"mom, i'm hungry",mom  i am hungry,mamá tengo hambre,maman j'ai faim,Mama ich habe Hunger
107,money is needed,money is needed,se necesita dinero,il faut de l'argent,Geld wird benötigt
108,my tv is broken,my tv is broken,mi televisor está roto,Ma télévision est cassée,mein fernseher ist kaputt
109,my answer is no,my answer is no,mi respuesta es no,ma réponse est non,Meine Antwort ist nein
110,my bag is empty,my bag is empty,mi bolsa está vacía,mon sac est vide,Meine Tasche ist leer
111,my book is here,my book is here,mi libro está aquí,mon livre est ici,Mein Buch ist da
112,my bottle broke,my bottle broke,mi botella se rompió,ma bouteille s'est cassée,meine Flasche ist kaputt gegangen
113,my cat is black,my cat is black,mi gato es negro,mon chat est noir,Meine Katze ist schwarz
114,my cat is happy,my cat is happy,mi gato es feliz,mon chat est content,meine katze freut sich
115,my cat is white,my cat is white,mi gato es blanco,mon chat est blanc,Meine Katze ist weiß
116,my father is in,my father is in,mi padre esta en,mon père est dans,mein Vater ist dabei
117,my jeans shrank,my jeans shrank,mis jeans se encogieron,mon jean a rétréci,Meine Jeans ist eingelaufen
118,my mouth is dry,my mouth is dry,mi boca esta seca,ma bouche est sèche,Mein Mund ist trocken
119,my shift's over,my shift s over,mi turno ha terminado,mon quart de travail est terminé,Meine Schicht ist vorbei
120,my suit is gray,my suit is gray,mi traje es gris,mon costume est gris,Mein Anzug ist grau
121,my suit is grey,my suit is grey,mi traje es gris,mon costume est gris,Mein Anzug ist grau
122,my wife was mad,my wife was mad,mi esposa estaba enojada,ma femme était folle,Meine Frau war sauer
123,my work is done,my work is done,mi trabajo está hecho,mon travail est terminé,meine Arbeit ist getan
124,natto is sticky,natto is sticky,natto es pegajoso,le natto est collant,Natto ist klebrig
125,nature is cruel,nature is cruel,la naturaleza es cruel,la nature est cruelle,Die Natur ist grausam
126,nature is scary,nature is scary,la naturaleza da miedo,la nature fait peur,Die Natur ist beängstigend
127,neither is true,neither is true,tampoco es cierto,ni l'un ni l'autre n'est vrai,beides ist nicht wahr
128,never say never,never say never,nunca digas nunca,ne jamais dire jamais,Sag niemals nie
129,never tell lies,never tell lies,nunca digas mentiras,ne jamais mentir,lüge niemals
130,nice seeing you,nice seeing you,que bueno verte,C'est bien de te voir,Schön dich zu sehen
131,nice to see you,nice to see you,me alegro de verte,Ravi de vous voir,schön dich zu sehen
132,no one answered,no one answered,nadie respondió,personne n'a répondu,niemand antwortete
133,no one can help,no one can help,nadie puede ayudar,personne ne peut aider,niemand kann helfen
134,no one can tell,no one can tell,nadie puede decir,personne ne peut dire,niemand kann es sagen
135,no one did that,no one did that,nadie hizo eso,personne n'a fait ça,das hat keiner gemacht
136,no one flinched,no one flinched,nadie se inmutó,personne n'a bronché,niemand zuckte zusammen
137,no one got hurt,no one got hurt,nadie resultó herido,personne n'a été blessé,niemand wurde verletzt
138,no one got sick,no one got sick,nadie se enfermó,personne n'est tombé malade,niemand wurde krank
139,no one has come,no one has come,nadie ha venido,personne n'est venu,niemand ist gekommen
140,no one is there,no one is there,nadie esta ahi,Personne n'est là,niemand ist dort
141,no one knew why,no one knew why,nadie sabía por qué,personne ne savait pourquoi,niemand wusste warum
142,no one likes it,no one likes it,a nadie le gusta,personne ne l'aime,niemand mag es
143,no one likes me,no one likes me,nadie me quiere,personne ne m'aime,niemand mag mich
144,no one listened,no one listened,nadie escuchó,personne n'a écouté,niemand hörte zu
145,no one objected,no one objected,nadie se opuso,personne ne s'y est opposé,niemand widersprach
146,no one panicked,no one panicked,nadie entró en pánico,personne n'a paniqué,niemand geriet in Panik
147,no one saw that,no one saw that,nadie vio eso,personne n'a vu ça,das hat keiner gesehen
148,no one was hurt,no one was hurt,ninguno fue herido,Personne n'a été blessé,Keiner wurde verletzt
149,no one was late,no one was late,nadie llegó tarde,personne n'était en retard,niemand war zu spät
150,no one was seen,no one was seen,nadie fue visto,personne n'a été vu,Niemand wurde gesehen
151,no one's around,no one s around,no hay nadie alrededor,personne n'est autour,niemand ist da
152,no taxi stopped,no taxi stopped,ningún taxi se detuvo,aucun taxi ne s'est arrêté,kein Taxi hielt
153,"no, i didn't go",no  i did not go,"no, no fui",non je n'y suis pas allé,nein ich bin nicht gegangen
154,nobody answered,nobody answered,nadie respondió,personne n'a répondu,niemand antwortete
155,nobody wants it,nobody wants it,nadie lo quiere,personne n'en veut,niemand will es
156,nobody was home,nobody was home,nadie estaba en casa,personne n'était à la maison,niemand war zu Hause
157,nothing changes,nothing changes,nada cambia,rien ne change,Nichts verändert sich
158,nothing's on tv,nothing s on tv,nada en la tv,rien n'est à la télé,nichts läuft im fernsehen
159,now i'm serious,now i am serious,ahora hablo en serio,maintenant je suis sérieux,jetzt bin ich ernst
160,now go have fun,now go have fun,ahora ve a divertirte,maintenant va t'amuser,jetzt viel Spaß
161,now is the time,now is the time,ahora es el momento,c'est le moment,jetzt ist die Zeit
162,now stop crying,now stop crying,ahora deja de llorar,maintenant arrête de pleurer,jetzt hör auf zu weinen
163,october is over,october is over,se acabó octubre,octobre est fini,oktober ist vorbei
164,one wonders why,one wonders why,uno se pregunta por qué,on se demande pourquoi,man fragt sich warum
165,open the bottle,open the bottle,abre la botella,ouvrir la bouteille,öffne die Flasche
166,open your mouth,open your mouth,abre la boca,Ouvrez la bouche,öffne deinen Mund
167,our plan failed,our plan failed,nuestro plan fracasó,notre plan a échoué,Unser Plan ist gescheitert
168,our plan worked,our plan worked,nuestro plan funciono,notre plan a fonctionné,unser plan ging auf
169,parties are fun,parties are fun,las fiestas son divertidas,les fêtes sont amusantes,Partys machen Spaß
170,parties bore me,parties bore me,las fiestas me aburren,les fêtes m'ennuient,Partys langweilen mich
171,planning is key,planning is key,la planificación es clave,la planification est la clé,Planung ist der Schlüssel
172,please be quiet,please be quiet,Por favor quédate quieto,s'il vous plaît soyez silencieux,bitte leise sein
173,please call him,please call him,por favor llámalo,s'il vous plaît appelez-le,bitte ruf ihn an
174,please continue,please continue,por favor continua,Continuez s'il vous plaît,bitte fahre fort
175,please help tom,please help tom,por favor ayuda a tom,s'il vous plait aidez tom,bitte hilf tom
176,please hurry up,please hurry up,"Por favor, apresúrese","Dépêchez-vous, s'il vous plaît",Bitte beeilen Sie sich
177,please sit down,please sit down,por favor siéntate,asseyez-vous s'il vous plaît,Bitte hinsetzen
178,please sit here,please sit here,Por favor sientase aquí,s'il vous plaît asseyez-vous ici,bitte Sitze hier
179,please take one,please take one,"Por favor, tome uno","s'il vous plait, prenez-en un",bitte nimm eins
180,please trust me,please trust me,por favor confia en mi,"s'il te plaît, fais moi confiance",bitte vertraue mir
181,pour me a drink,pour me a drink,sírveme un trago,sers-moi un verre,schenke mir was zu trinken ein
182,prices are high,prices are high,los precios son altos,les prix sont élevés,die Preise sind hoch
183,put a lid on it,put a lid on it,Ponle una tapa,Mettez un couvercle dessus,einen Deckel drauf legen
184,put on your hat,put on your hat,Ponte tu sombrero,Mettez votre chapeau,setze deinen Hut auf
185,put your hat on,put your hat on,ponte el sombrero,mets ton chapeau,setz deinen Hut auf
186,raise your hand,raise your hand,levanta tu mano,lève ta main,Hebe deine Hand
187,read this first,read this first,Leé esto primero,lisez ceci en premier,Lesen Sie dies zuerst
188,remove your hat,remove your hat,quítate el sombrero,enlève ton chapeau,nimm deinen Hut ab
189,repeat after me,repeat after me,repite después de mi,répète après moi,sprich mir nach
190,school bores me,school bores me,la escuela me aburre,l'école m'ennuie,Schule langweilt mich
191,science is cool,science is cool,la ciencia es genial,la science c'est cool,Wissenschaft ist cool
192,see what i mean,see what i mean,mira lo que quiero decir,tu vois ce que je veux dire,"verstehst du, was ich meine"
193,sharks eat fish,sharks eat fish,los tiburones comen pescado,les requins mangent du poisson,Haie fressen Fisch
194,she admired him,she admired him,ella lo admiraba,elle l'admirait,sie bewunderte ihn
195,she adores cats,she adores cats,ella adora a los gatos,elle adore les chats,sie liebt katzen
196,she calmed down,she calmed down,ella se calmó,elle s'est calmée,sie beruhigte sich
197,she deserved it,she deserved it,Ella se lo merecia,elle le méritait,Sie hat es verdient
198,she disappeared,she disappeared,ella desapareció,elle a disparu,Sie verschwand
199,she forgave him,she forgave him,ella lo perdonó,elle lui a pardonné,sie hat ihm verziehen
200,she got up late,she got up late,ella se levanto tarde,elle s'est levée tard,sie ist spät aufgestanden
201,she had a radio,she had a radio,ella tenia una radio,elle avait une radio,Sie hatte ein Radio
202,she has no fear,she has no fear,ella no tiene miedo,elle n'a pas peur,sie hat keine angst
203,she is canadian,she is canadian,Ella es canadiense,elle est canadienne,sie ist Kanadierin
204,she is japanese,she is japanese,ella es japonesa,Elle est japonaise,Sie ist Japanerin
205,she is a beauty,she is a beauty,ella es una belleza,elle est une beauté,sie ist eine Schönheit
206,she is a doctor,she is a doctor,ella es una doctora,elle est médecin,Sie ist Ärztin
207,she is a runner,she is a runner,ella es una corredora,elle est coureuse,Sie ist eine Läuferin
208,she is a singer,she is a singer,ella es una cantante,elle est chanteuse,sie ist eine Sängerin
209,she is a typist,she is a typist,ella es mecanógrafo,elle est dactylographe,sie ist Schreibkraft
210,she is graceful,she is graceful,ella es elegante,elle est gracieuse,sie ist anmutig
211,she is not tall,she is not tall,ella no es alta,Elle n'est pas grande,Sie ist nicht groß
212,she is powerful,she is powerful,ella es poderosa,elle est puissante,sie ist mächtig
213,she is stubborn,she is stubborn,ella es terca,elle est têtue,Sie ist stur
214,she looked away,she looked away,ella miró hacia otro lado,elle a détourné le regard,sie sah weg
215,she looks young,she looks young,ella se ve joven,elle a l'air jeune,sie sieht jung aus
216,she lost a book,she lost a book,ella perdió un libro,elle a perdu un livre,Sie hat ein Buch verloren
217,she married him,she married him,ella se casó con él,elle l'a épousé,Sie hat ihn geheiratet
218,she never reads,she never reads,ella nunca lee,elle ne lit jamais,sie liest nie
219,she pinched him,she pinched him,ella lo pellizcó,elle l'a pincé,sie kniff ihn
220,she scolded him,she scolded him,ella lo regañó,elle l'a grondé,sie schalt ihn
221,she seems happy,she seems happy,ella parece feliz,elle a l'air heureuse,sie scheint glücklich zu sein
222,she seems tired,she seems tired,ella parece cansada,elle semble fatiguée,sie wirkt müde
223,she slapped him,she slapped him,ella lo abofeteó,elle l'a giflé,sie schlug ihn
224,she sounded mad,she sounded mad,ella sonaba enojada,elle avait l'air folle,sie klang wütend
225,she stabbed him,she stabbed him,ella lo apuñaló,elle l'a poignardé,sie hat ihn erstochen
226,she talks a lot,she talks a lot,habla mucho,elle parle beaucoup,Sie redet viel
227,she tempted him,she tempted him,ella lo tentó,elle l'a tenté,sie hat ihn versucht
228,she tied him up,she tied him up,ella lo ató,elle l'a ligoté,sie hat ihn gefesselt
229,she trusted you,she trusted you,ella confiaba en ti,elle t'a fait confiance,sie hat dir vertraut
230,she was panting,she was panting,ella estaba jadeando,elle haletait,sie keuchte
231,she was perfect,she was perfect,ella era perfecta,elle était parfaite,sie war perfekt
232,she went inside,she went inside,ella entró,elle est allée à l'intérieur,sie ging hinein
233,she will try it,she will try it,ella lo intentará,elle va essayer,sie wird es versuchen
234,she woke him up,she woke him up,ella lo despertó,elle l'a réveillé,sie hat ihn aufgeweckt
235,she worked hard,she worked hard,ella trabajo duro,elle a travaillé dur,Sie arbeitete hart
236,she's assertive,she is assertive,ella es asertiva,elle s'affirme,sie ist durchsetzungsfähig
237,she's depressed,she is depressed,ella está deprimida,elle est déprimée,sie ist depressiv
238,she's in danger,she is in danger,ella esta en peligro,elle est en danger,sie ist in gefahr
239,she's my friend,she is my friend,ella es mi amiga,elle est mon amie,sie ist meine Freundin
240,she's my sister,she is my sister,ella es mi hermana,elle est ma soeur,sie ist meine Schwester
241,she's no singer,she is no singer,ella no es cantante,elle n'est pas chanteuse,sie ist keine sängerin
242,she's on a roll,she is on a roll,ella está en un rollo,elle est sur une lancée,sie ist auf einer Rolle
243,she's very tall,she is very tall,ella es muy alta,elle est tres grande,Sie ist sehr groß
244,sheep eat grass,sheep eat grass,las ovejas comen hierba,Le mouton mange de l'herbe,Schafe essen Gras
245,should we start,should we start,deberíamos empezar,devrions-nous commencer,sollen wir anfangen
246,should we worry,should we worry,deberíamos preocuparnos,devrions-nous nous inquiéter,sollten wir uns Sorgen machen
247,show them to me,show them to me,Muestramelas,me les montrer,Zeig sie mir
248,show us the way,show us the way,muéstranos el camino,montre-nous le chemin,zeig uns den Weg
249,shut your mouth,shut your mouth,Cierra el pico,tais toi,Halt den Mund
250,sit right there,sit right there,siéntate justo ahí,asseyez-vous juste là,sitze gleich da
251,sit up straight,sit up straight,sientate derecho,se redresser,aufrecht sitzen
252,"so far, so good",so far  so good,"Hasta ahora, todo bien","Jusqu'ici, tout va bien","So weit, ist es gut"
253,someone coughed,someone coughed,alguien tosió,quelqu'un a toussé,jemand hustete
254,"sorry, i forgot",sorry  i forgot,lo siento me olvidé,Désolé j'ai oublié,Entschuldigung ich vergaß
255,sound the alarm,sound the alarm,suena la alarma,sonner l'alarme,Alarm schlagen
256,spanish is easy,spanish is easy,El español es fácil,l'espagnol est facile,Spanisch ist leicht
257,speak your mind,speak your mind,di lo que piensas,dis ce que tu penses,sprechen Sie Ihre Meinung
258,spring has come,spring has come,Primavera ha llegado,Le printemps est arrivé,Der Frühling ist gekommen
259,stay in the car,stay in the car,quédate en el auto,rester dans la voiture,im Auto bleiben
260,stay right here,stay right here,Quédate aquí,reste ici,bleib hier
261,stay very still,stay very still,quédate muy quieto,reste très immobile,ganz still bleiben
262,stop being nosy,stop being nosy,deja de ser entrometido,arrête d'être fouineuse,"Hör auf, neugierig zu sein"
263,stop doing that,stop doing that,para de hacer eso,arrêter de faire ça,Hör auf
264,"stop it, please",stop it  please,"detente, porfavor",arrête s'il te plait,Lass es bitte
265,stop right here,stop right here,detente aquí,arrête ici,halt hier an
266,stop squabbling,stop squabbling,deja de pelear,arrête de te chamailler,hör auf zu streiten
267,stop teasing me,stop teasing me,deja de burlarte de mi,arrête de me taquiner,Hör auf mich zu ärgern
268,stop whimpering,stop whimpering,deja de lloriquear,arrête de pleurnicher,hör auf zu wimmern
269,summer has come,summer has come,ha llegado el verano,l'été est arrivé,Sommer ist da
270,sweep the floor,sweep the floor,barrer el piso,Balayez le sol,wisch den Boden
271,take a breather,take a breather,toma un respiro,prendre une pause,atme durch
272,take care of it,take care of it,cuídalo,prends en soin,passe darauf auf
273,take everything,take everything,toma todo,Prenez tout,Nimm alles
274,"take it, please",take it  please,tómalo por favor,prends-le s'il te plait,nimm es bitte
275,take no chances,take no chances,no te arriesgues,ne prenez aucun risque,kein Risiko eingehen
276,talk to my boss,talk to my boss,hablar con mi jefe,parler à mon patron,rede mit meinem chef
277,tell me frankly,tell me frankly,Háblame francamente,dis-moi franchement,Sag es mir offen
278,tell us a story,tell us a story,cuéntanos una historia,raconte nous une histoire,erzählen Sie uns eine Geschichte
279,that can happen,that can happen,eso puede pasar,ça peut arriver,Das kann Passieren
280,that can't last,that cannot last,eso no puede durar,ça ne peut pas durer,das kann nicht dauern
281,that car is his,that car is his,ese carro es de el,cette voiture est la sienne,das Auto ist seins
282,that could work,that could work,eso podría funcionar,ça pourrait marcher,das könnte funktionieren
283,that dog is big,that dog is big,ese perro es grande,ce chien est grand,dieser Hund ist groß
284,that dog jumped,that dog jumped,ese perro saltó,ce chien a sauté,dieser Hund ist gesprungen
285,that is a table,that is a table,eso es una mesa,c'est un tableau,Das ist ein Tisch
286,that is her car,that is her car,ese es su auto,c'est sa voiture,das ist ihr auto
287,that is his car,that is his car,ese es su auto,c'est sa voiture,das ist sein Auto
288,that is so cool,that is so cool,Eso es tan cool,C'est génial,das ist so cool
289,that isn't fair,that is not fair,eso no es justo,ce n'est pas juste,das ist nicht fair
290,that looks good,that looks good,Eso se ve bien,ça à l'air bon,das sieht gut aus
291,that might help,that might help,eso podría ayudar,ça pourrait aider,das könnte helfen
292,that must be so,that must be so,eso debe ser asi,ça doit être ainsi,das muss so sein
293,that was a joke,that was a joke,fue un chiste,c'était une blague,Das war ein Witz
294,that was a sign,that was a sign,eso fue una señal,c'était un signe,das war ein zeichen
295,that was a test,that was a test,eso fue una prueba,c'était un essai,das war eine prüfung
296,that was stupid,that was stupid,eso fue estupido,c'était stupide,das war dumm
297,that won't work,that will not work,eso no funcionará,ça ne marchera pas,das wird nicht funktionieren
298,that's a banana,that is a banana,eso es un banano,c'est une banane,das ist eine banane
299,that's a pagoda,that is a pagoda,eso es una pagoda,c'est une pagode,das ist eine Pagode
300,that's a pencil,that is a pencil,Eso es un lápiz,c'est un crayon,Das ist ein Stift
301,that's a puzzle,that is a puzzle,eso es un rompecabezas,c'est un casse-tête,das ist ein Rätsel
302,that's a relief,that is a relief,es un alivio,c'est un soulagement,das ist eine Erleichterung
303,that's about it,that is about it,eso es todo,c'est à peu près tout,das ist es
304,that's all i do,that is all i do,eso es todo lo que hago,c'est tout ce que je fais,das ist alles was ich tue
305,that's all true,that is all true,eso es todo cierto,tout est vrai,das ist alles wahr
306,that's an order,that is an order,esa es una orden,c'est une commande,das ist eine bestellung
307,that's bad news,that is bad news,eso es una mala noticia,c'est une mauvaise nouvelle,das sind schlechte Nachrichten
308,that's barbaric,that is barbaric,eso es bárbaro,c'est barbare,das ist barbarisch
309,that's cheating,that is cheating,eso es hacer trampa,c'est tricher,das ist Betrug
310,that's doubtful,that is doubtful,eso es dudoso,c'est douteux,das ist zweifelhaft
311,that's my chair,that is my chair,esa es mi silla,c'est ma chaise,das ist mein Stuhl
312,that's my fault,that is my fault,eso es mi culpa,c'est ma faute,das ist meine schuld
313,that's my money,that is my money,ese es mi dinero,c'est mon argent,das ist mein geld
314,that's nonsense,that is nonsense,eso es una tontería,c'est un non-sens,das ist Unsinn
315,that's not cool,that is not cool,eso no es genial,ce n'est pas cool,das ist nicht cool
316,that's not fair,that is not fair,eso no es justo,ce n'est pas juste,das ist nicht fair
317,that's not good,that is not good,eso no es bueno,ce n'est pas bon,das ist nicht gut
318,that's not love,that is not love,eso no es amor,ce n'est pas de l'amour,das ist keine Liebe
319,that's not mine,that is not mine,Eso no es mio,ce n'est pas le mien,das ist nicht meins
320,that's not nice,that is not nice,eso no es agradable,ce n'est pas gentil,das ist nicht schön
321,that's not true,that is not true,eso no es verdad,ce n'est pas vrai,das ist nicht wahr
322,that's old news,that is old news,esa es una noticia vieja,c'est une vieille nouvelle,das sind alte Nachrichten
323,that's peculiar,that is peculiar,eso es peculiar,c'est particulier,das ist eigenartig
324,that's possible,that is possible,eso es posible,c'est possible,das lässt sich machen
325,that's so weird,that is so weird,eso es tan raro,c'est tellement bizarre,das ist so seltsam
326,that's terrible,that is terrible,eso es terrible,c'est terrible,Das ist furchtbar
327,that's the snag,that is the snag,ese es el inconveniente,c'est le hic,das ist der Haken
328,that's the word,that is the word,esa es la palabra,c'est le mot,das ist das Wort
