,English,English_cleaned,Spanish,French,German
151,hi how are you,hi how are you,"hola, ¿cómo estás?",salut comment ca va,"Hallo, wie geht es dir"
152,his id was fake,his id was fake,su identificación era falsa,sa carte d'identité était fausse,Sein Ausweis war gefälscht
153,his name is mud,his name is mud,su nombre es barro,il s'appelle boue,sein Name ist Schlamm
154,his son is sick,his son is sick,su hijo esta enfermo,son fils est malade,sein Sohn ist krank
155,his word is law,his word is law,su palabra es ley,sa parole fait loi,sein Wort ist Gesetz
156,"hold on, please",hold on  please,Aguarde por favor,attendez s'il vous plait,warte bitte
157,horses run fast,horses run fast,los caballos corren rapido,les chevaux courent vite,Pferde laufen schnell
158,how about 12:45,how about 12 45,que tal 12 45,que diriez-vous de 12 45,wie wäre es mit 12 45
159,how are you all,how are you all,Como estas todos,comment allez-vous tous,wie geht es euch allen
160,how are you now,how are you now,como estas ahora,comment vas-tu maintenant,wie geht es dir jetzt
161,how big you are,how big you are,que grande eres,quelle est votre taille,wie groß du bist
162,how can that be,how can that be,como puede ser,comment est-ce possible,Wie kann das sein
163,how can this be,how can this be,cómo puede ser esto,comment se peut-il,Wie kann das sein
164,how can we tell,how can we tell,¿Cómo podemos decir,comment pouvons-nous dire,wie können wir sagen
165,how could it be,how could it be,como puede ser,Comment est-ce possible,wie könnte es sein
166,how did it feel,how did it feel,como se sintió,comment vous êtes-vous senti,wie hat es sich angefühlt
167,how do you know,how do you know,Cómo lo sabes,Comment savez-vous,woher weißt du das
168,how interesting,how interesting,que interesante,comme c'est intéressant,wie interessant
169,how is everyone,how is everyone,como estan todos,comment va tout le monde,wie geht es allen
170,how is it going,how is it going,¿cómo está yendo?,Comment ça se passe,Wie geht es Ihnen
171,how is your dad,how is your dad,como esta tu padre,comment va ton père,Wie geht es deinem Vater
172,how nice of you,how nice of you,que bondadoso,quelle gentillesse de ta part,wie nett von dir
173,how old are you,how old are you,cuántos años tienes,quel âge as-tu,wie alt sind Sie
174,how rude of you,how rude of you,que grosero de tu parte,comme tu es grossier,wie unhöflich von dir
175,how unfortunate,how unfortunate,que desafortunado,quel malheur,wie unglücklich
176,how'd you do it,how did you do it,Cómo lo hiciste,comment avez-vous fait,wie hast du es gemacht
177,how's tom doing,how is tom doing,como esta tom,comment va tom,Wie geht es Tom?
178,how's everybody,how is everybody,Cómo están todos,Ça va,wie geht es allen
179,how's the water,how is the water,como esta el agua,comment est l'eau,wie ist das wasser
180,how's your cold,how is your cold,como esta tu resfriado,comment est ton rhume,wie ist deine erkältung
181,how's your wife,how is your wife,Cómo está su esposa,Comment va votre femme,Wie geht es deiner Frau
182,"hurry up, girls",hurry up  girls,date prisa chicas,dépêchez vous les filles,beeil dich Mädels
183,hypnotism works,hypnotism works,el hipnotismo funciona,l'hypnotisme fonctionne,Hypnose wirkt
184,i abhor spiders,i abhor spiders,aborrezco las arañas,je déteste les araignées,Ich verabscheue Spinnen
185,i ache all over,i ache all over,me duele todo el cuerpo,j'ai mal partout,mir tut alles weh
186,i admit nothing,i admit nothing,no admito nada,je n'avoue rien,ich gebe nichts zu
187,i almost did it,i almost did it,casi lo hago,je l'ai presque fait,Ich habe es fast geschafft
188,i almost forgot,i almost forgot,casi lo olvido,j'ai presque oublié,ich habe es fast vergessen
189,i am a japanese,i am a japanese,soy un japones,je suis un japonais,Ich bin ein Japaner
190,i am a bachelor,i am a bachelor,soy soltero,je suis célibataire,Ich bin Junggeselle
191,i am a good boy,i am a good boy,Yo soy un buen chico,je suis un bon garçon,Ich bin ein guter Junge
192,i am busy today,i am busy today,estoy ocupado hoy,je suis occupé aujourd'hui,Ich bin heute beschäftigt
193,i am from egypt,i am from egypt,soy de Egipto,je viens d'Egypte,Ich komme aus Ägypten
194,i am from spain,i am from spain,Yo soy de España,Je suis d'Espagne,Ich komme aus Spanien
195,i am in trouble,i am in trouble,Estoy en problemas,je suis dans le pétrin,ich bin in Schwierigkeiten
196,i am not eating,i am not eating,No estoy comiendo,je ne mange pas,Ich esse nicht
197,i am undressing,i am undressing,me estoy desnudando,je me déshabille,ich ziehe mich aus
198,i am very tired,i am very tired,estoy muy cansado,je suis très fatigué,ich bin sehr müde
199,i amused myself,i amused myself,me entretuve,je me suis amusé,ich amüsierte mich
200,i appreciate it,i appreciate it,Lo aprecio,Je vous en suis reconnaissant,ich schätze es
201,i ate some cake,i ate some cake,comí un poco de pastel,j'ai mangé du gâteau,Ich habe Kuchen gegessen
202,i ate the salad,i ate the salad,comí la ensalada,j'ai mangé la salade,Ich habe den Salat gegessen
203,i baked cookies,i baked cookies,horneé galletas,j'ai fait des biscuits,Ich habe Kekse gebacken
204,i beg to differ,i beg to differ,Siento disentir,Je ne suis pas d'accord,Ich bin anderer Ansicht
205,i began working,i began working,comencé a trabajar,j'ai commencé à travailler,ich fing an zu arbeiten
206,i believed that,i believed that,creí eso,je croyais que,das habe ich geglaubt
207,i bit my tongue,i bit my tongue,me mordí la lengua,je me suis mordu la langue,ich biss mir auf die zunge
208,i booked a seat,i booked a seat,reservé un asiento,j'ai réservé une place,Ich habe einen Sitzplatz gebucht
209,i bought a book,i bought a book,Compré un libro,j'ai acheté un livre,Ich kaufte ein Buch
210,i broke a glass,i broke a glass,rompí un vaso,j'ai cassé un verre,Ich habe ein Glas zerbrochen
211,i broke my back,i broke my back,me rompí la espalda,je me suis cassé le dos,Ich habe mir den Rücken gebrochen
212,i broke the law,i broke the law,rompí la ley,j'ai enfreint la loi,Ich habe das Gesetz gebrochen
213,i called tom up,i called tom up,Llamé a Tom,j'ai appelé tom,Ich habe Tom angerufen
214,i called her up,i called her up,la llamé,je l'ai appelée,Ich habe sie angerufen
215,i called him up,i called him up,lo llamé,je l'ai appelé,Ich habe ihn angerufen
216,i came by train,i came by train,vine en tren,je suis venu en train,Ich bin mit dem Zug gekommen
217,i can do it now,i can do it now,puedo hacerlo ahora,je peux le faire maintenant,Ich kann es jetzt tun
218,i can drive you,i can drive you,puedo llevarte,je peux te conduire,Ich kann dich fahren
219,i can get us in,i can get us in,puedo hacernos entrar,je peux nous faire entrer,Ich kann uns reinbringen
220,i can handle it,i can handle it,puedo manejarlo,je peux le faire,ich kann damit umgehen
221,i can swim fast,i can swim fast,puedo nadar rapido,je peux nager vite,Ich kann schnell schwimmen
222,i can swim well,i can swim well,puedo nadar bien,je sais bien nager,Ich kann gut schwimmen
223,i can't be sure,i cannot be sure,no puedo estar seguro,je ne peux pas être sûr,Ich kann nicht sicher sein
224,i can't bear it,i cannot bear it,No puedo soportar esto,je ne peux pas le supporter,Ich kann es nicht ertragen
225,i can't breathe,i cannot breathe,No puedo respirar,je ne peux pas respirer,ich kann nicht atmen
226,i can't compete,i cannot compete,no puedo competir,je ne peux pas rivaliser,Ich kann nicht konkurrieren
227,i can't do that,i cannot do that,No puedo hacer eso,je ne peux pas faire ça,Ich kann das nicht tun
228,i can't fake it,i cannot fake it,no puedo fingir,je ne peux pas faire semblant,ich kann es nicht vortäuschen
229,i can't feel it,i cannot feel it,no puedo sentirlo,je ne peux pas le sentir,ich kann es nicht fühlen
230,i can't find it,i cannot find it,No puedo encontrarlo,Je ne le trouve pas,ich kann es nicht finden
231,i can't give up,i cannot give up,No puedo darme por vencido,je ne peux pas abandonner,Ich kann nicht aufgeben
232,i can't hear it,i cannot hear it,no puedo oirlo,je ne l'entends pas,Ich kann es nicht hören
233,i can't help it,i cannot help it,No puedo evitarlo,je ne peux pas l'aider,ich kann es nicht ändern
234,i can't keep it,i cannot keep it,no puedo mantenerlo,je ne peux pas le garder,ich kann es nicht behalten
235,i can't let you,i cannot let you,no puedo dejarte,je ne peux pas te laisser,ich kann dich nicht lassen
236,i can't make it,i cannot make it,no puedo hacerlo,je ne peux pas le faire,Ich schaffe es nicht
237,i caught a carp,i caught a carp,atrapé una carpa,j'ai attrapé une carpe,Ich habe einen Karpfen gefangen
238,i caught a cold,i caught a cold,Coger un resfriado,j'ai attrapé un rhume,ich habe mir eine Grippe eingefangen
239,i caught a fish,i caught a fish,atrapé un pez,J'ai attrapé un poisson,Ich habe einen Fisch gefangen
240,i checked twice,i checked twice,revisé dos veces,j'ai vérifié deux fois,Ich habe zweimal nachgesehen
241,i chickened out,i chickened out,me acobardé,je me suis dégonflé,ich habe gekniffen
242,i chose to wait,i chose to wait,elegí esperar,j'ai choisi d'attendre,Ich entschied mich zu warten
243,i come in peace,i come in peace,vengo en son de paz,je viens en paix,ich komme in Frieden
244,i cooked dinner,i cooked dinner,Cociné la cena,j'ai cuisiné le dîner,Ich kochte Abendessen
245,i could be next,i could be next,yo podría ser el siguiente,je pourrais être le prochain,ich könnte der nächste sein
246,i couldn't walk,i could not walk,no podía caminar,je ne pouvais pas marcher,Ich konnte nicht laufen
247,i cry every day,i cry every day,lloro todos los dias,je pleure tous les jours,Ich weine jeden Tag
248,i dealt with it,i dealt with it,me ocupé de eso,je m'en suis occupé,ich habe mich damit beschäftigt
249,i deserved that,i deserved that,me lo merecia,je méritais ça,das habe ich verdient
250,i did it anyway,i did it anyway,lo hice de todos modos,je l'ai fait quand même,ich habe es trotzdem gemacht
251,i did it myself,i did it myself,lo hice yo mismo,je l'ai fait moi-même,ich habe es selbst gemacht
252,i did that once,i did that once,yo hice eso una vez,je l'ai fait une fois,ich habe das einmal gemacht
253,i didn't forget,i did not forget,No lo olvidé,je n'ai pas oublié,Ich habe nicht vergessen
254,i didn't listen,i did not listen,no escuché,je n'ai pas écouté,Ich habe nicht zugehört
255,i didn't notice,i did not notice,No me di cuenta,Je n'ai pas remarqué,ich habe nicht bemerkt
256,i didn't say it,i did not say it,no lo dije,je ne l'ai pas dit,Ich habe es nicht gesagt
257,i didn't scream,i did not scream,no grité,je n'ai pas crié,Ich habe nicht geschrien
258,i didn't see it,i did not see it,no lo vi,Je ne l'ai pas vu,ich habe es nicht gesehen
259,i didn't shower,i did not shower,no me duche,je ne me suis pas douché,Ich habe nicht geduscht
260,i disobeyed you,i disobeyed you,te desobedecí,je t'ai désobéi,Ich habe dir nicht gehorcht
261,i do that a lot,i do that a lot,Lo hago mucho,je fais ça beaucoup,das mache ich oft
262,i do understand,i do understand,Entiendo,Je comprends,Ich verstehe
263,i don't do much,i do not do much,no hago mucho,je ne fais pas grand chose,ich mache nicht viel
264,i don't like it,i do not like it,no me gusta,Je n'aime pas ça,Ich mag es nicht
265,i don't mind it,i do not mind it,no me importa,ça ne me dérange pas,Ich habe nichts dagegen
266,i don't need it,i do not need it,No lo necesito,je n'en ai pas besoin,ich brauche es nicht
267,i don't see how,i do not see how,no veo como,je ne vois pas comment,Ich sehe nicht wie
268,i don't want it,i do not want it,no lo quiero,je ne le veux pas,ich will es nicht
269,i downloaded it,i downloaded it,lo descargué,je l'ai téléchargé,ich habe es heruntergeladen
270,i dried my face,i dried my face,me sequé la cara,j'ai séché mon visage,Ich habe mein Gesicht getrocknet
271,i drive to work,i drive to work,Conduzco al trabajo,je conduis pour aller au travail,Ich fahre zur Arbeit
272,i drove to work,i drove to work,conduje al trabajo,j'ai conduit au travail,Ich bin zur Arbeit gefahren
273,i enjoy reading,i enjoy reading,disfruto leer,J'aime lire,ich lese gerne
274,i enjoy working,i enjoy working,Yo disfruto trabajar,j'aime travailler,ich arbeite gern
275,i escaped death,i escaped death,escapé de la muerte,j'ai échappé à la mort,Ich bin dem Tod entronnen
276,i expected more,i expected more,esperaba mas,je m'attendais à plus,Ich habe mehr erwartet
277,i expected this,i expected this,esperaba esto,je m'y attendais,Ich habe dies erwartet
278,i fed the horse,i fed the horse,le di de comer al caballo,j'ai nourri le cheval,Ich habe das Pferd gefüttert
279,i feel betrayed,i feel betrayed,me siento traicionado,je me sens trahis,ich fühle mich betrogen
280,i feel feverish,i feel feverish,me siento febril,je me sens fiévreux,ich fühle mich fieberhaft
281,i feel fine now,i feel fine now,me siento bien ahora,je me sens bien maintenant,Ich fühle mich jetzt gut
282,i feel helpless,i feel helpless,Me siento impotente,Je me sens impuissant,Ich fühle mich hilflos
283,i feel his pain,i feel his pain,siento su dolor,je ressens sa douleur,Ich fühle seinen Schmerz
284,i feel homesick,i feel homesick,me siento nostalgico,j'ai le mal du pays,ich habe Heimweh
285,i feel horrible,i feel horrible,me siento horrible,je me sens horrible,Ich fühle mich schrecklich
286,i feel nauseous,i feel nauseous,Siento náuseas,Je me sens nauséeux,Mir ist übel
287,i feel relieved,i feel relieved,me siento aliviado,je me sens soulagé,Ich fühle mich erleichtert
288,i feel terrible,i feel terrible,Me siento terrible,je me sens mal,ich fühle mich schrecklich
289,i feel terrific,i feel terrific,me siento genial,je me sens super bien,Ich fühle mich großartig
290,i feel the same,i feel the same,siento lo mismo,je ressens la même chose,Ich fühle mich gleich
291,i felt betrayed,i felt betrayed,me sentí traicionado,je me suis senti trahi,ich fühlte mich betrogen
292,i felt isolated,i felt isolated,me sentí aislado,je me sentais isolé,Ich fühlte mich isoliert
293,i felt left out,i felt left out,me sentí excluido,je me suis senti exclu,ich fühlte mich ausgeschlossen
294,i felt relieved,i felt relieved,me sentí aliviado,je me suis senti soulagé,Ich fühlte mich erleichtert
295,i felt the same,i felt the same,sentí lo mismo,j'ai ressenti la même chose,mir ging es genauso
296,i finished last,i finished last,terminé último,j'ai fini dernier,Ich bin zuletzt fertig geworden
297,i fired the gun,i fired the gun,disparé el arma,j'ai tiré avec le pistolet,Ich habe die Waffe abgefeuert
298,i follow orders,i follow orders,sigo ordenes,je suis les commandes,Ich befolge Befehle
299,i forgot my bag,i forgot my bag,olvidé mi bolso,j'ai oublié mon sac,Ich habe meine Tasche vergessen
300,i forgot my key,i forgot my key,olvidé mi clave,j'ai oublié ma clé,Ich habe meinen Schlüssel vergessen
301,i forgot my pen,i forgot my pen,olvidé mi pluma,j'ai oublié mon stylo,Ich habe meinen Stift vergessen
302,i gave tom that,i gave tom that,le di a tom eso,je lui ai donné ça,das habe ich tom gegeben
303,i get up at six,i get up at six,me levanto a las seis,Je me lève à six heures,ich stehe um sechs auf
304,i go every year,i go every year,voy todos los años,je vais chaque année,Ich gehe jedes Jahr
305,i got a bargain,i got a bargain,tengo una ganga,j'ai fait une bonne affaire,Ich habe ein Schnäppchen gemacht
306,i got no answer,i got no answer,no obtuve respuesta,je n'ai pas de réponse,Ich habe keine Antwort bekommen
307,i got over that,i got over that,superé eso,j'ai surmonté ça,Ich habe das überwunden
308,i got remarried,i got remarried,me volví a casar,je me suis remarié,Ich habe wieder geheiratet
309,i got rid of it,i got rid of it,me deshice de eso,Je m'en suis débarrassé,ich bin es losgeworden
310,i got sunburned,i got sunburned,me queme el sol,j'ai eu un coup de soleil,Ich habe einen Sonnenbrand
311,i grow tomatoes,i grow tomatoes,cultivo tomates,je fais pousser des tomates,Ich baue Tomaten an
312,i guess it's ok,i guess it is ok,supongo que está bien,je suppose que c'est bon,"Ich denke, es ist in Ordnung"
313,i guessed right,i guessed right,adiviné bien,j'ai bien deviné,Ich habe richtig geraten
314,i had a bad day,i had a bad day,Tuve un mal día,J'ai eu une mauvaise journée,Ich hatte einen schlechten Tag
315,i had a seizure,i had a seizure,tuve una convulsión,j'ai eu une crise,Ich hatte einen Anfall
316,i had my doubts,i had my doubts,yo tenia mis dudas,j'avais des doutes,ich hatte meine zweifel
317,i had no choice,i had no choice,no tuve elección,Je n'avais pas de choix,Ich hatte keine Wahl
318,i had no doubts,i had no doubts,no tenía dudas,je n'avais aucun doute,Ich hatte keine Zweifel
