,English,English_cleaned,Spanish,French,German
42,it's an inside joke,it is an inside joke,es una broma interna,c'est une blague intérieure,es ist ein Insider-Witz
43,it's an old picture,it is an old picture,es una foto vieja,c'est une vieille photo,es ist ein altes Bild
44,it's an older model,it is an older model,es un modelo antiguo,c'est un ancien modèle,es ist ein älteres modell
45,it's as cold as ice,it is as cold as ice,es tan frio como el hielo,il fait aussi froid que la glace,es ist so kalt wie Eis
46,it's being arranged,it is being arranged,se esta arreglando,ça s'arrange,es wird arrangiert
47,it's clearly a fake,it is clearly a fake,claramente es falso,c'est clairement un faux,es ist eindeutig eine Fälschung
48,it's cold out there,it is cold out there,hace frio afuera,il fait froid dehors,es ist kalt da draußen
49,it's dangerous here,it is dangerous here,es peligroso aqui,c'est dangereux ici,hier ist es gefährlich
50,it's extremely ugly,it is extremely ugly,es extremadamente feo,c'est extrêmement moche,es ist extrem hässlich
51,it's free of charge,it is free of charge,es gratis,C'est gratuit,es ist kostenlos
52,it's getting bigger,it is getting bigger,se está haciendo más grande,ça grossit,es wird größer
53,it's getting larger,it is getting larger,se está haciendo más grande,ça grossit,es wird größer
54,it's hard to choose,it is hard to choose,es dificil elegir,il est difficile de choisir,es ist schwer zu wählen
55,it's here somewhere,it is here somewhere,está aquí en alguna parte,c'est ici quelque part,es ist hier irgendwo
56,it's in my backpack,it is in my backpack,esta en mi mochila,c'est dans mon sac à dos,es ist in meinem Rucksack
57,it's just a fantasy,it is just a fantasy,es solo una fantasia,ce n'est qu'un fantasme,es ist nur eine Fantasie
58,it's just a placebo,it is just a placebo,es solo un placebo,ce n'est qu'un placébo,es ist nur ein Placebo
59,it's just not right,it is just not right,Es simplemente incorrecto,Ce n'est pas juste,es ist einfach nicht richtig
60,it's kind of boring,it is kind of boring,es un poco aburrido,c'est un peu ennuyeux,es ist irgendwie langweilig
61,it's neat and clean,it is neat and clean,esta limpio y ordenado,c'est net et net,es ist ordentlich und sauber
62,it's never too late,it is never too late,nunca es demasiado tarde,il n'est jamais trop tard,es ist nie zu spät
63,it's non-refundable,it is non refundable,no es reembolsable,c'est non remboursable,Es ist nicht erstattungsfähig
64,it's not a big deal,it is not a big deal,no es un gran problema,ce n'est pas grave,es ist keine große Sache
65,it's not a hospital,it is not a hospital,no es un hospital,ce n'est pas un hôpital,Es ist kein Krankenhaus
66,it's not about that,it is not about that,no se trata de eso,il ne s'agit pas de ça,darum geht es nicht
67,it's not about them,it is not about them,no se trata de ellos,il ne s'agit pas d'eux,es geht nicht um sie
68,it's not cold today,it is not cold today,hoy no hace frio,il ne fait pas froid aujourd'hui,heute ist es nicht kalt
69,it's not impossible,it is not impossible,no es imposible,ce n'est pas impossible,Es ist nicht unmöglich
70,it's not irrelevant,it is not irrelevant,no es irrelevante,ce n'est pas sans importance,es ist nicht unerheblich
71,it's not my concern,it is not my concern,no es mi problema,ce n'est pas mon souci,es geht mich nichts an
72,it's not negotiable,it is not negotiable,no es negociable,ce n'est pas négociable,es ist nicht verhandelbar
73,it's not real money,it is not real money,no es dinero real,ce n'est pas de l'argent réel,es ist kein echtes Geld
74,it's not ridiculous,it is not ridiculous,no es ridículo,ce n'est pas ridicule,es ist nicht lächerlich
75,it's not safe there,it is not safe there,no es seguro allí,ce n'est pas sûr là-bas,dort ist es nicht sicher
76,it's not spring yet,it is not spring yet,aun no es primavera,ce n'est pas encore le printemps,es ist noch nicht Frühling
77,it's not subjective,it is not subjective,no es subjetivo,ce n'est pas subjectif,es ist nicht subjektiv
78,it's not the answer,it is not the answer,no es la respuesta,ce n'est pas la réponse,es ist nicht die Antwort
79,it's not worth much,it is not worth much,no vale mucho,ça ne vaut pas grand chose,es ist nicht viel wert
80,it's not you i hate,it is not you i hate,no eres tu a quien odio,ce n'est pas toi que je déteste,ich hasse nicht dich
81,it's not your fault,it is not your fault,no es tu culpa,ce n'est pas de ta faute,es ist nicht deine Schuld
82,it's not your style,it is not your style,no es tu estilo,ce n'est pas ton style,es ist nicht dein Stil
83,it's old and clunky,it is old and clunky,es viejo y torpe,c'est vieux et maladroit,es ist alt und klobig
84,it's only temporary,it is only temporary,es solo temporal,ce n'est que temporaire,es ist nur vorübergehend
85,it's really awesome,it is really awesome,es realmente impresionante,c'est vraiment génial,es ist wirklich toll
86,it's slightly windy,it is slightly windy,hace un poco de viento,il y a un peu de vent,es ist leicht windig
87,it's so complicated,it is so complicated,es tan complicado,c'est tellement compliqué,es ist so kompliziert
88,it's still in limbo,it is still in limbo,todavía está en el limbo,c'est encore dans les limbes,es ist immer noch in der Schwebe
89,it's stuffy in here,it is stuffy in here,está cargado aquí,c'est étouffant ici,es ist stickig hier
90,it's time to get up,it is time to get up,es hora de levantarse,il est temps de se lever,Es ist Zeit aufzustehen
91,it's time-consuming,it is time consuming,lleva mucho tiempo,cela prend du temps,es ist zeitaufwendig
92,it's too hot inside,it is too hot inside,hace demasiado calor adentro,il fait trop chaud à l'intérieur,drinnen ist es zu heiß
93,it's totally normal,it is totally normal,es totalmente normal,c'est tout à fait normal,es ist völlig normal
94,it's unbearably hot,it is unbearably hot,hace un calor insoportable,il fait une chaleur insupportable,es ist unerträglich heiß
95,it's useless to try,it is useless to try,es inútil intentarlo,il est inutile d'essayer,"Es ist sinnlos, es zu versuchen"
96,it's very beautiful,it is very beautiful,es muy bonito,c'est très beau,es ist sehr schön
97,it's very dangerous,it is very dangerous,es muy peligroso,c'est très dangereux,es ist sehr gefährlich
98,it's very different,it is very different,Es muy diferente,c'est très différent,es ist sehr unterschiedlich
99,it's very effective,it is very effective,es muy efectivo,c'est très efficace,es ist sehr effektiv
100,it's very expensive,it is very expensive,es muy caro,c'est très cher,es ist sehr teuer
101,it's very hot today,it is very hot today,hace mucha calor hoy,Il fait très chaud aujourd'hui,Es ist sehr heiß heute
102,it's your lucky day,it is your lucky day,es tu dia de suerte,c'est ton jour de chance,es ist dein Glückstag
103,it's your only shot,it is your only shot,es tu única oportunidad,c'est ta seule chance,es ist deine einzige Chance
104,japanese are asians,japanese are asians,los japoneses son asiaticos,les japonais sont asiatiques,Japaner sind Asiaten
105,jesus answered them,jesus answered them,Jesús les respondió,Jésus leur a répondu,Jesus antwortete ihnen
106,jupiter is a planet,jupiter is a planet,júpiter es un planeta,Jupiter est une planète,Jupiter ist ein Planet
107,just follow my lead,just follow my lead,solo sigue mi ejemplo,suis juste mon exemple,Folgen Sie einfach meiner Führung
108,just give it a shot,just give it a shot,solo dale una oportunidad,juste essayer,Probieren Sie es einfach aus
109,just leave me alone,just leave me alone,Déjame en paz,laisse moi seul,Lass mich einfach in Ruhe
110,just relax a moment,just relax a moment,solo relájate un momento,détendez-vous juste un instant,entspannen Sie sich einfach einen Moment
111,keep going straight,keep going straight,Sigue recto,continuez tout droit,Gehe weiter geradeaus
112,keep me in the loop,keep me in the loop,Manténme al tanto,tiens moi au courant,halt mich auf dem laufenden
113,keep your eyes open,keep your eyes open,Mantén tus ojos abiertos,Garde tes yeux ouverts,Halt deine Augen offen
114,keep your gun handy,keep your gun handy,mantén tu arma a mano,gardez votre arme à portée de main,Halten Sie Ihre Waffe griffbereit
115,kids can be so mean,kids can be so mean,los niños pueden ser tan malos,les enfants peuvent être si méchants,Kinder können so gemein sein
116,lay it on the table,lay it on the table,ponlo sobre la mesa,posez-le sur la table,lege es auf den Tisch
117,leave out this word,leave out this word,deja fuera esta palabra,laisse tomber ce mot,lass dieses Wort weg
118,leave the door open,leave the door open,deja la puerta abierta,Laisse la porte ouverte,lass die Tür offen
119,let me do it my way,let me do it my way,déjame hacerlo a mi manera,laisse moi faire à ma façon,lass es mich auf meine Art machen
120,let me explain this,let me explain this,déjame explicarte esto,laisse moi t'expliquer,Lassen Sie mich das erklären
121,let me have a taste,let me have a taste,déjame probar,laisse moi goûter,lass mich schmecken
122,let me pay my share,let me pay my share,Permítame pagar mi parte,Laissez-moi payer ma part,Lassen Sie mich meinen Anteil bezahlen
123,let me win for once,let me win for once,déjame ganar de una vez,laisse moi gagner pour une fois,lass mich einmal gewinnen
124,let the party begin,let the party begin,Que comience la fiesta,que la fête commence,Lass die Party beginnen
125,let's be reasonable,let us be reasonable,seamos razonables,soyons raisonnables,seien wir vernünftig
126,let's call for help,let us call for help,llamemos para pedir ayuda,appelons à l'aide,lass uns um Hilfe rufen
127,let's call it a day,let us call it a day,llamémoslo un día,appelons ça un jour,nennen wir es einen Tag
128,let's check the map,let us check the map,echemos un vistazo al mapa,vérifions la carte,Lassen Sie uns die Karte überprüfen
129,let's clean this up,let us clean this up,vamos a limpiar esto,nettoyons ça,lass uns das aufräumen
130,let's do the dishes,let us do the dishes,vamos a lavar los platos,faisons la vaisselle,Lass uns den Abwasch machen
131,let's do this first,let us do this first,hagamos esto primero,faisons ceci d'abord,Lassen Sie uns dies zuerst tun
132,let's do this later,let us do this later,hagámoslo más tarde,faisons ça plus tard,lass uns das später machen
133,let's end this fast,let us end this fast,acabemos con esto rapido,finissons-en vite,lass uns das schnell beenden
134,let's focus on that,let us focus on that,centrémonos en eso,concentrons-nous sur cela,konzentrieren wir uns darauf
135,let's get some food,let us get some food,consigamos algo de comida,allons chercher de la nourriture,lass uns was zu essen holen
136,let's give it a try,let us give it a try,vamos a darle una oportunidad,essayons,lass es uns versuchen
137,let's go out to eat,let us go out to eat,salgamos a comer,sortons manger,lass uns essen gehen
138,let's go to a movie,let us go to a movie,vamos al cine,Allons au cinéma,Lass uns ins Kino gehen
139,let's have some fun,let us have some fun,divirtámonos un poco,amusons-nous un peu,lass uns Spaß haben
140,let's keep in touch,let us keep in touch,sigamos en contacto,restons en contact,Lass uns in Kontakt bleiben
141,let's leave tonight,let us leave tonight,salgamos esta noche,partons ce soir,lass uns heute Nacht gehen
142,let's make it brief,let us make it brief,hagámoslo breve,soyons bref,machen wir es kurz
143,let's move the sofa,let us move the sofa,movamos el sofá,bougeons le canapé,Lassen Sie uns das Sofa verschieben
144,let's not get cocky,let us not get cocky,no nos pongamos engreídos,ne soyons pas arrogants,lass uns nicht übermütig werden
145,let's not overreact,let us not overreact,no reaccionemos de forma exagerada,ne surréagissons pas,Lassen Sie uns nicht überreagieren
146,let's order a pizza,let us order a pizza,vamos a pedir una pizza,commandez une pizza,Lass uns eine Pizza bestellen
147,let's play baseball,let us play baseball,vamos a jugar beisbol,jouons au base-ball,Lass uns Baseball spielen
148,let's rest a little,let us rest a little,descansemos un poco,reposons nous un peu,lass uns ein wenig ausruhen
149,let's sit down here,let us sit down here,sentémonos aquí,asseyons-nous ici,lass uns hier sitzen
150,let's speak english,let us speak english,hablemos ingles,parlons anglais,lass uns englisch sprechen
151,let's start at 2:30,let us start at 2 30,comencemos a las 2 30,commençons à 2 h 30,fangen wir um 2 30 an
152,let's start tonight,let us start tonight,comencemos esta noche,commençons ce soir,fangen wir heute Abend an
153,let's talk about it,let us talk about it,hablemos de eso,parlons-en,lass uns darüber reden
154,let's try something,let us try something,intentemos algo,essayons quelque chose,lassen Sie uns etwas versuchen
155,let's try this cake,let us try this cake,probemos este pastel,essayons ce gâteau,Probieren wir diesen Kuchen aus
156,let's watch tv here,let us watch tv here,vamos a ver la televisión aquí,regardons la télé ici,Lass uns hier fernsehen
157,let's watch a movie,let us watch a movie,vamos a ver una película,regardons un film,Lass uns einen Film anschauen
158,life has just begun,life has just begun,la vida acaba de empezar,la vie vient de commencer,das Leben hat gerade erst begonnen
159,life is not all fun,life is not all fun,la vida no es todo diversión,la vie n'est pas que du plaisir,Das Leben macht nicht nur Spaß
160,life is not perfect,life is not perfect,la vida no es perfecta,la vie n'est pas parfaite,das Leben ist nicht perfekt
161,look at tom's shoes,look at tom s shoes,mira los zapatos de tom,regarde les chaussures de tom,schau dir toms schuhe an
162,look at the picture,look at the picture,mira la foto,regarde l'image,sehen Sie das Bild an
163,look out the window,look out the window,mirar por la ventana,regarde par la fenêtre,schaue aus dem Fenster
164,look under the seat,look under the seat,mira debajo del asiento,regarde sous le siège,schau mal unter den sitz
165,"look, i'll show you",look  i will show you,mira te mostrare,regarde je vais te montrer,"Schau, ich zeige es dir"
166,love is not a crime,love is not a crime,el amor no es un crimen,l'amour n'est pas un crime,Liebe ist kein Verbrechen
167,love your neighbors,love your neighbors,ama a tus vecinos,aime tes voisins,liebe deine Nachbarn
168,make an appointment,make an appointment,Haga una cita,prendre rendez-vous,einen Termin machen
169,make another choice,make another choice,hacer otra elección,faire un autre choix,eine andere Wahl treffen
170,many people do this,many people do this,mucha gente hace esto,beaucoup de gens font ça,viele Leute tun dies
171,mary is my fiancã©e,mary is my fiancã e,mary es mi novia,Marie est ma fiancée,Mary ist meine Verlobte e
172,may i ask your name,may i ask your name,Puedo preguntarte cómo te llamas,Puis-je demander votre nom,darf ich nach deinem namen fragen
173,may i be of service,may i be of service,puedo ser de servicio,Puis-je être utile,darf ich behilflich sein
174,may i drink alcohol,may i drink alcohol,puedo beber alcohol,puis-je boire de l'alcool,darf ich alkohol trinken
175,may i eat something,may i eat something,puedo comer algo,puis-je manger quelque chose,darf ich was essen
176,may i eat that cake,may i eat that cake,puedo comer ese pastel,puis-je manger ce gâteau,Darf ich den Kuchen essen?
177,may i eat this cake,may i eat this cake,puedo comer este pastel,puis-je manger ce gâteau,Darf ich diesen Kuchen essen?
178,may i have a napkin,may i have a napkin,¿Puedo tener una servilleta?,puis-je avoir une serviette,Darf ich eine Serviette haben?
179,may i interrupt you,may i interrupt you,puedo interrumpirte,puis-je vous interrompre,darf ich dich unterbrechen
180,may i open the door,may i open the door,puedo abrir la puerta,puis-je ouvrir la porte,Darf ich die Tür öffnen
181,may i say something,may i say something,Puedo decir algo,puis-je dire quelque chose,darf ich etwas sagen
182,may i take a shower,may i take a shower,puedo tomar una ducha,puis-je prendre une douche,darf ich duschen
183,may i use the phone,may i use the phone,Puedo usar el teléfono,Puis-je utiliser le téléphone,Könnte ich das Telefon benutzen
184,maybe i exaggerated,maybe i exaggerated,tal vez exageré,peut-être que j'ai exagéré,vielleicht habe ich übertrieben
185,maybe i'll call you,maybe i will call you,tal vez te llame,peut-être que je t'appellerai,vielleicht rufe ich dich an
186,maybe tom can do it,maybe tom can do it,tal vez tom pueda hacerlo,peut-être que tom peut le faire,Vielleicht kann Tom es tun
187,maybe tom is stupid,maybe tom is stupid,tal vez tom es estúpido,peut-être que tom est stupide,Vielleicht ist Tom dumm
188,maybe it wasn't tom,maybe it was not tom,tal vez no fue tom,peut-être que ce n'était pas tom,vielleicht war es nicht tom
189,maybe she is coming,maybe she is coming,tal vez ella viene,peut-être qu'elle vient,vielleicht kommt sie
190,maybe we can fix it,maybe we can fix it,tal vez podamos arreglarlo,peut-être que nous pouvons le réparer,vielleicht können wir es reparieren
191,merlin was a wizard,merlin was a wizard,Merlín era un mago,Merlin était un sorcier,Merlin war ein Zauberer
192,mine is the red one,mine is the red one,el mio es el rojo,le mien est le rouge,meine ist die rote
193,mom is always right,mom is always right,mamá siempre tiene la razón,maman a toujours raison,mama hat immer recht
194,money is everything,money is everything,el dinero lo es todo,l'argent est tout,Geld ist alles
195,monkeys climb trees,monkeys climb trees,los monos trepan a los árboles,les singes grimpent aux arbres,Affen klettern auf Bäume
196,move out of the way,move out of the way,Quítate del camino,Dégage du chemin,Geh aus dem Weg
197,mozart died in 1791,mozart died in 1791,mozart murio en 1791,mozart est mort en 1791,Mozart starb 1791
198,music is my passion,music is my passion,la musica es mi pasion,la musique est ma passion,Musik ist meine Leidenschaft
199,must i write in ink,must i write in ink,debo escribir con tinta,dois-je écrire à l'encre,muss ich mit tinte schreiben
200,my answer is enough,my answer is enough,mi respuesta es suficiente,ma réponse suffit,meine Antwort reicht
201,my aunt looks young,my aunt looks young,mi tia se ve joven,ma tante a l'air jeune,Meine Tante sieht jung aus
202,my back still hurts,my back still hurts,todavía me duele la espalda,mon dos me fait encore mal,mein Rücken tut immer noch weh
203,my boss is an idiot,my boss is an idiot,mi jefe es un idiota,mon patron est un idiot,Mein Chef ist ein Idiot
204,my brother has died,my brother has died,mi hermano ha muerto,mon frère est mort,mein Bruder ist gestorben
205,my cake didn't rise,my cake did not rise,mi pastel no subió,mon gâteau n'a pas levé,Mein Kuchen ist nicht aufgegangen
206,my camera is broken,my camera is broken,Mi cámara está rota,mon appareil photo est cassé,Meine Kamera ist kaputt
207,my cat loves catnip,my cat loves catnip,a mi gato le encanta la hierba gatera,mon chat adore l'herbe à chat,Meine Katze liebt Katzenminze
208,my cat loves shrimp,my cat loves shrimp,mi gato ama los camarones,mon chat adore les crevettes,Meine Katze liebt Garnelen
209,my country needs me,my country needs me,mi país me necesita,mon pays a besoin de moi,Mein Land braucht mich
210,my dad will kill me,my dad will kill me,mi papa me va a matar,mon père va me tuer,Mein Vater wird mich töten
211,my dog doesn't bite,my dog does not bite,mi perro no muerde,mon chien ne mord pas,mein hund beißt nicht
212,my dog needs a walk,my dog needs a walk,mi perro necesita un paseo,mon chien a besoin d'une promenade,Mein Hund braucht einen Spaziergang
213,my eyes are burning,my eyes are burning,me arden los ojos,mes yeux brûlent,meine Augen brennen
214,my eyes feel gritty,my eyes feel gritty,mis ojos se sienten arenosos,mes yeux sont granuleux,Meine Augen fühlen sich trist an
215,my feet are swollen,my feet are swollen,mis pies están hinchados,mes pieds sont enflés,Meine Füße sind geschwollen
216,my friend helped me,my friend helped me,mi amigo me ayudo,mon ami m'a aidé,mein freund hat mir geholfen
217,my gums are swollen,my gums are swollen,mis encías están hinchadas,mes gencives sont enflées,Mein Zahnfleisch ist geschwollen
218,my hair is too long,my hair is too long,mi pelo es demasiado largo,mes cheveux sont trop longs,mein Haar ist zu lang
219,my headache is gone,my headache is gone,mi dolor de cabeza se ha ido,mon mal de tête est parti,meine kopfschmerzen sind weg
220,my hobby is cooking,my hobby is cooking,mi pasatiempo es cocinar,mon hobby est la cuisine,Mein Hobby ist Kochen
221,my hobby is reading,my hobby is reading,Mi pasatiempo es leer,mon hobby est la lecture,mein Hobby ist lesen
222,my home is far away,my home is far away,mi casa está lejos,ma maison est loin,Mein Zuhause ist weit weg
223,my job kept me busy,my job kept me busy,mi trabajo me mantuvo ocupado,mon travail m'a occupé,mein Job hat mich beschäftigt
224,my knee hurts a lot,my knee hurts a lot,me duele mucho la rodilla,mon genou me fait très mal,mein Knie tut sehr weh
225,my legs are hurting,my legs are hurting,me duelen las piernas,j'ai mal aux jambes,meine beine tun weh
226,my life is complete,my life is complete,mi vida es completa,ma vie est pleine,Mein Leben ist komplett
227,my life was a wreck,my life was a wreck,mi vida era un desastre,ma vie était une épave,Mein Leben war ein Wrack
228,my mom will kill me,my mom will kill me,mi mamá me va a matar,ma mère va me tuer,Meine Mutter wird mich umbringen
229,my money was stolen,my money was stolen,mi dinero fue robado,mon argent a été volé,mein Geld wurde gestohlen
230,my mother called me,my mother called me,mi madre me llamó,ma mère m'a appelé,Meine Mutter hat mich angerufen
231,my mother is active,my mother is active,mi madre es activa,ma mère est active,Meine Mutter ist aktiv
232,my neighbor is nice,my neighbor is nice,mi vecino es agradable,mon voisin est gentil,mein Nachbar ist nett
233,my nose is bleeding,my nose is bleeding,Me está sangrando la nariz,mon nez saigne,meine Nase blutet
234,my parrot flew away,my parrot flew away,mi loro se fue volando,mon perroquet s'est envolé,Mein Papagei ist weggeflogen
235,my phone rang again,my phone rang again,mi teléfono volvió a sonar,mon téléphone a encore sonné,mein Telefon klingelte wieder
236,my rent has gone up,my rent has gone up,mi alquiler ha subido,mon loyer a augmenté,meine Miete ist gestiegen
237,my room number is 5,my room number is 5,mi número de habitación es 5,mon numéro de chambre est le 5,Meine Zimmernummer ist 5
238,my sister has a job,my sister has a job,mi hermana tiene un trabajo,ma soeur a un travail,Meine Schwester hat einen Job
239,my sister is famous,my sister is famous,mi hermana es famosa,ma soeur est célèbre,Meine Schwester ist berühmt
240,my sister is pretty,my sister is pretty,mi hermana es bonita,ma soeur est jolie,Meine Schwester ist hübsch
241,my throat feels dry,my throat feels dry,mi garganta se siente seca,ma gorge est sèche,mein hals fühlt sich trocken an
242,my trousers are wet,my trousers are wet,mis pantalones están mojados,mon pantalon est mouillé,Meine Hose ist nass
243,my whole body hurts,my whole body hurts,mi cuerpo entero duele,tout mon corps me fait mal,mein ganzer Körper tut weh
244,my wife is a doctor,my wife is a doctor,Mi esposa es doctora,ma femme est médecin,Meine Frau ist Ärztin
245,my wife is a lawyer,my wife is a lawyer,mi esposa es abogada,ma femme est avocate,Meine Frau ist Anwältin
246,my work is finished,my work is finished,mi trabajo esta terminado,mon travail est fini,Meine Arbeit ist fertig
247,"next person, please",next person  please,siguiente persona por favor,personne suivante s'il vous plait,nächste Person bitte
248,no drugs were found,no drugs were found,no se encontraron drogas,aucun médicament n'a été trouvé,Es wurden keine Drogen gefunden
249,no items were taken,no items were taken,no se llevaron artículos,aucun article n'a été pris,Es wurden keine Gegenstände mitgenommen
250,no money was stolen,no money was stolen,no se robó dinero,aucun argent n'a été volé,es wurde kein Geld gestohlen
251,no more can be said,no more can be said,no se puede decir mas,on ne peut plus rien dire,mehr kann man nicht sagen
252,no one ate anything,no one ate anything,nadie comio nada,personne n'a rien mangé,niemand hat etwas gegessen
253,no one ate the cake,no one ate the cake,nadie comió el pastel,personne n'a mangé le gâteau,Niemand hat den Kuchen gegessen
254,no one believed him,no one believed him,nadie le creyó,personne ne l'a cru,niemand glaubte ihm
255,no one believed you,no one believed you,nadie te creyó,personne ne t'a cru,niemand hat dir geglaubt
256,no one believes him,no one believes him,nadie le cree,personne ne le croit,niemand glaubt ihm
257,no one came up here,no one came up here,nadie subió aquí,personne n'est venu ici,niemand kam hierher
258,no one can help you,no one can help you,Nadie puede ayudarte,Personne ne peut t'aider,niemand kann dir helfen
259,no one could see us,no one could see us,nadie podía vernos,personne ne pouvait nous voir,niemand konnte uns sehen
260,no one dances sober,no one dances sober,nadie baila sobrio,personne ne danse sobre,niemand tanzt nüchtern
261,no one else laughed,no one else laughed,nadie más se rió,personne d'autre n'a ri,niemand sonst lachte
262,no one even blinked,no one even blinked,nadie parpadeó,personne n'a même cligné des yeux,niemand blinzelte
263,no one ever changes,no one ever changes,nadie cambia nunca,personne ne change jamais,niemand ändert sich jemals
264,no one followed you,no one followed you,nadie te siguió,personne ne t'a suivi,niemand ist dir gefolgt
265,no one gave up hope,no one gave up hope,nadie perdió la esperanza,personne n'a perdu espoir,niemand gab die hoffnung auf
266,no one has anything,no one has anything,nadie tiene nada,personne n'a rien,keiner hat was
267,no one likes losing,no one likes losing,a nadie le gusta perder,personne n'aime perdre,niemand verliert gerne
268,no one really cares,no one really cares,a nadie le importa,personne ne s'en soucie vraiment,niemand kümmert sich wirklich darum
269,no one really knows,no one really knows,nadie sabe realmente,personne ne sait vraiment,niemand weiß es wirklich
270,no one saw anything,no one saw anything,nadie vio nada,personne n'a rien vu,niemand hat etwas gesehen
271,no one seems afraid,no one seems afraid,nadie parece tener miedo,personne ne semble avoir peur,niemand scheint Angst zu haben
272,no one supported me,no one supported me,nadie me apoyó,personne ne m'a soutenu,niemand hat mich unterstützt
273,no one was detained,no one was detained,nadie fue detenido,personne n'a été détenu,niemand wurde festgenommen
274,no one was excluded,no one was excluded,nadie fue excluido,personne n'a été exclu,niemand wurde ausgeschlossen
275,no one was watching,no one was watching,nadie estaba mirando,personne ne regardait,niemand hat zugesehen
276,no one will help us,no one will help us,nadie nos ayudará,personne ne nous aidera,niemand wird uns helfen
277,no one will miss me,no one will miss me,nadie me extrañará,personne ne me manquera,niemand wird mich vermissen
278,no one will stop us,no one will stop us,nadie nos detendrá,personne ne nous arrêtera,niemand wird uns aufhalten
279,no one will survive,no one will survive,nadie sobrevivirá,personne ne survivra,niemand wird überleben
