,English,English_cleaned,Spanish,French,German
50,i didn't order this,i did not order this,Yo no ordené esto,Je n'ai pas commandé ça,Ich habe das nicht bestellt
51,i didn't see anyone,i did not see anyone,no vi a nadie,je n'ai vu personne,Ich habe niemanden gesehen
52,i didn't sleep well,i did not sleep well,No dormí bien,j'ai mal dormi,ich hab nicht gut geschlafen
53,i didn't understand,i did not understand,No entendía,je ne comprenais pas,Ich habe es nicht verstanden
54,i disagree with you,i disagree with you,No estoy de acuerdo contigo,je ne suis pas d'accord avec vous,Ich stimme dir nicht zu
55,i do agree with tom,i do agree with tom,estoy de acuerdo con tom,je suis d'accord avec tom,ich stimme tom zu
56,i do hear something,i do hear something,escucho algo,j'entends quelque chose,Ich höre etwas
57,i do it once a year,i do it once a year,lo hago una vez al año,je le fais une fois par an,ich mache es einmal im jahr
58,i do not deserve it,i do not deserve it,no lo merezco,je ne le mérite pas,ich verdiene das nicht
59,i do not fear death,i do not fear death,no temo a la muerte,je ne crains pas la mort,Ich fürchte den Tod nicht
60,i do not have a cat,i do not have a cat,no tengo un gato,je n'ai pas de chat,Ich habe keine Katze
61,i do not like music,i do not like music,no me gusta la musica,je n'aime pas la musique,ich mag Musik nicht
62,i do not read books,i do not read books,no leo libros,je ne lis pas de livres,Ich lese keine Bücher
63,i do not sleep well,i do not sleep well,no duermo bien,je ne dors pas bien,Ich schlafe nicht gut
64,i do not understand,i do not understand,no entiendo,je ne comprends pas,ich verstehe nicht
65,i do that sometimes,i do that sometimes,a veces hago eso,je fais ça parfois,das mache ich manchmal
66,i do the best i can,i do the best i can,hago lo mejor que puedo,je fais du mieux que je peux,Ich tue mein Bestes
67,i do this every day,i do this every day,hago esto todos los dias,je fais ça tous les jours,Ich mache das jeden Tag
68,i don't believe you,i do not believe you,no te creo,je ne vous crois pas,ich glaube dir nicht
69,i don't belong here,i do not belong here,no pertenezco aquí,ma place n'est pas ici,Ich gehöre nicht hier her
70,i don't drink a lot,i do not drink a lot,no bebo mucho,je ne bois pas beaucoup,ich trinke nicht viel
71,i don't expect help,i do not expect help,no espero ayuda,je n'attends pas d'aide,ich erwarte keine hilfe
72,i don't get nervous,i do not get nervous,no me pongo nervioso,je ne deviens pas nerveux,ich werde nicht nervös
73,i don't go out much,i do not go out much,no salgo mucho,je ne sors pas beaucoup,Ich gehe nicht viel aus
74,i don't have a bike,i do not have a bike,no tengo una bicicleta,je n'ai pas de vélo,Ich habe kein Fahrrad
75,i don't have a cent,i do not have a cent,no tengo un centavo,je n'ai pas un centime,Ich habe keinen Cent
76,i don't have a clue,i do not have a clue,no tengo idea,je n'en ai aucune idée,ich habe keine Ahnung
77,i don't have a home,i do not have a home,no tengo casa,je n'ai pas de maison,Ich habe kein Zuhause
78,i don't have a plan,i do not have a plan,no tengo un plan,je n'ai pas de plan,Ich habe keinen Plan
79,i don't have a suit,i do not have a suit,no tengo traje,je n'ai pas de costume,Ich habe keinen Anzug
80,i don't have cancer,i do not have cancer,no tengo cancer,je n'ai pas de cancer,Ich habe keinen Krebs
81,i don't have change,i do not have change,no tengo cambio,je n'ai pas de monnaie,Ich habe kein Kleingeld
82,i don't have enough,i do not have enough,no tengo suficiente,je n'ai pas assez,ich habe nicht genug
83,i don't know really,i do not know really,no sé realmente,je ne sais pas vraiment,Ich weiß es nicht wirklich
84,i don't like apples,i do not like apples,no me gustan las manzanas,je n'aime pas les pommes,Ich mag keine Äpfel
85,i don't like coffee,i do not like coffee,no me gusta el cafe,je n'aime pas le café,ich mag keinen Kaffee
86,i don't like hiking,i do not like hiking,no me gusta el senderismo,je n'aime pas la randonnée,Ich mag nicht wandern
87,i don't like my job,i do not like my job,no me gusta mi trabajo,je n'aime pas mon travail,ich mag meinen Job nicht
88,i don't like spring,i do not like spring,no me gusta la primavera,je n'aime pas le printemps,Ich mag den Frühling nicht
89,i don't like summer,i do not like summer,no me gusta el verano,je n'aime pas l'été,Ich mag den Sommer nicht
90,i don't like to run,i do not like to run,no me gusta correr,je n'aime pas courir,Ich mag nicht laufen
91,i don't mind at all,i do not mind at all,No me importa en absoluto,ça ne me dérange pas du tout,das macht mir nichts aus
92,i don't need a ride,i do not need a ride,no necesito un paseo,je n'ai pas besoin d'un tour,Ich brauche keine Fahrt
93,i don't need it now,i do not need it now,no lo necesito ahora,je n'en ai pas besoin maintenant,Ich brauche es jetzt nicht
94,i don't often smile,i do not often smile,no suelo sonreír,je ne souris pas souvent,Ich lächle nicht oft
95,i don't really care,i do not really care,Realmente no me importa,je m'en fiche un peu,Es interessiert mich nicht wirklich
96,i don't really know,i do not really know,yo realmente no sé,Je ne sais pas vraiment,ich weiß es nicht wirklich
97,i don't remember it,i do not remember it,No lo recuerdo,Je ne m'en souviens pas,ich erinnere mich nicht daran
98,i don't see why not,i do not see why not,no veo porque no,je ne vois pas pourquoi pas,"Ich sehe nicht, warum nicht"
99,i don't sleep a lot,i do not sleep a lot,no duermo mucho,je ne dors pas beaucoup,ich schlafe nicht viel
100,i don't take bribes,i do not take bribes,no acepto sobornos,je ne prends pas de pots-de-vin,Ich nehme keine Bestechungsgelder an
101,i don't want cereal,i do not want cereal,no quiero cereales,je ne veux pas de céréales,Ich möchte kein Müsli
102,i don't want dinner,i do not want dinner,no quiero cenar,je ne veux pas dîner,Ich möchte kein Abendessen
103,i don't want to die,i do not want to die,yo no quiero morir,Je ne veux pas mourir,ich will nicht sterben
104,i dream every night,i dream every night,sueño todas las noches,je rêve chaque nuit,Ich träume jede Nacht
105,i eat a lot of meat,i eat a lot of meat,como mucha carne,je mange beaucoup de viande,Ich esse viel Fleisch
106,i eat with my hands,i eat with my hands,yo como con mis manos,je mange avec mes mains,Ich esse mit meinen Händen
107,i enjoy a challenge,i enjoy a challenge,disfruto un desafío,j'aime un défi,Ich genieße eine Herausforderung
108,i enjoy his company,i enjoy his company,disfruto de su compañía,j'apprécie sa compagnie,Ich genieße seine Gesellschaft
109,i enjoyed this book,i enjoyed this book,disfruté este libro,j'ai apprécié ce livre,Ich habe dieses Buch genossen
110,i feel a lot better,i feel a lot better,Me siento mucho mejor,Je me sens beaucoup mieux,Ich fühle mich viel besser
111,i feel bad about it,i feel bad about it,Me siento mal por ello,Je me sens mal à ce sujet,ich fühle mich schlecht deswegen
112,i feel bad for them,i feel bad for them,Me siento mal por ellos,Je me sens mal pour eux,Ich fühle mich schlecht für sie
113,i feel better today,i feel better today,hoy me siento mejor,Je me sens mieux aujourd'hui,ich fühle mich heute besser
114,i feel empty inside,i feel empty inside,me siento vacío por dentro,je me sens vide à l'intérieur,Ich fühle mich innerlich leer
115,i feel kind of sick,i feel kind of sick,me siento un poco enfermo,je me sens un peu malade,ich fühle mich irgendwie krank
116,i feel like a drink,i feel like a drink,me siento como una bebida,j'ai envie d'un verre,Ich fühle mich wie ein Drink
117,i feel like dancing,i feel like dancing,tengo ganas de bailar,j'ai envie de danser,Ich habe Lust zu tanzen
118,i feel like singing,i feel like singing,tengo ganas de cantar,j'ai envie de chanter,Ich habe Lust zu singen
119,i feel like smiling,i feel like smiling,tengo ganas de sonreír,j'ai envie de sourire,Ich möchte lächeln
120,i feel like waiting,i feel like waiting,tengo ganas de esperar,j'ai envie d'attendre,Ich habe Lust zu warten
121,i feel like walking,i feel like walking,tengo ganas de caminar,j'ai envie de marcher,Ich habe Lust zu laufen
122,i feel really proud,i feel really proud,me siento muy orgulloso,je me sens vraiment fier,Ich bin wirklich stolz
123,i feel the same way,i feel the same way,me siento igual,Je ressens la même chose,Ich fühle das gleiche
124,i feel very relaxed,i feel very relaxed,me siento muy relajado,je me sens très détendu,ich fühle mich sehr entspannt
125,i felt like a moron,i felt like a moron,me sentí como un idiota,je me sentais comme un crétin,Ich fühlte mich wie ein Idiot
126,i felt out of place,i felt out of place,me sentí fuera de lugar,je ne me sentais pas à ma place,Ich fühlte mich fehl am Platz
127,i felt the same way,i felt the same way,Me sentí de la misma manera,Je me sentais de la même façon,mir ging es genauso
128,i felt very awkward,i felt very awkward,me sentí muy incómodo,je me sentais très mal à l'aise,ich fühlte mich sehr unwohl
129,i finally got a job,i finally got a job,finalmente conseguí un trabajo,j'ai enfin trouvé un travail,Ich habe endlich einen Job
130,i find swimming fun,i find swimming fun,me divierte nadar,je trouve le plaisir de nager,Schwimmen macht mir Spaß
131,i finished the work,i finished the work,terminé el trabajo,j'ai fini le travail,Ich habe die Arbeit beendet
132,i fix broken radios,i fix broken radios,arreglo radios rotas,je répare les radios cassées,Ich repariere kaputte Radios
133,i folded the towels,i folded the towels,doblé las toallas,j'ai plié les serviettes,Ich habe die Handtücher gefaltet
134,i forgot about that,i forgot about that,me olvide de eso,j'ai oublié cela,ich habe das vergessen
135,i forgot my glasses,i forgot my glasses,olvidé mis lentes,j'ai oublié mes lunettes,Ich habe meine Brille vergessen
136,i forgot my manners,i forgot my manners,olvidé mis modales,j'ai oublié mes manières,Ich habe meine Manieren vergessen
137,i forgot to ask tom,i forgot to ask tom,olvidé preguntarle a tom,j'ai oublié de demander à tom,"Ich habe vergessen, Tom zu fragen"
138,i forgot to ask him,i forgot to ask him,me olvidé de preguntarle,j'ai oublié de lui demander,"Ich habe vergessen, ihn zu fragen"
139,i forgot to do that,i forgot to do that,me olvidé de hacer eso,j'ai oublié de le faire,"Ich habe vergessen, das zu tun"
140,i found tom's diary,i found tom s diary,encontré el diario de tom,j'ai trouvé le journal de tom,Ich habe Toms Tagebuch gefunden
141,i fully support tom,i fully support tom,apoyo totalmente a tom,je soutiens totalement tom,Ich unterstütze Tom voll und ganz
142,i gave him the book,i gave him the book,le di el libro,je lui ai donné le livre,Ich habe ihm das Buch gegeben
143,i get out of breath,i get out of breath,me quedo sin aliento,je suis à bout de souffle,ich komme außer Atem
144,i got a weird email,i got a weird email,Recibí un correo electrónico extraño,j'ai reçu un mail bizarre,Ich habe eine seltsame E-Mail bekommen
145,"i got dumped, again",i got dumped  again,me tiraron de nuevo,je me suis encore fait larguer,Ich wurde wieder abgeladen
146,i got really hungry,i got really hungry,tengo mucha hambre,j'ai vraiment faim,Ich habe richtig Hunger bekommen
147,i got that from tom,i got that from tom,lo obtuve de tom,je tiens ça de tom,Das habe ich von Tom
148,i got up about five,i got up about five,me levante como a las cinco,je me suis levé vers cinq,Ich bin gegen fünf aufgestanden
149,i got what i needed,i got what i needed,tengo lo que necesitaba,j'ai eu ce dont j'avais besoin,"Ich habe, was ich brauchte"
150,i got you a present,i got you a present,te tengo un regalo,je t'ai offert un cadeau,Ich habe dir ein Geschenk besorgt
151,i grew up on a farm,i grew up on a farm,crecí en una granja,j'ai grandi dans une ferme,ich bin auf einem bauernhof aufgewachsen
152,i guess i was lucky,i guess i was lucky,supongo que tuve suerte,je suppose que j'ai eu de la chance,"Ich glaube, ich hatte Glück"
153,i guess i was wrong,i guess i was wrong,creo que estaba equivocado,je suppose que j'avais tort,Ich schätze ich lag falsch
154,i guess i'm spoiled,i guess i am spoiled,supongo que estoy mimado,je suppose que je suis gâté,"Ich glaube, ich bin verwöhnt"
155,i guess that's true,i guess that is true,supongo que eso es cierto,je suppose que c'est vrai,"Ich denke, das ist wahr"
156,i had a light lunch,i had a light lunch,tuve un almuerzo ligero,j'ai eu un déjeuner léger,Ich hatte ein leichtes Mittagessen
157,i had a little help,i had a little help,tuve un poco de ayuda,j'ai eu un peu d'aide,Ich hatte ein wenig Hilfe
158,i had a lot of help,i had a lot of help,tuve mucha ayuda,j'ai eu beaucoup d'aide,Ich hatte viel Hilfe
159,i had a premonition,i had a premonition,tuve un presentimiento,j'ai eu une prémonition,Ich hatte eine Vorahnung
160,i had a weird dream,i had a weird dream,tuve un sueño raro,j'ai fait un rêve bizarre,Ich hatte einen seltsamen Traum
161,i had good teachers,i had good teachers,tuve buenos maestros,j'ai eu de bons professeurs,Ich hatte gute Lehrer
162,i had little choice,i had little choice,tuve pocas opciones,j'avais peu de choix,Ich hatte wenig Wahl
163,i had nowhere to go,i had nowhere to go,No tenía a donde ir,je n'avais nulle part où aller,Ich konnte nirgendwo hingehen
164,i had some problems,i had some problems,tuve algunos problemas,j'ai eu quelques problèmes,Ich hatte einige Probleme
165,i had to do my duty,i had to do my duty,tenía que cumplir con mi deber,je devais faire mon devoir,Ich musste meine Pflicht tun
166,i had to lie to tom,i had to lie to tom,tuve que mentirle a tom,j'ai dû mentir à tom,Ich musste Tom anlügen
167,i had to rent a car,i had to rent a car,tuve que alquilar un coche,j'ai dû louer une voiture,Ich musste ein Auto mieten
168,i hate being stupid,i hate being stupid,odio ser estúpido,je déteste être stupide,"Ich hasse es, dumm zu sein"
169,i hate eating alone,i hate eating alone,odio comer solo,je déteste manger seul,Ich hasse es alleine zu essen
170,i hate long flights,i hate long flights,odio los vuelos largos,je déteste les longs vols,Ich hasse lange Flüge
171,i hate taking risks,i hate taking risks,odio tomar riesgos,je déteste prendre des risques,"Ich hasse es, Risiken einzugehen"
172,i hate that so much,i hate that so much,Odio demasiado eso,Je déteste tellement ça,ich hasse das so sehr
173,i hate these things,i hate these things,odio estas cosas,je déteste ces choses,Ich hasse diese Dinge
174,i hate this uniform,i hate this uniform,odio este uniforme,je déteste cet uniforme,Ich hasse diese Uniform
175,i hate this weather,i hate this weather,Odio este clima,je déteste cette météo,ich hasse dieses Wetter
176,i hate to eat alone,i hate to eat alone,odio comer solo,je déteste manger seul,Ich hasse es alleine zu essen
177,i have a boring job,i have a boring job,tengo un trabajo aburrido,j'ai un travail ennuyeux,Ich habe einen langweiligen Job
178,i have a bus ticket,i have a bus ticket,tengo un billete de autobús,j'ai un ticket de bus,Ich habe ein Busticket
179,i have a dictionary,i have a dictionary,Tengo un diccionario,j'ai un dictionnaire,Ich habe ein Wörterbuch
180,i have a dishwasher,i have a dishwasher,tengo un lavavajillas,j'ai un lave-vaisselle,Ich habe eine Spülmaschine
181,i have a girlfriend,i have a girlfriend,tengo una novia,j'ai une petite amie,Ich habe eine Freundin
182,i have a great idea,i have a great idea,Tengo una gran idea,j'ai une bonne idée,Ich habe eine großartige Idee
183,i have a high fever,i have a high fever,tengo fiebre alta,j'ai une forte fièvre,Ich habe hohes Fieber
184,i have a pretty dog,i have a pretty dog,tengo un perro bonito,j'ai un joli chien,Ich habe einen hübschen Hund
185,i have a runny nose,i have a runny nose,Tengo la nariz que moquea,J'ai le nez qui coule,Ich habe eine laufende Nase
186,i have a stiff neck,i have a stiff neck,tengo rigidez en el cuello,j'ai le cou raide,Ich habe einen steifen Nacken
187,i have an emergency,i have an emergency,Tengo una emergencia,J'ai une urgence,Ich habe einen Notfall
188,i have another idea,i have another idea,tengo otra idea,j'ai une autre idée,Ich habe eine andere Idee
189,i have another plan,i have another plan,tengo otro plan,j'ai un autre projet,Ich habe einen anderen Plan
190,i have appendicitis,i have appendicitis,tengo apendicitis,j'ai une appendicite,Ich habe eine Blinddarmentzündung
191,i have bad eyesight,i have bad eyesight,tengo mala vista,j'ai une mauvaise vue,Ich habe schlechte Augen
192,i have but one wish,i have but one wish,solo tengo un deseo,je n'ai qu'un souhait,Ich habe nur einen Wunsch
193,i have chapped lips,i have chapped lips,tengo los labios agrietados,j'ai les lèvres gercées,Ich habe rissige Lippen
194,i have enough money,i have enough money,tengo suficiente dinero,j'ai assez d'argent,ich habe genug Geld
195,i have faith in you,i have faith in you,Tengo fe en ti,J'ai foi en toi,Ich glaube an dich
196,i have good hearing,i have good hearing,tengo buena audición,j'ai une bonne ouïe,Ich habe ein gutes Gehör
197,i have lost the key,i have lost the key,he perdido la llave,j'ai perdu la clé,Ich habe den Schlüssel verloren
198,i have lots of time,i have lots of time,tengo mucho tiempo,j'ai beaucoup de temps,Ich habe viel Zeit
199,i have lucid dreams,i have lucid dreams,tengo sueños lúcidos,j'ai des rêves lucides,Ich habe luzide Träume
200,i have many talents,i have many talents,tengo muchos talentos,j'ai beaucoup de talent,Ich habe viele Talente
201,i have no insurance,i have no insurance,no tengo seguro,je n'ai pas d'assurance,Ich habe keine Versicherung
202,i have no objection,i have no objection,No tengo objeción,je n'ai pas d'objection,Ich habe nichts dagegen
203,i have no opponents,i have no opponents,no tengo oponentes,je n'ai pas d'adversaires,Ich habe keine Gegner
204,i have no questions,i have no questions,no tengo preguntas,je n'ai pas de questions,Ich habe keine Fragen
205,i have nothing else,i have nothing else,no tengo nada mas,je n'ai rien d'autre,Ich habe nichts anderes
206,i have nothing left,i have nothing left,No me queda nada,Je n'ai plus rien,Ich habe nichts mehr übrig
207,i have one question,i have one question,tengo una pregunta,j'ai une question,ich habe eine Frage
208,i have only one pen,i have only one pen,solo tengo un bolígrafo,je n'ai qu'un seul stylo,Ich habe nur einen Stift
209,i have tennis elbow,i have tennis elbow,tengo codo de tenista,j'ai un coude de tennis,Ich habe einen Tennisarm
210,i have things to do,i have things to do,Tengo cosas que hacer,J'ai des choses à faire,Ich habe Dinge zu tun
211,i have to apologize,i have to apologize,tengo que disculparme,je dois m'excuser,ich muss mich entschuldigen
212,i have to eat lunch,i have to eat lunch,tengo que almorzar,je dois déjeuner,Ich muss zu Mittag essen
213,i have to find that,i have to find that,tengo que encontrar eso,je dois trouver ça,das muss ich finden
214,i have to go to bed,i have to go to bed,Tengo que ir a la cama,Je dois aller me coucher,Ich muss ins Bett gehen
215,i have to leave now,i have to leave now,Tengo que irme ahora,je dois partir maintenant,ich muss jetzt gehen
216,i have to leave you,i have to leave you,te tengo que dejar,Je dois vous quitter,Ich muss dich verlassen
217,i have to stay here,i have to stay here,tengo que quedarme aquí,je dois rester ici,Ich muss hier bleiben
218,i have to stay home,i have to stay home,tengo que quedarme en casa,je dois rester à la maison,Ich muss zu Hause bleiben
219,i have to trust tom,i have to trust tom,tengo que confiar en tom,je dois faire confiance à tom,Ich muss Tom vertrauen
220,i have to warn them,i have to warn them,tengo que advertirles,je dois les prévenir,Ich muss sie warnen
221,i have two brothers,i have two brothers,tengo dos hermanos,J'ai deux frères,Ich habe zwei Brüder
222,i have two children,i have two children,tengo dos niños,j'ai deux enfants,Ich habe zwei Kinder
223,i have weird dreams,i have weird dreams,tengo sueños raros,je fais des rêves bizarres,Ich habe seltsame Träume
224,i haven't done that,i have not done that,no he hecho eso,je n'ai pas fait ça,das habe ich nicht gemacht
225,i haven't eaten yet,i have not eaten yet,Todavía no he comido,je n'ai pas encore mangé,Ich habe noch nicht gegessen
226,i haven't forgotten,i have not forgotten,no he olvidado,Je n'ai pas oublié,Ich habe nicht vergessen
227,i hear a woodpecker,i hear a woodpecker,escucho un pájaro carpintero,j'entends un pic,Ich höre einen Specht
228,i hear with my ears,i hear with my ears,escucho con mis oídos,j'entends avec mes oreilles,Ich höre mit meinen Ohren
229,i heard her singing,i heard her singing,la escuché cantar,je l'ai entendue chanter,Ich hörte sie singen
230,i heard the message,i heard the message,escuché el mensaje,j'ai entendu le message,Ich habe die Nachricht gehört
231,i heard them coming,i heard them coming,los escuché venir,je les ai entendu venir,Ich hörte sie kommen
232,i hid behind a tree,i hid behind a tree,me escondí detrás de un árbol,je me suis caché derrière un arbre,Ich habe mich hinter einem Baum versteckt
233,i highly doubt that,i highly doubt that,lo dudo mucho,j'en doute vraiment,das bezweifle ich stark
234,i hope i don't lose,i hope i do not lose,espero no perder,j'espère ne pas perdre,ich hoffe ich verliere nicht
235,i hope i'm not next,i hope i am not next,espero no ser el siguiente,j'espère que je ne suis pas le prochain,"Ich hoffe, ich bin nicht der Nächste"
236,i hope tom is right,i hope tom is right,espero que tom tenga razón,j'espère que tom a raison,ich hoffe tom hat recht
237,i hope for the best,i hope for the best,espero lo mejor,J'espère le meilleur,ich hoffe das Beste
238,i hope he sees this,i hope he sees this,espero que vea esto,j'espère qu'il verra ça,ich hoffe er sieht das
239,i hope he will come,i hope he will come,espero que venga,j'espère qu'il viendra,ich hoffe er kommt
240,i hope to marry her,i hope to marry her,espero casarme con ella,j'espère l'épouser,"ich hoffe, sie zu heiraten"
241,i hope you'll agree,i hope you will agree,espero que estés de acuerdo,j'espère que vous serez d'accord,"Ich hoffe, Sie werden zustimmen"
242,i hope you're happy,i hope you are happy,espero que seas feliz,J'espère que tu es heureux,ich hoffe du bist glücklich
243,i hope you're right,i hope you are right,Espero que tengas razón,J'espère que tu as raison,"Ich hoffe, Sie haben Recht"
244,i hope you're wrong,i hope you are wrong,Espero que estés equivocado,J'espère que vous avez tort,ich hoffe du liegst falsch
245,i hurt myself today,i hurt myself today,Me lastime hoy,je me suis blessé aujourd'hui,ich habe mich heute selbst verletzt
246,i intend to do that,i intend to do that,tengo la intención de hacer eso,j'ai l'intention de faire ça,"Ich habe vor, das zu tun"
247,i just brewed a pot,i just brewed a pot,acabo de preparar una olla,je viens de brasser un pot,Ich habe gerade einen Topf gebraut
248,i just cleaned this,i just cleaned this,acabo de limpiar esto,je viens de nettoyer ça,ich habe das gerade gereinigt
249,i just don't buy it,i just do not buy it,simplemente no lo compro,je ne l'achète pas,ich kaufe es einfach nicht
250,i just don't get it,i just do not get it,simplemente no lo entiendo,Je ne le cerne simplement pas,Ich verstehe es einfach nicht
251,i just feel so lost,i just feel so lost,Me siento tan perdido,je me sens tellement perdu,Ich fühle mich einfach so verloren
252,i just got a tattoo,i just got a tattoo,me acabo de hacer un tatuaje,je viens de me faire tatouer,Ich habe gerade ein Tattoo bekommen
253,i just got off duty,i just got off duty,acabo de salir de servicio,je viens juste de quitter mon service,Ich habe gerade Feierabend
254,i just got promoted,i just got promoted,me acaban de ascender,je viens d'être promu,Ich wurde gerade befördert
255,i just got the news,i just got the news,acabo de recibir la noticia,je viens d'avoir des nouvelles,Ich habe gerade die Nachricht bekommen
256,i just lost my baby,i just lost my baby,acabo de perder a mi bebe,je viens de perdre mon bébé,Ich habe gerade mein Baby verloren
257,i just saw the news,i just saw the news,acabo de ver las noticias,je viens de voir les nouvelles,Ich habe gerade die Nachrichten gesehen
258,i just stayed quiet,i just stayed quiet,solo me quede callado,je suis juste resté silencieux,Ich blieb einfach ruhig
259,i just want answers,i just want answers,solo quiero respuestas,je veux juste des réponses,ich will nur antworten
260,i just want to help,i just want to help,Sólo quiero ayudar,je veux juste aider,ich will nur helfen
261,i just want to read,i just want to read,solo quiero leer,je veux juste lire,ich will nur lesen
262,i just want to rest,i just want to rest,solo quiero descansar,je veux juste me reposer,ich will mich nur ausruhen
263,i just want to talk,i just want to talk,solo quiero hablar,Je veux juste parler,ich möchte nur reden
