,English,English_cleaned,Spanish,French,German
53,tom got the part,tom got the part,tom consiguió el papel,tom a eu le rôle,Tom hat die Rolle bekommen
54,tom got very mad,tom got very mad,tom se enojó mucho,Tom est devenu très en colère,Tom wurde sehr wütend
55,tom had a vision,tom had a vision,tom tuvo una vision,tom a eu une vision,Tom hatte eine Vision
56,tom had jeans on,tom had jeans on,tom tenia jeans puestos,Tom avait un jean,Tom hatte Jeans an
57,tom had to leave,tom had to leave,tom tuvo que irse,Tom a dû partir,Tom musste gehen
58,tom has a big tv,tom has a big tv,tom tiene un televisor grande,Tom a une grande télé,Tom hat einen großen Fernseher
59,tom has a rabbit,tom has a rabbit,tom tiene un conejo,tom a un lapin,Tom hat ein Kaninchen
60,tom has a sister,tom has a sister,tom tiene una hermana,tom a une soeur,Tom hat eine Schwester
61,tom has big lips,tom has big lips,tom tiene labios grandes,Tom a de grandes lèvres,Tom hat große Lippen
62,tom has charisma,tom has charisma,tom tiene carisma,tom a du charisme,Tom hat Charisma
63,tom has chickens,tom has chickens,tom tiene pollos,tom a des poulets,Tom hat Hühner
64,tom has red hair,tom has red hair,tom tiene el pelo rojo,tom a les cheveux roux,Tom hat rote Haare
65,tom has two jobs,tom has two jobs,tom tiene dos trabajos,Tom a deux emplois,Tom hat zwei Jobs
66,tom hates school,tom hates school,tom odia la escuela,Tom déteste l'école,Tom hasst die Schule
67,tom hates sports,tom hates sports,tom odia los deportes,tom déteste le sport,Tom hasst Sport
68,tom helped again,tom helped again,Tom ayudó de nuevo,tom a encore aidé,Tom hat wieder geholfen
69,tom hurt himself,tom hurt himself,tom se lastimo a si mismo,tom s'est fait mal,Tom hat sich verletzt
70,tom is mary's ex,tom is mary s ex,tom es mary sexo ex,tom est l'ex de mary,Tom ist Marys Ex
71,tom is a dentist,tom is a dentist,tom es dentista,Tom est dentiste,Tom ist Zahnarzt
72,tom is a dreamer,tom is a dreamer,tom es un soñador,tom est un rêveur,Tom ist ein Träumer
73,tom is a drummer,tom is a drummer,tom es baterista,tom est un batteur,Tom ist Schlagzeuger
74,tom is a gourmet,tom is a gourmet,tom es un gourmet,tom est un gourmet,Tom ist ein Feinschmecker
75,tom is a gymnast,tom is a gymnast,tom es gimnasta,tom est un gymnaste,Tom ist Turner
76,tom is a monster,tom is a monster,tom es un monstruo,tom est un monstre,Tom ist ein Ungeheuer
77,tom is a mystery,tom is a mystery,tom es un misterio,Tom est un mystère,Tom ist ein Rätsel
78,tom is a student,tom is a student,tom es un estudiante,Tom est étudiant,Tom ist Student
79,tom is all alone,tom is all alone,Tom está solo,tom est tout seul,Tom ist ganz allein
80,tom is all right,tom is all right,Tom está bien,tom va bien,Tom ist in Ordnung
81,tom is an intern,tom is an intern,tom es un interno,tom est stagiaire,Tom ist ein Praktikant
82,tom is an orphan,tom is an orphan,tom es un huerfano,Tom est orphelin,Tom ist ein Waisenkind
83,tom is at mary's,tom is at mary s,tom está en mary s,tom est chez marie,Tom ist bei Mary s
84,tom is at school,tom is at school,Tom está en la escuela,Tom est à l'école,Tom ist in der Schule
85,tom is bilingual,tom is bilingual,Tom es bilingüe,tom est bilingue,Tom ist zweisprachig
86,tom is dangerous,tom is dangerous,tom es peligroso,tom est dangereux,Tom ist gefährlich
87,tom is forgetful,tom is forgetful,Tom es olvidadizo,tom est oublieux,Tom ist vergesslich
88,tom is important,tom is important,tom es importante,tom est important,Thomas ist wichtig
89,tom is like that,tom is like that,Tom es así,Tom est comme ça,Tom ist so
90,tom is mad at us,tom is mad at us,Tom está enojado con nosotros,Tom est en colère contre nous,Tom ist sauer auf uns
91,tom is merciless,tom is merciless,tom es despiadado,Tom est sans pitié,Tom ist gnadenlos
92,tom is my friend,tom is my friend,tom es mi amigo,tom est mon ami,Tom ist mein Freund
93,tom is no threat,tom is no threat,tom no es una amenaza,Tom n'est pas une menace,Tom ist keine Bedrohung
94,tom is obstinate,tom is obstinate,tom es obstinado,Tom est obstiné,Tom ist hartnäckig
95,tom is on campus,tom is on campus,tom está en el campus,tom est sur le campus,Tom ist auf dem Campus
96,tom is our guest,tom is our guest,tom es nuestro invitado,tom est notre invité,Tom ist unser Gast
97,tom is real cute,tom is real cute,Tom es muy lindo,Tom est vraiment mignon,Tom ist wirklich süß
98,tom is the owner,tom is the owner,tom es el dueño,Tom est le propriétaire,Tom ist der Eigentümer
99,tom is too young,tom is too young,tom es demasiado joven,Tom est trop jeune,Tom ist zu jung
100,tom is very mean,tom is very mean,tom es muy malo,Tom est très méchant,Tom ist sehr gemein
101,tom isn't a hero,tom is not a hero,tom no es un heroe,Tom n'est pas un héros,Tom ist kein Held
102,tom isn't crying,tom is not crying,tom no esta llorando,tom ne pleure pas,Tom weint nicht
103,tom isn't hungry,tom is not hungry,tom no tiene hambre,Tom n'a pas faim,Tom hat keinen Hunger
104,tom isn't in bed,tom is not in bed,tom no esta en la cama,Tom n'est pas au lit,Tom ist nicht im Bett
105,tom isn't joking,tom is not joking,Tom no está bromeando,tom ne plaisante pas,Tom scherzt nicht
106,tom isn't my son,tom is not my son,tom no es mi hijo,tom n'est pas mon fils,Tom ist nicht mein Sohn
107,tom isn't sneaky,tom is not sneaky,Tom no es astuto,Tom n'est pas sournois,Tom ist nicht hinterhältig
108,tom isn't strong,tom is not strong,tom no es fuerte,Tom n'est pas fort,Tom ist nicht stark
109,tom isn't stupid,tom is not stupid,tom no es tonto,Tom n'est pas stupide,Tom ist nicht dumm
110,tom kept digging,tom kept digging,Tom siguió cavando,Tom a continué à creuser,Tom grub weiter
111,tom kept reading,tom kept reading,tom siguió leyendo,Tom a continué à lire,Tom las weiter
112,tom kept singing,tom kept singing,Tom siguió cantando,Tom a continué à chanter,Tom sang weiter
113,tom killed a man,tom killed a man,tom mató a un hombre,Tom a tué un homme,Tom hat einen Mann getötet
114,tom likes cheese,tom likes cheese,a tom le gusta el queso,tom aime le fromage,Tom mag Käse
115,tom likes hockey,tom likes hockey,a tom le gusta el hockey,tom aime le hockey,Tom mag Eishockey
116,tom likes ponies,tom likes ponies,a tom le gustan los ponis,Tom aime les poneys,Tom mag Ponys
117,tom likes to run,tom likes to run,a tom le gusta correr,tom aime courir,Tom läuft gerne
118,tom looked happy,tom looked happy,tom parecía feliz,tom avait l'air heureux,Tom sah glücklich aus
119,tom looked young,tom looked young,tom parecía joven,Tom avait l'air jeune,Tom sah jung aus
120,tom lost his hat,tom lost his hat,tom perdió su sombrero,tom a perdu son chapeau,Tom hat seinen Hut verloren
121,tom lost his job,tom lost his job,tom perdió su trabajo,Tom a perdu son emploi,Tom hat seinen Job verloren
122,tom lost the bet,tom lost the bet,tom perdió la apuesta,tom a perdu le pari,Tom hat die Wette verloren
123,tom loves to ski,tom loves to ski,a tom le encanta esquiar,tom aime skier,Tom fährt gerne Ski
124,tom needs a bath,tom needs a bath,tom necesita un baño,Tom a besoin d'un bain,Tom braucht ein Bad
125,tom never forgot,tom never forgot,Tom nunca olvidó,Tom n'a jamais oublié,Tom hat es nie vergessen
126,tom never sleeps,tom never sleeps,tom nunca duerme,tom ne dort jamais,Tom schläft nie
127,tom often smiles,tom often smiles,Tom a menudo sonríe,tom sourit souvent,Tom lächelt oft
128,tom plays tennis,tom plays tennis,tom juega al tenis,Tom joue au tennis,Tom spielt Tennis
129,tom punched mary,tom punched mary,Tom golpeó a María,Tom a frappé Mary,Tom schlug Mary
130,tom quit his job,tom quit his job,tom renunció a su trabajo,Tom a quitté son emploi,Tom hat seinen Job gekündigt
131,tom quit smoking,tom quit smoking,tom dejo de fumar,Tom a arrêté de fumer,Tom hat mit dem Rauchen aufgehört
132,tom reads slowly,tom reads slowly,tom lee despacio,tom lit lentement,Tom liest langsam
133,tom should leave,tom should leave,tom deberia irse,Tom devrait partir,Tom sollte gehen
134,tom sighed again,tom sighed again,tom suspiró de nuevo,Tom soupira encore,Tom seufzte wieder
135,tom slapped mary,tom slapped mary,Tom abofeteó a María,tom a giflé marie,Tom schlug Mary
136,tom smells awful,tom smells awful,tom huele horrible,tom sent mauvais,Tom riecht schrecklich
137,tom smells weird,tom smells weird,tom huele raro,tom sent bizarre,Tom riecht komisch
138,tom sounds angry,tom sounds angry,tom suena enojado,Tom a l'air en colère,Tom klingt wütend
139,tom spoke french,tom spoke french,tom hablaba francés,tom parlait français,Tom sprach Französisch
140,tom spoke calmly,tom spoke calmly,tom habló con calma,tom a parlé calmement,Tom sprach ruhig
141,tom steals stuff,tom steals stuff,tom roba cosas,Tom vole des trucs,Tom stiehlt Sachen
142,tom stopped mary,tom stopped mary,Tom detuvo a María,Tom a arrêté Marie,Tom hielt Maria auf
143,tom studies hard,tom studies hard,tom estudia mucho,Tom étudie dur,Tom lernt fleißig
144,tom swears a lot,tom swears a lot,tom jura mucho,tom jure beaucoup,Tom flucht viel
145,tom took the job,tom took the job,tom tomó el trabajo,Tom a pris le poste,Tom hat den Job angenommen
146,tom walks slowly,tom walks slowly,tom camina despacio,tom marche lentement,Tom geht langsam
147,tom wants a beer,tom wants a beer,tom quiere una cerveza,Tom veut une bière,Tom möchte ein Bier
148,tom was abducted,tom was abducted,tom fue secuestrado,Tom a été enlevé,Tom wurde entführt
149,tom was barefoot,tom was barefoot,tom estaba descalzo,Tom était pieds nus,Tom war barfuß
150,tom was cheerful,tom was cheerful,tom estaba alegre,Tom était joyeux,Tom war fröhlich
151,tom was selected,tom was selected,tom fue seleccionado,Tom a été sélectionné,Tom wurde ausgewählt
152,tom was unshaven,tom was unshaven,tom no estaba afeitado,Tom n'était pas rasé,Tom war unrasiert
153,tom was upstairs,tom was upstairs,tom estaba arriba,Tom était à l'étage,Tom war oben
154,tom wasn't alone,tom was not alone,tom no estaba solo,Tom n'était pas seul,Tom war nicht allein
155,tom wasn't crazy,tom was not crazy,tom no estaba loco,Tom n'était pas fou,Tom war nicht verrückt
156,tom wasn't drunk,tom was not drunk,tom no estaba borracho,Tom n'était pas ivre,Tom war nicht betrunken
157,tom went fishing,tom went fishing,tom fue a pescar,Tom est allé à la pêche,Tom ging fischen
158,tom went running,tom went running,Tom salió corriendo,tom est allé courir,Tom ist gelaufen
159,tom will find it,tom will find it,Tom lo encontrará,Tom le trouvera,Tom wird es finden
160,tom will kill me,tom will kill me,Tom me matará,Tom va me tuer,Tom wird mich töten
161,tom will like it,tom will like it,a tom le gustará,tom va aimer,Tom wird es gefallen
162,tom won the game,tom won the game,tom ganó el juego,tom a gagné le match,Thomas hat das Spiel gewonnen
163,tom won't eat it,tom will not eat it,Tom no se lo comerá,Tom ne le mangera pas,Tom wird es nicht essen
164,tom won't retire,tom will not retire,Tom no se jubilará,Tom ne prendra pas sa retraite,Tom wird nicht in Rente gehen
165,tom wore goggles,tom wore goggles,tom usaba gafas,Tom portait des lunettes,Tom trug eine Schutzbrille
166,tom's big-headed,tom s big headed,tom s cabeza grande,la grosse tête de tom,Tom hat einen großen Kopf
167,tom's distracted,tom s distracted,Tom está distraído,tom est distrait,Tom ist abgelenkt
168,trust me on that,trust me on that,confía en mí en eso,fais-moi confiance,Vertrauen Sie mir darauf
169,trust me on this,trust me on this,confía en mí en esto,fais-moi confiance,vertrauen Sie mir darauf
170,try another door,try another door,prueba con otra puerta,essayer une autre porte,versuchen Sie es mit einer anderen Tür
171,try it once more,try it once more,inténtalo una vez más,essayez-le une fois de plus,versuche es noch einmal
172,try not to laugh,try not to laugh,trata de no reírte,essaie de ne pas rire,Versuche nicht zu lachen
173,try not to panic,try not to panic,trata de no entrar en pánico,essayez de ne pas paniquer,versuche nicht in Panik zu geraten
174,try not to worry,try not to worry,trata de no preocuparte,essaie de ne pas t'inquiéter,versuche dich nicht zu sorgen
175,try some of this,try some of this,prueba algo de esto,essayez un peu ça,probier mal was davon
176,try this instead,try this instead,prueba esto en su lugar,essayez ceci à la place,versuchen Sie es stattdessen
177,try to calm down,try to calm down,trata de calmarte,essaie de te calmer,versuche dich zu beruhigen
178,try to go slower,try to go slower,trata de ir más lento,essaie d'aller moins vite,versuche langsamer zu gehen
179,try to look busy,try to look busy,trata de parecer ocupado,essayez d'avoir l'air occupé,"Versuchen Sie, beschäftigt auszusehen"
180,turn right there,turn right there,gire a la derecha allí,tournez à droite là,dort rechts abbiegen
181,turn to the left,turn to the left,doblar a la izquierda,tourne à gauche,nach links drehen
182,wait i'm coming,wait i am coming,"espera, ya voy",attends j'arrive,"warte, ich komme"
183,walk ahead of me,walk ahead of me,camina delante de mí,marche devant moi,geh vor mir her
184,war's not pretty,war s not pretty,la guerra no es bonita,la guerre n'est pas belle,Krieg ist nicht schön
185,was anybody hurt,was anybody hurt,¿alguien se lastimó?,quelqu'un a-t-il été blessé,wurde jemand verletzt
186,was it a robbery,was it a robbery,fue un robo,était-ce un vol,war es ein Raub
187,was it necessary,was it necessary,era necesario,était-il nécessaire,war es nötig
188,was that so hard,was that so hard,fue tan dificil,était-ce si dur,war das so schwer
189,was there a fire,was there a fire,hubo un incendio,y avait-il un incendie,gab es ein Feuer
190,was there a note,was there a note,¿Había una nota?,y avait-il une note,war da ein hinweis
191,wasn't it enough,was not it enough,¿No fue suficiente?,n'était-ce pas assez,war es nicht genug
192,watch your speed,watch your speed,mira tu velocidad,surveillez votre vitesse,Achte auf deine Geschwindigkeit
193,watch yourselves,watch yourselves,cuídense,surveillez-vous,pass auf dich auf
194,water the plants,water the plants,regar las plantas,arroser les plantes,Pflanzen giessen
195,we all have kids,we all have kids,todos tenemos hijos,nous avons tous des enfants,wir alle haben Kinder
196,we arrived first,we arrived first,llegamos primero,nous sommes arrivés les premiers,Wir kamen zuerst an
197,we ate swordfish,we ate swordfish,comimos pez espada,nous avons mangé de l'espadon,Wir haben Schwertfisch gegessen
198,we ate the pizza,we ate the pizza,comimos la pizza,nous avons mangé la pizza,Wir haben die Pizza gegessen
199,we began to kiss,we began to kiss,empezamos a besarnos,nous avons commencé à nous embrasser,wir begannen uns zu küssen
200,we both competed,we both competed,ambos competimos,nous avons tous les deux concouru,wir haben beide teilgenommen
201,we both love tom,we both love tom,ambos amamos a tom,nous aimons tom tous les deux,wir lieben beide tom
202,we both love you,we both love you,ambos te amamos,nous t'aimons tous les deux,wir beide lieben dich
203,we came together,we came together,nos reunimos,nous sommes venus ensemble,wir kamen zusammen
204,we can all dream,we can all dream,todos podemos soñar,nous pouvons tous rêver,wir alle können träumen
205,we can still win,we can still win,todavía podemos ganar,nous pouvons encore gagner,wir können immer noch gewinnen
206,we can't be sure,we cannot be sure,no podemos estar seguros,on ne peut pas être sûr,wir können nicht sicher sein
207,we can't do that,we cannot do that,no podemos hacer eso,on ne peut pas faire ça,das können wir nicht machen
208,we can't give up,we cannot give up,no podemos rendirnos,nous ne pouvons pas abandonner,wir können nicht aufgeben
209,we can't go back,we cannot go back,no podemos volver,nous ne pouvons pas revenir en arrière,wir können nicht zurück
210,we considered it,we considered it,lo consideramos,nous l'avons considéré,wir haben darüber nachgedacht
211,we demand action,we demand action,exigimos acción,nous exigeons une action,wir fordern Handeln
212,we depend on you,we depend on you,dependemos de ti,nous dépendons de vous,wir sind auf dich angewiesen
213,we enjoy talking,we enjoy talking,disfrutamos hablando,nous aimons parler,wir unterhalten uns gerne
214,we found it here,we found it here,lo encontramos aquí,nous l'avons trouvé ici,wir haben es hier gefunden
215,we gave our word,we gave our word,dimos nuestra palabra,nous avons donné notre parole,wir haben unser Wort gegeben
216,we got separated,we got separated,nos separamos,nous nous sommes séparés,wir wurden getrennt
217,we got too close,we got too close,nos acercamos demasiado,nous sommes trop proches,wir sind uns zu nahe gekommen
218,we had a bad day,we had a bad day,tuvimos un mal dia,nous avons passé une mauvaise journée,Wir hatten einen schlechten Tag
219,we hate violence,we hate violence,odiamos la violencia,nous détestons la violence,Wir hassen Gewalt
220,we have a crisis,we have a crisis,tenemos una crisis,nous avons une crise,wir haben eine krise
221,we have a theory,we have a theory,tenemos una teoria,nous avons une théorie,Wir haben eine Theorie
222,we have homework,we have homework,tenemos tarea,nous avons des devoirs,wir haben Hausaufgaben
223,we have injuries,we have injuries,tenemos lesiones,nous avons des blessés,wir haben Verletzungen
224,we have no money,we have no money,no tenemos dinero,nous n'avons pas d'argent,wir haben kein Geld
225,we have no proof,we have no proof,no tenemos pruebas,nous n'avons aucune preuve,wir haben keinen Beweis
226,we have no water,we have no water,no tenemos agua,nous n'avons pas d'eau,Wir haben kein Wasser
227,we have pictures,we have pictures,tenemos fotos,nous avons des photos,Wir haben Bilder
228,we have to focus,we have to focus,tenemos que concentrarnos,nous devons nous concentrer,wir müssen uns konzentrieren
229,we have to split,we have to split,tenemos que dividir,nous devons diviser,wir müssen uns trennen
230,we have two ears,we have two ears,tenemos dos orejas,nous avons deux oreilles,Wir haben zwei Ohren
231,we have two kids,we have two kids,tenemos dos hijos,nous avons deux enfants,Wir haben zwei Kinder
232,we have two sons,we have two sons,tenemos dos hijos,nous avons deux fils,Wir haben zwei Söhne
233,we haven't eaten,we have not eaten,no hemos comido,nous n'avons pas mangé,wir haben nicht gegessen
234,we heard a noise,we heard a noise,escuchamos un ruido,nous avons entendu un bruit,wir hörten ein Geräusch
235,we heard screams,we heard screams,escuchamos gritos,nous avons entendu des cris,wir hörten Schreie
236,we just did that,we just did that,acabamos de hacer eso,on vient de faire ça,das haben wir gerade gemacht
237,we just got here,we just got here,Acabamos de llegar,nous venons d'arriver,wir sind gerade angekommen
238,we kept in touch,we kept in touch,nos mantuvimos en contacto,nous sommes restés en contact,Wir blieben in Kontakt
239,we kept our word,we kept our word,cumplimos nuestra palabra,nous avons tenu parole,wir haben unser Wort gehalten
240,we know all this,we know all this,sabemos todo esto,on sait tout ça,wir wissen das alles
241,we know it works,we know it works,sabemos que funciona,nous savons que cela fonctionne,"wir wissen, dass es funktioniert"
242,we left by train,we left by train,salimos en tren,nous sommes partis en train,wir sind mit dem Zug abgereist
243,we left together,we left together,nos fuimos juntos,nous sommes partis ensemble,wir gingen zusammen
244,we like children,we like children,nos gustan los niños,nous aimons les enfants,Wir mögen Kinder
245,we live in peace,we live in peace,vivimos en paz,nous vivons en paix,wir leben in frieden
246,we live together,we live together,vivimos juntos,nous vivons ensemble,wir leben zusammen
247,we lost the game,we lost the game,perdimos el juego,nous avons perdu la partie,wir haben das Spiel verloren
248,we make mistakes,we make mistakes,Hacemos errores,nous faisons des erreurs,wir machen Fehler
249,we mean business,we mean business,hablamos en serio,nous parlons d'affaires,wir meinen es ernst
250,we meant no harm,we meant no harm,no quisimos hacer daño,nous ne voulions pas de mal,wir wollten nichts Böses
251,we met in boston,we met in boston,nos conocimos en boston,nous nous sommes rencontrés à boston,wir haben uns in boston getroffen
252,we met last week,we met last week,nos conocimos la semana pasada,nous nous sommes rencontrés la semaine dernière,wir haben uns letzte woche getroffen
253,we met on sunday,we met on sunday,nos conocimos el domingo,nous nous sommes rencontrés dimanche,wir haben uns am sonntag getroffen
254,we must continue,we must continue,debemos continuar,nous devons continuer,wir müssen weitermachen
255,we must evacuate,we must evacuate,debemos evacuar,nous devons évacuer,wir müssen evakuieren
256,we must fix this,we must fix this,debemos arreglar esto,nous devons résoudre ce problème,wir müssen das beheben
257,we must sit down,we must sit down,debemos sentarnos,nous devons nous asseoir,wir müssen uns setzen
258,we must withdraw,we must withdraw,debemos retirarnos,nous devons nous retirer,wir müssen uns zurückziehen
259,we need evidence,we need evidence,necesitamos evidencia,nous avons besoin de preuves,wir brauchen Beweise
260,we need exercise,we need exercise,necesitamos ejercicio,nous avons besoin d'exercice,wir brauchen übung
261,we need somebody,we need somebody,necesitamos a alguien,nous avons besoin de quelqu'un,wir brauchen jemanden
262,we need supplies,we need supplies,necesitamos suministros,nous avons besoin de fournitures,wir brauchen Vorräte
263,we need the rain,we need the rain,necesitamos la lluvia,nous avons besoin de la pluie,wir brauchen den regen
264,we need to leave,we need to leave,tenemos que irnos,nous devons partir,wir müssen weg
265,we need you back,we need you back,te necesitamos de vuelta,nous avons besoin de vous,wir brauchen dich zurück
266,we never do that,we never do that,nunca hacemos eso,on ne fait jamais ça,Wir machen das nie
267,we only want you,we only want you,solo te queremos a ti,nous ne voulons que toi,wir wollen nur dich
268,we saw something,we saw something,vimos algo,nous avons vu quelque chose,wir haben etwas gesehen
269,we spoke briefly,we spoke briefly,hablamos brevemente,nous avons parlé brièvement,wir sprachen kurz
270,we told everyone,we told everyone,les dijimos a todos,nous avons dit à tout le monde,wir haben es allen gesagt
271,we want to leave,we want to leave,queremos irnos,nous voulons partir,wir wollen weg
272,we were ambushed,we were ambushed,fuimos emboscados,nous avons été pris en embuscade,wir wurden überfallen
273,we were captured,we were captured,fuimos capturados,nous avons été capturés,wir wurden gefangen genommen
274,we were mistaken,we were mistaken,nos equivocamos,nous nous sommes trompés,wir haben uns geirrt
275,we were partners,we were partners,éramos socios,nous étions partenaires,Wir waren Partner
276,we were so close,we were so close,estábamos tan cerca,nous étions si proches,wir waren so nah
277,we were so proud,we were so proud,estábamos tan orgullosos,nous étions si fiers,wir waren so stolz
278,we were soldiers,we were soldiers,nosotros éramos soldados,nous étions soldats,wir waren Soldaten
279,we were together,we were together,Estabamos juntos,nous étions ensemble,wir waren zusammen
280,we were too late,we were too late,llegamos demasiado tarde,nous étions trop tard,wir waren zu spät
281,we weren't happy,we were not happy,no éramos felices,nous n'étions pas contents,wir waren nicht glücklich
282,we weren't lucky,we were not lucky,no tuvimos suerte,nous n'avons pas eu de chance,Wir hatten kein Glück
283,we will fix this,we will fix this,arreglaremos esto,nous allons régler ça,wir werden das beheben
284,we will not fail,we will not fail,no fallaremos,nous n'échouerons pas,wir werden nicht scheitern
285,we wish you luck,we wish you luck,te deseamos suerte,nous vous souhaitons bonne chance,Wir wünschen Ihnen viel Glück
286,we won the match,we won the match,Ganamos el partido,nous avons gagné le match,wir haben das Match gewonnen
287,we won't do that,we will not do that,no haremos eso,on ne fera pas ça,das werden wir nicht tun
288,we work together,we work together,trabajamos juntos,On travaille ensemble,wir arbeiten zusammen
289,we'd better wait,we would better wait,será mejor que esperemos,on ferait mieux d'attendre,wir würden besser warten
290,we'll be careful,we will be careful,seremos cuidadosos,nous serons prudents,Wir werden vorsichtig sein
291,we'll be working,we will be working,estaremos trabajando,nous travaillerons,wir werden arbeiten
292,we'll find a way,we will find a way,encontraremos una manera,nous trouverons un moyen,wir werden einen Weg finden
293,we'll follow tom,we will follow tom,seguiremos a tom,nous suivrons tom,Wir werden Tom folgen
294,we'll meet again,we will meet again,nos reuniremos de nuevo,nous nous reverrons,wir werden uns wieder treffen
295,we'll never know,we will never know,nunca sabremos,nous ne saurons jamais,wir werden nie wissen
296,we'll pay for it,we will pay for it,lo pagaremos,nous le paierons,wir werden dafür bezahlen
297,we'll talk later,we will talk later,hablaremos después,Nous parlerons plus tard,Wir sprechen später
298,we'll work on it,we will work on it,vamos a trabajar en ello,on va y travailler,wir werden daran arbeiten
299,we're a bit late,we are a bit late,llegamos un poco tarde,nous sommes un peu en retard,wir sind etwas spät dran
300,we're all afraid,we are all afraid,todos tenemos miedo,nous avons tous peur,wir haben alle Angst
301,we're all hungry,we are all hungry,todos tenemos hambre,nous avons tous faim,wir haben alle hunger
